,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
40,41,The Green Knight,(2021),"['Adventure, Drama, Fantasy']",6.6,60170,['David Lowery '],"['Dev Patel, Alicia Vikander, Joel Edgerton, Sarita Choudhury']",['A fantasy retelling of the medieval story of Sir Gawain and the Green Knight.'],NA,R
41,42,365 Days,(2020),"['Drama, Romance']",3.3,68849,"['Directors: Barbara Bialowas, Tomasz Mandes ']","['Anna Maria Sieklucka, Michele Morrone, Bronislaw Wroclawski, Otar Saralidze']","['Massimo is a member of the Sicilian Mafia family and Laura is a sales director. She does not expect that on a trip to Sicily trying to save her relationship, Massimo will kidnap her and give her 365 days to fall in love with him.']",NA,TV-MA
42,43,Halloween,(2007),['Horror'],6.1,116050,['Rob Zombie '],"['Scout Taylor-Compton, Malcolm McDowell, Tyler Mane, Brad Dourif']","['After being committed for 17 years, Michael Myers, now a grown man and still very dangerous, escapes from the mental institution and immediately returns to Haddonfield to find his baby sister, Laurie.']",$58.27M,R
43,44,The Trip,(2021),"['Action, Comedy, Horror']",6.9,10239,['Tommy Wirkola '],"['Noomi Rapace, Aksel Hennie, Atle Antonsen, Christian Rubeck']","['A dysfunctional couple head to a remote cabin to reconnect, but each has intentions to kill the other. Before they can carry out their plans, unexpected visitors arrive and they face a greater danger.']",NA,TV-MA
44,45,Blade Runner 2049,(2017),"['Action, Drama, Mystery']",8.0,511473,['Denis Villeneuve '],"['Harrison Ford, Ryan Gosling, Ana de Armas, Dave Bautista']","[""Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.""]",$92.05M,R
45,46,The King,(2019),"['Biography, Drama, History']",7.3,105763,['David Michôd '],"['Tom Glynn-Carney, Gábor Czap, Tom Fisher, Edward Ashley']","['Hal, wayward prince and heir to the English throne, is crowned King Henry V after his tyrannical father dies. Now the young king must navigate palace politics, the war his father left behind, and the emotional strings of his past life.']",NA,R
46,47,Harry Potter and the Sorcerer's Stone,(2001),"['Adventure, Family, Fantasy']",7.6,706280,['Chris Columbus '],"['Daniel Radcliffe, Rupert Grint, Richard Harris, Maggie Smith']","['An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.']",$317.58M,PG
47,48,It Chapter Two,(2019),"['Drama, Fantasy, Horror']",6.5,235555,['Andy Muschietti '],"['Jessica Chastain, James McAvoy, Bill Hader, Isaiah Mustafa']","['Twenty-seven years after their first encounter with the terrifying Pennywise, the Losers Club have grown up and moved away, until a devastating phone call brings them back.']",$211.59M,R
48,49,V for Vendetta,(2005),"['Action, Drama, Sci-Fi']",8.1,1073144,['James McTeigue '],"['Hugo Weaving, Natalie Portman, Rupert Graves, Stephen Rea']","['In a future British tyranny, a shadowy freedom fighter, known only by the alias of ""V,"" plots to overthrow it with the help of a young woman.']",$70.51M,R
49,50,The Shining,(1980),"['Drama, Horror']",8.4,952661,['Stanley Kubrick '],"['Jack Nicholson, Shelley Duvall, Danny Lloyd, Scatman Crothers']","['A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.']",$44.02M,R
