,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
10,511,The Hateful Eight,(2015),"['Crime, Drama, Mystery']",7.8,556536,['Quentin Tarantino '],"['Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins']","['In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.']",$54.12M,R
11,512,A League of Their Own,(1992),"['Comedy, Drama, Sport']",7.3,99967,['Penny Marshall '],"['Tom Hanks, Geena Davis, Lori Petty, Madonna']",['Two sisters join the first female professional baseball league and struggle to help it succeed amidst their own growing rivalry.'],$107.53M,PG
12,513,Red Sparrow,(2018),"['Action, Drama, Thriller']",6.6,177077,['Francis Lawrence '],"['Jennifer Lawrence, Joel Edgerton, Matthias Schoenaerts, Charlotte Rampling']","[""Ballerina Dominika Egorova is recruited to 'Sparrow School,' a Russian intelligence service where she is forced to use her body as a weapon. Her first mission, targeting a C.I.A. agent, threatens to unravel the security of both nations.""]",$46.87M,R
13,514,Terminator 2 - Judgment Day,(1991),"['Action, Sci-Fi']",8.5,1039993,['James Cameron '],"['Arnold Schwarzenegger, Linda Hamilton, Edward Furlong, Robert Patrick']","['A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten-year-old son John from a more advanced and powerful cyborg.']",$204.84M,R
14,515,2001 - A Space Odyssey,(1968),"['Adventure, Sci-Fi']",8.3,634235,['Stanley Kubrick '],"['Keir Dullea, Gary Lockwood, William Sylvester, Daniel Richter']","['After discovering a mysterious artifact buried beneath the Lunar surface, mankind sets off on a quest to find its origins with help from intelligent supercomputer H.A.L. 9000.']",$56.95M,G
15,516,Snatch,(2000),"['Comedy, Crime']",8.3,816587,['Guy Ritchie '],"['Jason Statham, Brad Pitt, Stephen Graham, Vinnie Jones']","['Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.']",$30.33M,R
16,517,The Killing of a Sacred Deer,(2017),"['Drama, Horror, Mystery']",7.0,137450,['Yorgos Lanthimos '],"['Barry G. Bernson, Herb Caillouet, Bill Camp, Raffey Cassidy']","['Steven, a charismatic surgeon, is forced to make an unthinkable sacrifice after his life starts to fall apart, when the behavior of a teenage boy he has taken under his wing turns sinister.']",$2.29M,R
17,518,"The Good, the Bad and the Ugly",(1966),['Western'],8.8,722559,['Sergio Leone '],"['Clint Eastwood, Eli Wallach, Lee Van Cleef, Aldo Giuffrè']",['A bounty hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.'],$6.10M,R
18,519,Palm Springs,(2020),"['Comedy, Fantasy, Mystery']",7.4,135531,['Max Barbakow '],"['Andy Samberg, Cristin Milioti, J.K. Simmons, Peter Gallagher']","['Stuck in a time loop, two wedding guests develop a budding romance while living the same day over and over again.']",NA,R
19,520,Shazam!,(2019),"['Action, Adventure, Comedy']",7.0,299657,['David F. Sandberg '],"['Zachary Levi, Mark Strong, Asher Angel, Jack Dylan Grazer']",['A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.'],$140.37M,PG-13
20,521,La La Land,(2016),"['Comedy, Drama, Music']",8.0,542685,['Damien Chazelle '],"['Ryan Gosling, Emma Stone, Rosemarie DeWitt, J.K. Simmons']","['While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.']",$151.10M,PG-13
21,522,Pretty Woman,(1990),"['Comedy, Romance']",7.1,306513,['Garry Marshall '],"['Richard Gere, Julia Roberts, Jason Alexander, Laura San Giacomo']","['A man in a legal but hurtful business needs an escort for some social events, and hires a beautiful prostitute he meets... only to fall in love.']",$178.41M,R
22,523,Just Go with It,(2011),"['Comedy, Romance']",6.4,231853,['Dennis Dugan '],"['Adam Sandler, Jennifer Aniston, Brooklyn Decker, Nicole Kidman']","['On a weekend trip to Hawaii, a plastic surgeon convinces his loyal assistant to pose as his soon-to-be-divorced wife in order to cover up a careless lie he told to his much-younger girlfriend.']",$103.03M,PG-13
23,524,Sweeney Todd - The Demon Barber of Fleet Street,(2007),"['Drama, Horror, Musical']",7.3,355801,['Tim Burton '],"['Johnny Depp, Helena Bonham Carter, Alan Rickman, Timothy Spall']","['The legendary tale of a barber who returns from wrongful imprisonment to 1840s London, bent on revenge for the rape and death of his wife, and resumes his trade while forming a sinister partnership with his fellow tenant, Mrs. Lovett.']",$52.90M,R
24,525,6 Underground,(2019),"['Action, Thriller']",6.1,156431,['Michael Bay '],"['Ryan Reynolds, Mélanie Laurent, Manuel Garcia-Rulfo, Ben Hardy']","['Six individuals from all around the globe, each the very best at what they do, have been chosen not only for their skill, but for a unique desire to delete their pasts to change the future.']",NA,R
25,526,The Haunting,(1963),['Horror'],7.5,38208,['Robert Wise '],"['Julie Harris, Claire Bloom, Richard Johnson, Russ Tamblyn']","['Hill House has stood for about 90 years and appears haunted: its inhabitants have always met strange, tragic ends. Now Dr. John Markway has assembled a team of people who he thinks will prove whether or not the house is haunted.']",$2.62M,G
26,527,Toy Story,(1995),"['Animation, Adventure, Comedy']",8.3,933362,['John Lasseter '],"['Tom Hanks, Tim Allen, Don Rickles, Jim Varney']","[""A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.""]",$191.80M,G
27,528,Argo,(2012),"['Biography, Drama, Thriller']",7.7,593349,['Ben Affleck '],"['Ben Affleck, Bryan Cranston, John Goodman, Alan Arkin']","['Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.']",$136.03M,R
28,529,Stardust,(2007),"['Adventure, Family, Fantasy']",7.6,264250,['Matthew Vaughn '],"['Charlie Cox, Claire Danes, Sienna Miller, Ian McKellen']","[""In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.""]",$38.63M,PG-13
29,530,Jeepers Creepers,(2001),"['Horror, Mystery']",6.2,120411,['Victor Salva '],"['Gina Philips, Justin Long, Jonathan Breck, Patricia Belcher']",['A brother and sister driving home through isolated countryside for spring break encounter a flesh-eating creature which is in the midst of its ritualistic eating spree.'],$37.90M,R
30,531,Captain America - The First Avenger,(2011),"['Action, Adventure, Sci-Fi']",6.9,788950,['Joe Johnston '],"['Chris Evans, Hugo Weaving, Samuel L. Jackson, Hayley Atwell']","['Steve Rogers, a rejected military soldier, transforms into Captain America after taking a dose of a ""Super-Soldier serum"". But being Captain America comes at a price as he attempts to take down a war monger and a terrorist organization.']",$176.65M,PG-13
31,532,The Island of Dr. Moreau,(1996),"['Horror, Sci-Fi, Thriller']",4.6,32750,"['Directors: John Frankenheimer, Richard Stanley ']","['David Thewlis, Marlon Brando, Val Kilmer, Fairuza Balk']","['After being rescued and brought to an island, a man discovers that its inhabitants are experimental animals being turned into strange-looking humans, all of it the work of a visionary doctor.']",$27.66M,PG-13
32,533,Her,(2013),"['Drama, Romance, Sci-Fi']",8.0,572182,['Spike Jonze '],"['Joaquin Phoenix, Amy Adams, Scarlett Johansson, Rooney Mara']","['In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need.']",$25.57M,R
33,534,The Wizard of Oz,(1939),"['Adventure, Family, Fantasy']",8.0,381030,"['Directors: Victor Fleming, George Cukor, Mervyn LeRoy, Norman Taurog, Richard Thorpe, King Vidor ']","['Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr']","[""Young Dorothy Gale and her dog are swept away by a tornado from their Kansas farm to the magical Land of Oz, and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others' wishes.""]",$2.08M,PG
34,535,The Empty Man,(2020),"['Horror, Mystery, Thriller']",6.1,20633,['David Prior '],"['James Badge Dale, Marin Ireland, Sasha Frolova, Samantha Logan']","['On the trail of a missing girl, an ex-cop comes across a secretive group attempting to summon a terrifying supernatural entity.']",NA,R
35,536,The Meg,(2018),"['Action, Horror, Sci-Fi']",5.6,161700,['Jon Turteltaub '],"['Jason Statham, Bingbing Li, Rainn Wilson, Cliff Curtis']",['A group of scientists exploring the Marianas Trench encounter the largest marine predator that has ever existed - the Megalodon.'],$143.01M,PG-13
36,537,Star Trek,(2009),"['Action, Adventure, Sci-Fi']",7.9,591723,['J.J. Abrams '],"['Chris Pine, Zachary Quinto, Simon Pegg, Leonard Nimoy']","[""The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.""]",$257.73M,PG-13
37,538,The Life Aquatic with Steve Zissou,(2004),"['Action, Adventure, Comedy']",7.3,188569,['Wes Anderson '],"['Bill Murray, Owen Wilson, Anjelica Huston, Cate Blanchett']","['With a plan to exact revenge on a mythical shark that killed his partner, Oceanographer Steve Zissou (Bill Murray) rallies a crew that includes his estranged wife, a journalist, and a man who may or may not be his son.']",$24.01M,R
38,539,Green Book,(2018),"['Biography, Comedy, Drama']",8.2,433419,['Peter Farrelly '],"['Viggo Mortensen, Mahershala Ali, Linda Cardellini, Sebastian Maniscalco']",['A working-class Italian-American bouncer becomes the driver of an African-American classical pianist on a tour of venues through the 1960s American South.'],$85.08M,PG-13
39,540,Mission - Impossible - Fallout,(2018),"['Action, Adventure, Thriller']",7.7,310403,['Christopher McQuarrie '],"['Tom Cruise, Henry Cavill, Ving Rhames, Simon Pegg']","['Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.']",$220.16M,PG-13
40,541,The Pianist,(2002),"['Biography, Drama, Music']",8.5,777123,['Roman Polanski '],"['Adrien Brody, Thomas Kretschmann, Frank Finlay, Emilia Fox']",['A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.'],$32.57M,R
41,542,The Devil's Advocate,(1997),"['Drama, Mystery, Thriller']",7.5,350177,['Taylor Hackford '],"['Keanu Reeves, Al Pacino, Charlize Theron, Jeffrey Jones']",['An exceptionally adept Florida lawyer is offered a job at a high-end New York City law firm with a high-end boss - the biggest opportunity of his career to date.'],$60.98M,R
42,543,Dodgeball - A True Underdog Story,(2004),"['Comedy, Sport']",6.7,238946,['Rawson Marshall Thurber '],"['Ben Stiller, Christine Taylor, Vince Vaughn, Rip Torn']",['A group of misfits enter a Las Vegas dodgeball tournament in order to save their cherished local gym from the onslaught of a corporate health fitness chain.'],$114.33M,PG-13
43,544,Malena,(2000),"['Comedy, Drama, Romance']",7.5,97282,['Giuseppe Tornatore '],"['Monica Bellucci, Giuseppe Sulfaro, Luciano Federico, Matilde Piana']","['Amidst the war climate, a teenage boy discovering himself becomes love-stricken by Malèna, a sensual woman living in a small, narrow-minded Italian town.']",$3.45M,R
44,545,Evil Dead,(2013),['Horror'],6.5,164234,['Fede Alvarez '],"['Jane Levy, Shiloh Fernandez, Jessica Lucas, Lou Taylor Pucci']","['Five friends head to a remote cabin, where the discovery of a Book of the Dead leads them to unwittingly summon up demons living in the nearby woods.']",$54.24M,R
45,546,Ad Astra,(2019),"['Adventure, Drama, Mystery']",6.5,216914,['James Gray '],"['Brad Pitt, Tommy Lee Jones, Ruth Negga, Donald Sutherland']","['Astronaut Roy McBride undertakes a mission across an unforgiving solar system to uncover the truth about his missing father and his doomed expedition that now, 30 years later, threatens the universe.']",$35.40M,PG-13
46,547,Scary Movie 4,(2006),['Comedy'],5.1,117923,['David Zucker '],"['Anna Faris, Regina Hall, Craig Bierko, Bill Pullman']","['Cindy finds out the house she lives in is haunted by a little boy and goes on a quest to find out who killed him and why. Also, Alien ""Tr-iPods"" are invading the world and she has to uncover the secret in order to stop them.']",$90.71M,PG-13
47,548,The Martian,(2015),"['Adventure, Drama, Sci-Fi']",8.0,802088,['Ridley Scott '],"['Matt Damon, Jessica Chastain, Kristen Wiig, Kate Mara']","['An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive and can survive until a potential rescue.']",$228.43M,PG-13
48,549,The Matrix Reloaded,(2003),"['Action, Sci-Fi']",7.2,547444,"['Directors: Lana Wachowski, Lilly Wachowski ']","['Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving']","['Freedom fighters Neo, Trinity and Morpheus continue to lead the revolt against the Machine Army, unleashing their arsenal of extraordinary skills and weaponry against the systematic forces of repression and exploitation.']",$281.49M,R
49,550,Murder on the Orient Express,(2017),"['Crime, Drama, Mystery']",6.5,225972,['Kenneth Branagh '],"['Kenneth Branagh, Penélope Cruz, Willem Dafoe, Judi Dench']","[""When a murder occurs on the train on which he's travelling, celebrated detective Hercule Poirot is recruited to solve the case.""]",$102.83M,PG-13
