,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
0,2851,The Insider,(1999),"['Biography, Drama, Thriller']",7.8,166746,['Michael Mann '],"['Russell Crowe, Al Pacino, Christopher Plummer, Diane Venora']",['A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.'],$28.97M,R
1,2852,How to Train Your Dragon 2,(2014),"['Animation, Action, Adventure']",7.8,319058,['Dean DeBlois '],"['Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson']","['When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.']",$177.00M,PG
2,2853,Death at a Funeral,(2007),['Comedy'],7.4,113020,['Frank Oz '],"['Matthew Macfadyen, Peter Dinklage, Ewen Bremner, Keeley Hawes']",['Chaos ensues when a man tries to expose a dark secret regarding a recently deceased patriarch of a dysfunctional British family.'],$8.58M,R
3,2854,The Legend of Billie Jean,(1985),"['Action, Drama']",6.7,10048,['Matthew Robbins '],"['Helen Slater, Christian Slater, Keith Gordon, Richard Bradford']",['A Texas teenager cuts her hair short and becomes an outlaw martyr with her brother and friends.'],$3.10M,PG-13
4,2855,After.Life,(2009),"['Drama, Mystery, Thriller']",5.9,37989,['Agnieszka Wojtowicz-Vosloo '],"['Christina Ricci, Liam Neeson, Justin Long, Chandler Canterbury']","['After a car accident, a young woman caught between life and death meets a funeral director who claims to have the gift of transitioning the dead into the afterlife.']",$0.11M,R
5,2856,A Dangerous Method,(2011),"['Biography, Drama, Romance']",6.4,101414,['David Cronenberg '],"['Michael Fassbender, Keira Knightley, Viggo Mortensen, Vincent Cassel']",['A look at how the intense relationship between Carl Jung and Sigmund Freud gives birth to psychoanalysis.'],$5.70M,R
6,2857,Despicable Me 3,(2017),"['Animation, Adventure, Comedy']",6.3,123555,"['Directors: Kyle Balda, Pierre Coffin, Eric Guillon ']","['Steve Carell, Kristen Wiig, Trey Parker, Miranda Cosgrove']","['Gru meets his long-lost, charming, cheerful, and more successful twin brother Dru, who wants to team up with him for one last criminal heist.']",$264.62M,PG
7,2858,Kramer vs. Kramer,(1979),['Drama'],7.8,139847,['Robert Benton '],"['Dustin Hoffman, Meryl Streep, Jane Alexander, Justin Henry']","[""After his wife leaves him, a work-obsessed Manhattan advertising executive is forced to learn long-neglected parenting skills, but a heated custody battle over the couple's young son deepens the wounds left by the separation.""]",$106.26M,PG
8,2859,The Secret Garden,(1993),"['Drama, Family, Fantasy']",7.3,40130,['Agnieszka Holland '],"['Kate Maberly, Maggie Smith, Heydon Prowse, Andrew Knott']","['A young, recently-orphaned girl is sent to England after living in India all of her life. Once there, she begins to explore her new, seemingly-isolated surroundings, and its secrets.']",$31.18M,G
9,2860,The Core,(2003),"['Action, Adventure, Sci-Fi']",5.5,96837,['Jon Amiel '],"['Aaron Eckhart, Hilary Swank, Delroy Lindo, Bruce Greenwood']",['The only way to save Earth from catastrophe is to drill down to the core and set it spinning again.'],$31.19M,PG-13
10,2861,All That Jazz,(1979),"['Drama, Music, Musical']",7.9,30081,['Bob Fosse '],"['Roy Scheider, Jessica Lange, Ann Reinking, Leland Palmer']","['Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer.']",$37.82M,R
11,2862,Dangerous Liaisons,(1988),"['Drama, Romance']",7.6,67652,['Stephen Frears '],"['Glenn Close, John Malkovich, Michelle Pfeiffer, Swoosie Kurtz']",['A scheming widow and her manipulative ex-lover make a bet regarding the corruption of a recently married woman.'],$34.70M,R
12,2863,The Simpsons Movie,(2007),"['Animation, Adventure, Comedy']",7.3,319310,['David Silverman '],"['Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith']","[""After Homer pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.""]",$183.14M,PG-13
13,2864,Elektra,(2005),"['Action, Adventure, Crime']",4.7,90378,['Rob Bowman '],"['Jennifer Garner, Goran Visnjic, Will Yun Lee, Kirsten Zien']","['Elektra the warrior survives a near-death experience, becomes an assassin-for-hire, and tries to protect her two latest targets, a single father and his young daughter, from a group of supernatural assassins.']",$24.41M,PG-13
14,2865,That Awkward Moment,(2014),"['Comedy, Romance']",6.1,100835,['Tom Gormican '],"['Zac Efron, Michael B. Jordan, Miles Teller, Imogen Poots']","['Three best friends find themselves where we\'ve all been - at that confusing moment in every dating relationship when you have to decide ""So...where is this going?""']",$26.05M,R
15,2866,The Square,(2017),"['Comedy, Drama']",7.2,60148,['Ruben Östlund '],"['Claes Bang, Elisabeth Moss, Dominic West, Terry Notary']","[""A prestigious Stockholm museum's chief art curator finds himself in times of both professional and personal crisis as he attempts to set up a controversial new exhibit.""]",$1.50M,R
16,2867,The Witches of Eastwick,(1987),"['Comedy, Fantasy, Horror']",6.6,66909,['George Miller '],"['Jack Nicholson, Cher, Susan Sarandon, Michelle Pfeiffer']","['Three single women in a picturesque village have their wishes granted, at a cost, when a mysterious and flamboyant man arrives in their lives.']",$63.77M,R
17,2868,Return to Oz,(1985),"['Adventure, Family, Fantasy']",6.7,26237,['Walter Murch '],"['Fairuza Balk, Nicol Williamson, Jean Marsh, Piper Laurie']","['Dorothy, saved from a psychiatric experiment by a mysterious girl, is somehow called back to Oz when a vain witch and the Nome King destroy everything that makes the magical land beautiful.']",NA,PG
18,2869,Holmes & Watson,(2018),"['Comedy, Crime, Mystery']",3.8,34552,['Etan Cohen '],"['Will Ferrell, John C. Reilly, Ralph Fiennes, Rebecca Hall']","[""A humorous take on Sir Arthur Conan Doyle's classic mysteries featuring Sherlock Holmes and Doctor Watson.""]",$30.57M,PG-13
19,2870,Trouble with the Curve,(2012),"['Drama, Sport']",6.8,62584,['Robert Lorenz '],"['Clint Eastwood, Amy Adams, John Goodman, Justin Timberlake']","['A daughter tries to remedy her dysfunctional relationship with her ailing father, a decorated baseball scout, by helping him in a recruiting trip which could be his last.']",$35.76M,PG-13
20,2871,Malcolm X,(1992),"['Biography, Drama, History']",7.7,91004,['Spike Lee '],"['Denzel Washington, Angela Bassett, Delroy Lindo, Spike Lee']","['Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam.']",$48.17M,PG-13
21,2872,The Woman in Black,(2012),"['Drama, Fantasy, Horror']",6.4,179209,['James Watkins '],"['Daniel Radcliffe, Janet McTeer, Ciarán Hinds, Emma Shorey']",['A young solicitor travels to a remote village where he discovers that the vengeful ghost of a scorned woman is terrorizing the locals.'],$54.33M,PG-13
22,2873,Bolt,(2008),"['Animation, Adventure, Comedy']",6.8,200235,"['Directors: Byron Howard, Chris Williams ']","['John Travolta, Miley Cyrus, Susie Essman, Mark Walton']",['The canine star of a fictional sci-fi/action show that believes his powers are real embarks on a cross country trek to save his co-star from a threat he believes is just as real.'],$114.05M,PG
23,2874,Timeline,(2003),"['Action, Adventure, Sci-Fi']",5.7,62128,['Richard Donner '],"[""Paul Walker, Gerard Butler, Billy Connolly, Frances O'Connor""]",['A group of archaeologists become trapped in the past when they go there to retrieve a friend. The group must survive in 14th-century France before they can escape back to the twenty-first century.'],$19.48M,PG-13
