,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
40,1991,What Dreams May Come,(1998),"['Drama, Fantasy, Romance']",7.0,106246,['Vincent Ward '],"['Robin Williams, Cuba Gooding Jr., Annabella Sciorra, Max von Sydow']","['Chris Nielsen dies in an accident, and enters Heaven. But when he discovers that his beloved wife Annie has killed herself out of grief over the loss, he embarks on an afterlife adventure to reunite with her.']",$55.49M,PG-13
41,1992,Zathura - A Space Adventure,(2005),"['Action, Adventure, Comedy']",6.2,99530,['Jon Favreau '],"['Josh Hutcherson, Jonah Bobo, Dax Shepard, Tim Robbins']",['Two young brothers are drawn into an intergalactic adventure when their house is hurled through the depths of space by the magical board game they are playing.'],$29.26M,PG
42,1993,Chocolat,(2000),"['Drama, Romance']",7.2,185029,['Lasse Hallström '],"['Juliette Binoche, Judi Dench, Alfred Molina, Carrie-Anne Moss']",['A French woman and her young daughter open up a chocolate shop in a small remote village that shakes up the rigid morality of the community.'],$71.51M,PG-13
43,1994,Cliffhanger,(1993),"['Action, Adventure, Thriller']",6.4,125391,['Renny Harlin '],"['Sylvester Stallone, John Lithgow, Michael Rooker, Janine Turner']",['A botched mid-air heist results in suitcases full of cash being searched for by various groups throughout the Rocky Mountains.'],$84.05M,R
44,1995,Buffy the Vampire Slayer,(1992),"['Action, Comedy, Fantasy']",5.7,43368,['Fran Rubel Kuzui '],"['Kristy Swanson, Donald Sutherland, Paul Reubens, Rutger Hauer']","[""Flighty teenage girl Buffy Summers learns that she is her generation's destined battler of vampires.""]",$16.62M,PG-13
45,1996,Intimacy,(2001),"['Drama, Romance']",6.1,11875,['Patrice Chéreau '],"['Mark Rylance, Kerry Fox, Susannah Harker, Alastair Galbraith']","['A failed London musician meets once a week with a woman for a series of intense sexual encounters to get away from the realities of life. But when he begins inquiring about her, it puts their relationship at risk.']",$0.10M,R
46,1997,La Haine,(1995),"['Crime, Drama']",8.1,161844,['Mathieu Kassovitz '],"['Vincent Cassel, Hubert Koundé, Saïd Taghmaoui, Abdel Ahmed Ghili']",['24 hours in the lives of three young men in the French suburbs the day after a violent riot.'],$0.31M,Not Rated
47,1998,The Time Machine,(2002),"['Action, Adventure, Sci-Fi']",6.0,122186,['Simon Wells '],"['Guy Pearce, Yancey Arias, Mark Addy, Phyllida Law']","['Hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds humankind divided into two warring races.']",$56.68M,PG-13
48,1999,Fracture,(2007),"['Crime, Drama, Thriller']",7.2,195898,['Gregory Hoblit '],"['Anthony Hopkins, Ryan Gosling, David Strathairn, Rosamund Pike']",['An attorney intending on climbing the career ladder toward success finds an unlikely opponent in a manipulative criminal he is trying to prosecute.'],$39.02M,R
49,2000,Friday the 13th - The Final Chapter,(1984),"['Horror, Thriller']",6.0,49634,['Joseph Zito '],"['Erich Anderson, Judie Aronson, Peter Barton, Kimberly Beck']","['After being announced dead and taken to a morgue, Jason Voorhees spontaneously revives, escapes from the hospital, and stalks a group of friends renting a house in the countryside near Crystal Lake.']",$32.98M,R
