,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
0,1201,Halloween H20 - 20 Years Later,(1998),"['Horror, Thriller']",5.8,71590,['Steve Miner '],"['Jamie Lee Curtis, Josh Hartnett, Adam Arkin, Michelle Williams']","['Laurie Strode, now the dean of a Northern California private school with an assumed name, must battle the Shape one last time, as the life of her own son hangs in the balance.']",$55.04M,R
1,1202,Cape Fear,(1991),"['Crime, Thriller']",7.3,184682,['Martin Scorsese '],"['Robert De Niro, Nick Nolte, Jessica Lange, Juliette Lewis']","['A convicted rapist, released from prison after serving a fourteen-year sentence, stalks the family of the lawyer who originally defended him.']",$79.10M,R
2,1203,Vanilla Sky,(2001),"['Fantasy, Mystery, Romance']",6.9,257024,['Cameron Crowe '],"['Tom Cruise, Penélope Cruz, Cameron Diaz, Kurt Russell']",['A self-indulgent and vain publishing magnate finds his privileged life upended after a vehicular accident with a resentful lover.'],$100.61M,R
3,1204,Freedom Writers,(2007),"['Biography, Crime, Drama']",7.6,75185,['Richard LaGravenese '],"['Hilary Swank, Imelda Staunton, Patrick Dempsey, Scott Glenn']","['A young teacher inspires her class of at-risk students to learn tolerance, apply themselves and pursue education beyond high school.']",$36.61M,PG-13
4,1205,Natural Born Killers,(1994),"['Action, Crime, Drama']",7.3,226006,['Oliver Stone '],"['Woody Harrelson, Juliette Lewis, Tom Sizemore, Rodney Dangerfield']",['Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.'],$50.28M,R
5,1206,Antichrist,(2009),"['Drama, Horror, Thriller']",6.6,121986,['Lars von Trier '],"['Willem Dafoe, Charlotte Gainsbourg, Storm Acheche Sahlstrøm']","['A grieving couple retreat to their cabin in the woods, hoping to repair their broken hearts and troubled marriage, but nature takes its course and things go from bad to worse.']",$0.40M,Not Rated
6,1207,The Wailing,(2016),"['Horror, Mystery, Thriller']",7.5,61216,['Na Hong-jin '],"['Jun Kunimura, Jung-min Hwang, Kwak Do-won, Woo-hee Chun']","['Soon after a stranger arrives in a little village, a mysterious sickness starts spreading. A policeman, drawn into the incident, is forced to solve the mystery in order to save his daughter.']",NA,TV-MA
7,1208,The Mighty Ducks,(1992),"['Comedy, Drama, Family']",6.6,63737,['Stephen Herek '],"['Emilio Estevez, Joss Ackland, Lane Smith, Heidi Kling']",['A self-centered Minnesota lawyer is sentenced to community service coaching a rag tag youth hockey team.'],$50.75M,PG
8,1209,National Treasure,(2004),"['Action, Adventure, Mystery']",6.9,317363,['Jon Turteltaub '],"['Nicolas Cage, Diane Kruger, Justin Bartha, Sean Bean']",['A historian races to find the legendary Templar Treasure before a team of mercenaries.'],$173.01M,PG
9,1210,Casper,(1995),"['Comedy, Family, Fantasy']",6.1,128780,['Brad Silberling '],"['Bill Pullman, Christina Ricci, Cathy Moriarty, Eric Idle']",['An afterlife therapist and his daughter meet a friendly young ghost when they move into a crumbling mansion in order to rid the premises of wicked spirits.'],$100.33M,PG
10,1211,Incredibles 2,(2018),"['Animation, Action, Adventure']",7.6,272008,['Brad Bird '],"['Craig T. Nelson, Holly Hunter, Sarah Vowell, Huck Milner']",['The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.'],$608.58M,PG
