,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
0,1551,Angels & Demons,(2009),"['Action, Mystery, Thriller']",6.7,284026,['Ron Howard '],"['Tom Hanks, Ewan McGregor, Ayelet Zurer, Stellan Skarsgård']",['Harvard symbologist Robert Langdon works with a nuclear physicist to solve a murder and prevent a terrorist act against the Vatican during one of the significant events within the church.'],$133.38M,PG-13
1,1552,Fantastic Four,(2015),"['Action, Adventure, Sci-Fi']",4.2,159493,"['Directors: Josh Trank, Stephen E. Rivkin ']","['Miles Teller, Kate Mara, Michael B. Jordan, Jamie Bell']",['Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy.'],$56.12M,PG-13
2,1553,A Fistful of Dollars,(1964),"['Action, Drama, Western']",8.0,208328,['Sergio Leone '],"['Clint Eastwood, Gian Maria Volontè, Marianne Koch, Wolfgang Lukschy']","['A wandering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge.']",$14.50M,R
3,1554,The Wedding Singer,(1998),"['Comedy, Music, Romance']",6.9,142495,['Frank Coraci '],"['Adam Sandler, Drew Barrymore, Christine Taylor, Allen Covert']","['Robbie, a singer, and Julia, a waitress, are both engaged, but to the wrong people. Fortune intervenes to help them discover each other.']",$80.25M,PG-13
4,1555,Dressed to Kill,(1980),"['Crime, Drama, Mystery']",7.1,39376,['Brian De Palma '],"['Michael Caine, Angie Dickinson, Nancy Allen, Keith Gordon']","[""A mysterious blonde woman kills one of a psychiatrist's patients, and then goes after the high-class call girl who witnessed the murder.""]",$31.90M,R
5,1556,Traffic,(2000),"['Crime, Drama, Thriller']",7.6,202629,['Steven Soderbergh '],"['Michael Douglas, Benicio Del Toro, Catherine Zeta-Jones, Jacob Vargas']","[""A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business.""]",$124.12M,R
6,1557,Lawless,(2012),"['Crime, Drama']",7.3,235776,['John Hillcoat '],"['Tom Hardy, Shia LaBeouf, Guy Pearce, Jason Clarke']","['Set in Depression-era Franklin County, Virginia, a trio of bootlegging brothers are threatened by a new special deputy and other authorities angling for a cut of their profits.']",$37.40M,R
7,1558,Jane Eyre,(2011),"['Drama, Romance']",7.3,85110,['Cary Joji Fukunaga '],"['Mia Wasikowska, Michael Fassbender, Jamie Bell, Su Elliot']","[""A mousy governess who softens the heart of her employer soon discovers that he's hiding a terrible secret.""]",$11.24M,PG-13
8,1559,The Lorax,(2012),"['Animation, Adventure, Comedy']",6.4,105666,"['Directors: Chris Renaud, Kyle Balda ']","['Zac Efron, Taylor Swift, Danny DeVito, Ed Helms']","['A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.']",$214.03M,PG
9,1560,First Man,(2018),"['Biography, Drama, History']",7.3,179756,['Damien Chazelle '],"['Ryan Gosling, Claire Foy, Jason Clarke, Kyle Chandler']","['A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.']",$44.94M,PG-13
10,1561,Law Abiding Citizen,(2009),"['Action, Crime, Drama']",7.4,283944,['F. Gary Gray '],"['Gerard Butler, Jamie Foxx, Leslie Bibb, Colm Meaney']","[""A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free.""]",$73.34M,R
11,1562,Hellboy,(2004),"['Action, Fantasy']",6.8,317069,['Guillermo del Toro '],"['Ron Perlman, Doug Jones, Selma Blair, John Hurt']","['A demon, raised from infancy after being conjured by and rescued from the Nazis, grows up to become a defender against the forces of darkness.']",$59.62M,PG-13
12,1563,Creed,(2015),"['Drama, Sport']",7.6,260464,['Ryan Coogler '],"['Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Phylicia Rashad']","['The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.']",$109.77M,PG-13
