,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
0,2751,How It Ends,(2018),"['Action, Drama, Mystery']",5.0,47775,['David M. Rosenthal '],"['Theo James, Kat Graham, Nancy Sorel, Nicole Ari Parker']","['In the midst of an apocalypse, a man struggles to reach his pregnant wife, who is thousands of miles away.']",NA,TV-MA
1,2752,Hotel Transylvania 2,(2015),"['Animation, Adventure, Comedy']",6.7,117206,['Genndy Tartakovsky '],"['Adam Sandler, Andy Samberg, Selena Gomez, Kevin James']","['Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel.']",$169.70M,PG
2,2753,Of Mice and Men,(1992),"['Drama, Western']",7.5,42536,['Gary Sinise '],"['John Malkovich, Gary Sinise, Ray Walston, Casey Siemaszko']","['A nomadic farm worker looks after his dimwitted, gentle-giant friend during the Great Depression.']",$5.10M,PG-13
3,2754,Bad Boys II,(2003),"['Action, Comedy, Crime']",6.6,241385,['Michael Bay '],"['Will Smith, Martin Lawrence, Gabrielle Union, Jordi Mollà']",['Two loose-cannon narcotics cops investigate the flow of Ecstasy into Florida from a Cuban drug cartel.'],$138.61M,R
4,2755,Black and Blue,(2019),"['Action, Thriller']",6.4,20779,['Deon Taylor '],"['Naomie Harris, Tyrese Gibson, Frank Grillo, Mike Colter']",['A rookie New Orleans police officer is forced to balance her identity as a black woman after she witnesses two corrupt cops committing murder.'],$22.06M,R
5,2756,Summer School,(1987),"['Comedy, Romance']",6.6,19011,['Carl Reiner '],"['Mark Harmon, Kirstie Alley, Robin Thomas, Patrick Labyorteaux']","['Freddy the gym teacher has to teach remedial English in summer (high) school, if he wants tenure. As he can only teach gym and his students want fun, emphasis is on ""field trips"" - until he\'s fired unless all his students pass the test.']",$35.66M,PG-13
6,2757,The Kid Detective,(2020),"['Comedy, Drama, Mystery']",7.0,15251,['Evan Morgan '],"['Kaitlyn Chalmers-Rizzato, Adam Brody, Kaleb Horn, Wendy Crewson']","[""A once-celebrated kid detective, now 32, continues to solve the same trivial mysteries between hangovers and bouts of self-pity. Until a naive client brings him his first 'adult' case, to find out who brutally murdered her boyfriend.""]",NA,R
7,2758,Julie & Julia,(2009),"['Biography, Drama, Romance']",7.0,114453,['Nora Ephron '],"['Amy Adams, Meryl Streep, Chris Messina, Stanley Tucci']","[""Julia Child's story of her start in the cooking profession is intertwined with blogger Julie Powell's 2002 challenge to cook all the recipes in Child's first book.""]",$94.13M,PG-13
8,2759,National Treasure - Book of Secrets,(2007),"['Action, Adventure, Mystery']",6.5,227638,['Jon Turteltaub '],"['Nicolas Cage, Diane Kruger, Justin Bartha, Jon Voight']","[""Benjamin Gates must follow a clue left in John Wilkes Booth's diary to prove his ancestor's innocence in the assassination of Abraham Lincoln.""]",$219.96M,PG
9,2760,Masterminds,(2016),"['Biography, Comedy, Crime']",5.8,53597,['Jared Hess '],"['Zach Galifianakis, Kristen Wiig, Owen Wilson, Ross Kimball']",['A guard at an armored car company in the Southern U.S. organizes one of the biggest bank heists in American history. Based on the October 1997 Loomis Fargo robbery.'],$17.36M,PG-13
10,2761,Chronicle,(2012),"['Action, Drama, Sci-Fi']",7.0,245666,['Josh Trank '],"['Dane DeHaan, Alex Russell, Michael B. Jordan, Michael Kelly']",['Three high school friends gain superpowers after making an incredible discovery underground. Soon they find their lives spinning out of control and their bond tested as they embrace their darker sides.'],$64.58M,PG-13
11,2762,Peter Pan,(1953),"['Animation, Adventure, Family']",7.3,133155,"['Directors: Clyde Geronimi, Wilfred Jackson, Hamilton Luske, Jack Kinney ']","['Bobby Driscoll, Kathryn Beaumont, Hans Conried, Bill Thompson']","['Wendy and her brothers are whisked away to the magical world of Neverland with the hero of their stories, Peter Pan.']",$87.40M,G
12,2763,Badlands,(1973),"['Action, Crime, Drama']",7.8,70307,['Terrence Malick '],"['Martin Sheen, Sissy Spacek, Warren Oates, Ramon Bieri']",['An impressionable teenage girl from a dead-end town and her older greaser boyfriend embark on a killing spree in the South Dakota badlands.'],NA,PG
13,2764,Dumplin',(2018),"['Comedy, Drama']",6.6,31558,['Anne Fletcher '],"['Danielle Macdonald, Jennifer Aniston, Odeya Rush, Maddie Baillio']","[""Willowdean ('Dumplin'), the plus-size teenage daughter of a former beauty queen, signs up for her mom's Miss Teen Bluebonnet pageant as a protest that escalates when other contestants follow her footsteps, revolutionizing the pageant and their small Texas town.""]",NA,PG-13
14,2765,Mallrats,(1995),"['Comedy, Romance']",7.1,120111,['Kevin Smith '],"['Shannen Doherty, Jeremy London, Jason Lee, Claire Forlani']","['Both dumped by their girlfriends, two best friends seek refuge in the local mall.']",$2.12M,R
