,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
0,701,Bad Times at the El Royale,(2018),"['Crime, Drama, Mystery']",7.1,139620,['Drew Goddard '],"['Jeff Bridges, Cynthia Erivo, Dakota Johnson, Jon Hamm']","[""Early 1970s. Four strangers check in at the El Royale Hotel. The hotel is deserted, staffed by a single desk clerk. Some of the new guests' reasons for being there are less than innocent and some are not who they appear to be.""]",$17.84M,R
1,702,Cloud Atlas,(2012),"['Action, Drama, Mystery']",7.4,353579,"['Directors: Tom Tykwer, Lana Wachowski, Lilly Wachowski ']","['Tom Hanks, Halle Berry, Hugh Grant, Hugo Weaving']","['An exploration of how the actions of individual lives impact one another in the past, present and future, as one soul is shaped from a killer into a hero, and an act of kindness ripples across centuries to inspire a revolution.']",$27.11M,R
2,703,Ocean's Eleven,(2001),"['Crime, Thriller']",7.7,542841,['Steven Soderbergh '],"['George Clooney, Brad Pitt, Julia Roberts, Matt Damon']",['Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.'],$183.42M,PG-13
3,704,Men in Black,(1997),"['Action, Adventure, Comedy']",7.3,539607,['Barry Sonnenfeld '],"[""Tommy Lee Jones, Will Smith, Linda Fiorentino, Vincent D'Onofrio""]",['A police officer joins a secret organization that polices and monitors extraterrestrial interactions on Earth.'],$250.69M,PG-13
4,705,Annabelle,(2014),"['Horror, Mystery, Thriller']",5.4,151517,['John R. Leonetti '],"['Ward Horton, Annabelle Wallis, Alfre Woodard, Tony Amendola']",['A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.'],$84.27M,R
5,706,I See You,(2019),"['Crime, Drama, Horror']",6.8,43728,['Adam Randall '],"['Helen Hunt, Jon Tenney, Owen Teague, Judah Lewis']",['Strange occurrences plague a small town detective and his family as he investigates the disappearance of a young boy.'],NA,R
6,707,Friday the 13th - The Final Chapter,(1984),"['Horror, Thriller']",6.0,49572,['Joseph Zito '],"['Erich Anderson, Judie Aronson, Peter Barton, Kimberly Beck']","['After being announced dead and taken to a morgue, Jason Voorhees spontaneously revives, escapes from the hospital, and stalks a group of friends renting a house in the countryside near Crystal Lake.']",$32.98M,R
7,708,White Chicks,(2004),"['Comedy, Crime']",5.7,138544,['Keenen Ivory Wayans '],"['Marlon Wayans, Shawn Wayans, Busy Philipps, Maitland Ward']",['Two disgraced FBI agents go way undercover in an effort to protect hotel heiresses the Wilson sisters from a kidnapping plot.'],$70.83M,PG-13
8,709,Cinderella,(2015),"['Adventure, Drama, Family']",6.9,169753,['Kenneth Branagh '],"['Lily James, Cate Blanchett, Richard Madden, Helena Bonham Carter']","[""When her father unexpectedly dies, young Ella finds herself at the mercy of her cruel stepmother and her scheming stepsisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.""]",$201.15M,PG
9,710,Me Before You,(2016),"['Drama, Romance']",7.4,230166,['Thea Sharrock '],"['Emilia Clarke, Sam Claflin, Janet McTeer, Charles Dance']","[""A girl in a small town forms an unlikely bond with a recently-paralyzed man she's taking care of.""]",$56.25M,PG-13
10,711,He's All That,(2021),"['Comedy, Romance']",4.3,20252,['Mark Waters '],"['Addison Rae, Tanner Buchanan, Madison Pettis, Rachael Leigh Cook']","[""A teenage girl sets out to give a nebbish classmate the ultimate high school makeover. An updated remake of the 1999 film, 'She's All That'.""]",NA,TV-14
