,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
0,1351,Limitless,(2011),"['Sci-Fi, Thriller']",7.4,548130,['Neil Burger '],"['Bradley Cooper, Anna Friel, Abbie Cornish, Robert De Niro']","[""With the help of a mysterious pill that enables the user to access 100% of his brain's abilities, a struggling writer becomes a financial wizard, but it also puts him in a new world with many dangers.""]",$79.25M,PG-13
1,1352,He's Just Not That Into You,(2009),"['Comedy, Drama, Romance']",6.4,167562,['Ken Kwapis '],"['Ginnifer Goodwin, Jennifer Aniston, Jennifer Connelly, Morgan Lily']",['This Baltimore-set movie of interconnecting story arcs deals with the challenges of reading or misreading human behavior.'],$93.95M,PG-13
2,1353,Mamma Mia! Here We Go Again,(2018),"['Comedy, Musical, Romance']",6.6,88012,['Ol Parker '],"['Lily James, Amanda Seyfried, Meryl Streep, Cher']","[""Five years after the events of Mamma Mia! (2008), Sophie prepares for the grand reopening of the Hotel Bella Donna as she learns more about her mother's past.""]",$120.63M,PG-13
3,1354,Mank,(2020),"['Biography, Comedy, Drama']",6.9,67571,['David Fincher '],"['Gary Oldman, Amanda Seyfried, Lily Collins, Tom Pelphrey']","[""1930's Hollywood is reevaluated through the eyes of scathing social critic and alcoholic screenwriter Herman J. Mankiewicz as he races to finish the screenplay of Citizen Kane (1941).""]",NA,R
4,1355,Inside Llewyn Davis,(2013),"['Comedy, Drama, Music']",7.5,147463,"['Directors: Ethan Coen, Joel Coen ']","['Oscar Isaac, Carey Mulligan, John Goodman, Garrett Hedlund']",['A week in the life of a young singer as he navigates the Greenwich Village folk scene of 1961.'],$13.24M,R
5,1356,Munich,(2005),"['Action, Drama, History']",7.5,220435,['Steven Spielberg '],"['Eric Bana, Daniel Craig, Marie-Josée Croze, Ciarán Hinds']","['After the Black September capture and massacre of Israeli athletes at the 1972 Olympics, five men are chosen to eliminate the people responsible for that fateful day.']",$47.40M,R
6,1357,National Lampoon's Vacation,(1983),"['Adventure, Comedy']",7.4,102815,['Harold Ramis '],"[""Chevy Chase, Beverly D'Angelo, Imogene Coca, Randy Quaid""]","[""The Griswold family's cross-country drive to the Walley World theme park proves to be much more arduous than they ever anticipated.""]",$61.40M,R
7,1358,Hanna,(2011),"['Action, Adventure, Drama']",6.8,195109,['Joe Wright '],"['Saoirse Ronan, Cate Blanchett, Eric Bana, Vicky Krieps']","['A sixteen-year-old girl who was raised by her father to be the perfect assassin is dispatched on a mission across Europe, tracked by a ruthless intelligence agent and her operatives.']",$40.26M,PG-13
8,1359,Sin City - A Dame to Kill For,(2014),"['Action, Crime, Thriller']",6.5,157553,"['Directors: Frank Miller, Robert Rodriguez ']","['Mickey Rourke, Jessica Alba, Josh Brolin, Joseph Gordon-Levitt']","[""Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.""]",$13.76M,R
9,1360,Cobra,(1986),"['Action, Crime, Thriller']",5.8,70687,['George P. Cosmatos '],"['Sylvester Stallone, Brigitte Nielsen, Reni Santoni, Andrew Robinson']",['A tough-on-crime street cop must protect the only surviving witness to a strange murderous cult with far-reaching plans.'],$49.04M,R
