,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
0,1001,Fifty Shades Darker,(2017),"['Drama, Romance']",4.6,97201,['James Foley '],"['Dakota Johnson, Jamie Dornan, Eric Johnson, Eloise Mumford']","['While Christian wrestles with his inner demons, Anastasia must confront the anger and envy of the women who came before her.']",$114.38M,R
1,1002,Weird Science,(1985),"['Comedy, Romance, Sci-Fi']",6.6,84694,['John Hughes '],"['Anthony Michael Hall, Ilan Mitchell-Smith, Kelly LeBrock, Bill Paxton']","['Two high school nerds use a computer program to literally create the perfect woman, but she turns their lives upside down.']",$23.83M,PG-13
2,1003,Indiana Jones and the Last Crusade,(1989),"['Action, Adventure']",8.2,721497,['Steven Spielberg '],"['Harrison Ford, Sean Connery, Alison Doody, Denholm Elliott']","['In 1938, after his father Professor Henry Jones, Sr. goes missing while pursuing the Holy Grail, Professor Henry ""Indiana"" Jones, Jr. finds himself up against Adolf Hitler\'s Nazis again to stop them from obtaining its powers.']",$197.17M,PG-13
3,1004,Hotel Transylvania 3 - Summer Vacation,(2018),"['Animation, Adventure, Comedy']",6.3,65181,['Genndy Tartakovsky '],"['Adam Sandler, Andy Samberg, Selena Gomez, Kevin James']","['Count Dracula and company participate in a cruise for sea-loving monsters, unaware that their boat is being commandeered by the monster-hating Van Helsing family.']",$167.51M,PG
4,1005,Game Night,(2018),"['Action, Comedy, Crime']",6.9,221668,"['Directors: John Francis Daley, Jonathan Goldstein ']","['Jason Bateman, Rachel McAdams, Kyle Chandler, Sharon Horgan']",['A group of friends who meet regularly for game nights find themselves entangled in a real-life mystery when the shady brother of one of them is seemingly kidnapped by dangerous gangsters.'],$69.18M,R
5,1006,Jason X,(2001),"['Action, Horror, Sci-Fi']",4.4,54284,['James Isaac '],"['Kane Hodder, Lexa Doig, Jeff Geddis, David Cronenberg']","[""Jason Voorhees is cryogenically frozen at the beginning of the 21st century, and is discovered in the 25th century and taken to space. He gets thawed, and begins stalking and killing the crew of the spaceship that's transporting him.""]",$13.12M,R
6,1007,Austin Powers - International Man of Mystery,(1997),"['Adventure, Comedy']",7.0,231266,['Jay Roach '],"['Mike Myers, Elizabeth Hurley, Michael York, Mimi Rogers']",['A world-class playboy and part-time secret agent from the 1960s emerges after thirty years in a cryogenic state to battle with his nemesis Dr. Evil.'],$53.88M,PG-13
7,1008,The Haunting,(1999),"['Fantasy, Horror, Mystery']",5.0,74539,['Jan de Bont '],"['Liam Neeson, Catherine Zeta-Jones, Owen Wilson, Lili Taylor']",['A study in fear escalates into a heart-stopping nightmare for a professor and three subjects trapped in a mysterious mansion.'],$91.41M,PG-13
8,1009,Sherlock Holmes,(2009),"['Action, Adventure, Mystery']",7.6,606542,['Guy Ritchie '],"['Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong']",['Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.'],$209.03M,PG-13
9,1010,This Is the End,(2013),['Comedy'],6.6,397436,"['Directors: Evan Goldberg, Seth Rogen ']","['James Franco, Jonah Hill, Seth Rogen, Jay Baruchel']","[""Six Los Angeles celebrities are stuck in James Franco's house after a series of devastating events just destroyed the city. Inside, the group not only have to face the apocalypse, but themselves.""]",$101.47M,R
10,1011,The Neon Demon,(2016),"['Horror, Thriller']",6.2,90321,['Nicolas Winding Refn '],"['Elle Fanning, Christina Hendricks, Keanu Reeves, Karl Glusman']","['An aspiring model, Jesse, is new to Los Angeles. However, her beauty and youth, which generate intense fascination and jealousy within the fashion industry, may prove themselves sinister.']",$1.33M,R
11,1012,Meet Joe Black,(1998),"['Drama, Fantasy, Romance']",7.2,228475,['Martin Brest '],"['Brad Pitt, Anthony Hopkins, Claire Forlani, Jake Weber']","[""Death, who takes the form of a young man, asks a media mogul to act as a guide to teach him about life on Earth, and in the process, he falls in love with his guide's daughter.""]",$44.62M,PG-13
12,1013,The Virgin Suicides,(1999),"['Drama, Romance']",7.2,149754,['Sofia Coppola '],"['Kirsten Dunst, Josh Hartnett, James Woods, Kathleen Turner']","['A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents in suburban Detroit in the mid 1970s.']",$4.86M,R
13,1014,The Witcher - Nightmare of the Wolf,(2021),"['Animation, Action, Adventure']",7.3,31169,['Kwang Il Han '],"['Theo James, Mary McDonnell, Lara Pulver, Graham McTavish']","['Escaping from poverty to become a witcher, Vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past.']",NA,TV-MA
14,1015,Sucker Punch,(2011),"['Action, Adventure, Fantasy']",6.0,238109,['Zack Snyder '],"['Emily Browning, Vanessa Hudgens, Abbie Cornish, Jena Malone']",['A young girl institutionalized by her abusive stepfather retreats to an alternative reality as a coping strategy and envisions a plan to help her escape.'],$36.39M,PG-13
15,1016,The Woman in Black,(2012),"['Drama, Fantasy, Horror']",6.4,179142,['James Watkins '],"['Daniel Radcliffe, Janet McTeer, Ciarán Hinds, Emma Shorey']",['A young solicitor travels to a remote village where he discovers that the vengeful ghost of a scorned woman is terrorizing the locals.'],$54.33M,PG-13
16,1017,Death Proof,(2007),"['Action, Thriller']",7.0,280587,['Quentin Tarantino '],"['Kurt Russell, Zoë Bell, Rosario Dawson, Vanessa Ferlito']","['Two separate sets of voluptuous women are stalked at different times by a scarred stuntman who uses his ""death proof"" cars to execute his murderous plans.']",NA,TV-MA
17,1018,Judas and the Black Messiah,(2021),"['Biography, Drama, History']",7.5,63750,['Shaka King '],"['Daniel Kaluuya, LaKeith Stanfield, Jesse Plemons, Dominique Fishback']","[""Offered a plea deal by the FBI, William O'Neal infiltrates the Illinois chapter of the Black Panther Party to gather intelligence on Chairman Fred Hampton.""]",NA,R
18,1019,Eurovision Song Contest - The Story of Fire Saga,(2020),"['Comedy, Music']",6.5,87049,['David Dobkin '],"['Will Ferrell, Rachel McAdams, Dan Stevens, Mikael Persbrandt']","[""When aspiring musicians Lars and Sigrit are given the opportunity to represent their country at the world's biggest song competition, they finally have a chance to prove that any dream worth having is a dream worth fighting for.""]",NA,PG-13
