,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
0,2451,Code 8,(2019),"['Action, Crime, Drama']",6.1,37650,['Jeff Chan '],"['Kari Matchett, Robbie Amell, Penny Eizenga, Lawrence Bayne']",['A super-powered construction worker falls in with a group of criminals in order to raise the funds to help his ill mother.'],NA,Not Rated
1,2452,Swordfish,(2001),"['Action, Crime, Thriller']",6.5,182566,['Dominic Sena '],"['John Travolta, Hugh Jackman, Halle Berry, Don Cheadle']","[""A covert counter-terrorist unit called Black Cell led by Gabriel Shear wants the money to help finance their war against international terrorism, but it's all locked away. Gabriel brings in convicted hacker Stanley Jobson to help him.""]",$69.77M,R
2,2453,Friday the 13th Part VI - Jason Lives,(1986),"['Horror, Thriller']",6.0,42733,['Tom McLoughlin '],"['Thom Mathews, Jennifer Cooke, David Kagen, Kerry Noonan']","['Tommy Jarvis exhumes Jason Voorhees to cremate his corpse, but inadvertently brings him back to life instead. The newly revived killer seeks revenge, and Tommy may be the only one who can stop him.']",$19.47M,R
3,2454,A Hidden Life,(2019),"['Biography, Drama, Romance']",7.4,21987,['Terrence Malick '],"['August Diehl, Valerie Pachner, Maria Simon, Karin Neuhäuser']","['The Austrian Franz Jägerstätter, a conscientious objector, refuses to fight for the Nazis in World War II.']",NA,PG-13
4,2455,Twin Peaks - Fire Walk with Me,(1992),"['Drama, Horror, Mystery']",7.3,93191,['David Lynch '],"['Sheryl Lee, Ray Wise, Mädchen Amick, Dana Ashbrook']","[""Laura Palmer's harrowing final days are chronicled one year after the murder of Teresa Banks, a resident of Twin Peaks' neighboring town.""]",$4.16M,R
5,2456,The Covenant,(2006),"['Action, Adventure, Fantasy']",5.3,48483,['Renny Harlin '],"['Steven Strait, Sebastian Stan, Toby Hemingway, Taylor Kitsch']","['Four young men who belong to a New England supernatural legacy are forced to battle a fifth power long thought to have died out. Meanwhile, jealousy and suspicion threaten to tear them apart.']",$23.29M,PG-13
6,2457,Heavenly Creatures,(1994),"['Biography, Crime, Drama']",7.3,62142,['Peter Jackson '],"['Melanie Lynskey, Kate Winslet, Sarah Peirse, Diana Kent']","['Two teenage girls share a unique bond; their parents, concerned that the friendship is too intense, separate them, and the girls take revenge.']",$3.05M,R
7,2458,Homeward Bound - The Incredible Journey,(1993),"['Adventure, Comedy, Drama']",7.0,44725,['Duwayne Dunham '],"['Michael J. Fox, Sally Field, Don Alder, Ed Bernard']","['A fun-loving American bulldog pup, a hilarious Himalayan cat, and a wise old golden retriever embark on a long trek through the rugged wilderness of the Sierra Nevada mountains in a quest to reach home and their beloved owners.']",$41.83M,G
8,2459,The Maltese Falcon,(1941),"['Crime, Film-Noir, Mystery']",8.0,154251,['John Huston '],"['Humphrey Bogart, Mary Astor, Gladys George, Peter Lorre']","['San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette, with the stakes rising after his partner is murdered.']",$2.11M,Passed
9,2460,Dawn of the Planet of the Apes,(2014),"['Action, Adventure, Drama']",7.6,425088,['Matt Reeves '],"['Gary Oldman, Keri Russell, Andy Serkis, Kodi Smit-McPhee']",['A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.'],$208.55M,PG-13
10,2461,The Hot Chick,(2002),"['Comedy, Fantasy']",5.5,93252,['Tom Brady '],"['Rob Schneider, Rachel McAdams, Anna Faris, Matthew Lawrence']","['An attractive and popular teenager, who is mean-spirited toward others, finds herself in the body of an older man, and must find a way to get back to her original body.']",$35.08M,PG-13
11,2462,The Man from Earth,(2007),"['Drama, Fantasy, Mystery']",7.9,181809,['Richard Schenkman '],"['David Lee Smith, Tony Todd, John Billingsley, Ellen Crawford']",['An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine.'],NA,Not Rated
12,2463,Ferdinand,(2017),"['Animation, Adventure, Comedy']",6.8,53312,['Carlos Saldanha '],"['John Cena, Kate McKinnon, Bobby Cannavale, Jack Gore']","['After Ferdinand, a bull with a big heart, is mistaken for a dangerous beast, he is captured and torn from his home. Determined to return to his family, he rallies a misfit team on the ultimate adventure.']",$84.41M,PG
13,2464,Zack and Miri Make a Porno,(2008),"['Comedy, Romance']",6.5,175491,['Kevin Smith '],"['Seth Rogen, Elizabeth Banks, Craig Robinson, Gerry Bednob']","['Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought.']",$31.46M,R
14,2465,The Infiltrator,(2016),"['Biography, Crime, Drama']",7.0,71948,['Brad Furman '],"['Bryan Cranston, John Leguizamo, Diane Kruger, Amy Ryan']",['A U.S. Customs official uncovers a money laundering scheme involving Colombian drug lord Pablo Escobar.'],$15.43M,R
15,2466,The Taking of Deborah Logan,(2014),"['Horror, Mystery, Thriller']",6.0,29568,['Adam Robitel '],"['Jill Larson, Anne Ramsay, Michelle Ang, Brett Gentile']","[""An elderly woman battling Alzheimer's disease agrees to let a film crew document her condition, but what they discover is something far more sinister going on.""]",NA,R
16,2467,Star Trek - Generations,(1994),"['Action, Adventure, Mystery']",6.6,79649,['David Carson '],"['Patrick Stewart, William Shatner, Malcolm McDowell, Jonathan Frakes']","['With the help of long presumed dead Captain Kirk, Captain Picard must stop a deranged scientist willing to murder on a planetary scale in order to enter a space matrix.']",$75.67M,PG
17,2468,Time Bandits,(1981),"['Adventure, Comedy, Fantasy']",7.0,61532,['Terry Gilliam '],"['Sean Connery, Shelley Duvall, John Cleese, Katherine Helmond']","['A young boy accidentally joins a band of time travelling dwarves, as they jump from era to era looking for treasure to steal.']",$42.37M,PG
18,2469,Streets of Fire,(1984),"['Action, Crime, Drama']",6.7,20349,['Walter Hill '],"['Michael Paré, Diane Lane, Rick Moranis, Amy Madigan']","['A mercenary is hired to rescue his ex-girlfriend, a singer who has been kidnapped by a motorcycle gang.']",$8.09M,PG
19,2470,Scrooged,(1988),"['Comedy, Drama, Fantasy']",7.0,92182,['Richard Donner '],"['Bill Murray, Karen Allen, John Forsythe, John Glover']","['A selfish, cynical television executive is haunted by three spirits bearing lessons on Christmas Eve.']",$60.33M,PG-13
20,2471,Solaris,(1972),"['Drama, Mystery, Sci-Fi']",8.1,87456,['Andrei Tarkovsky '],"['Natalya Bondarchuk, Donatas Banionis, Jüri Järvet, Vladislav Dvorzhetskiy']",['A psychologist is sent to a station orbiting a distant planet in order to discover what has caused the crew to go insane.'],NA,PG
21,2472,Eli,(2019),"['Drama, Horror, Mystery']",5.8,32885,['Ciarán Foy '],"['Charlie Shotwell, Kelly Reilly, Max Martini, Lili Taylor']","[""A boy receiving treatment for his auto-immune disorder discovers that the house he's living in isn't as safe as he thought.""]",NA,R
22,2473,A Christmas Prince,(2017),"['Comedy, Family, Romance']",5.8,18006,['Alex Zamm '],"['Rose McIver, Ben Lamb, Alice Krige, Honor Kneafsey']","['When a reporter goes undercover as a tutor to get the inside scoop on a playboy prince, she gets tangled in some royal intrigue and ends up finding love - but will she be able to keep up her lie?']",NA,TV-PG
23,2474,Goosebumps,(2015),"['Adventure, Comedy, Family']",6.3,85488,['Rob Letterman '],"['Jack Black, Dylan Minnette, Odeya Rush, Ryan Lee']","[""A teenager teams up with the daughter of young adult horror author R. L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware.""]",$80.08M,PG
