,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
0,901,She's Out of My League,(2010),"['Comedy, Romance']",6.4,133487,['Jim Field Smith '],"['Jay Baruchel, Alice Eve, T.J. Miller, Mike Vogel']","['An average Joe meets the perfect woman, but his lack of confidence and the influence of his friends and family begin to pick away at the relationship.']",$31.58M,R
1,902,Caligula,(1979),"['Drama, History']",5.3,34914,['Tinto Brass '],"[""Malcolm McDowell, Peter O'Toole, Helen Mirren, Teresa Ann Savoy""]","[""Details the graphic and shocking but undeniably tragic story of Rome's most infamous Caesar, Gaius Germanicus Caligula.""]",$23.44M,Unrated
2,903,Extraction,(2020),"['Action, Thriller']",6.7,182400,['Sam Hargrave '],"['Chris Hemsworth, Bryon Lerum, Ryder Lerum, Rudhraksh Jaiswal']","[""Tyler Rake, a fearless black market mercenary, embarks on the most deadly extraction of his career when he's enlisted to rescue the kidnapped son of an imprisoned international crime lord.""]",NA,R
3,904,The Ballad of Buster Scruggs,(2018),"['Comedy, Drama, Musical']",7.3,135027,"['Directors: Ethan Coen, Joel Coen ']","['Tim Blake Nelson, Willie Watson, Clancy Brown, Danny McCarthy']","['Six tales of life and violence in the Old West, following a singing gunslinger, a bank robber, a traveling impresario, an elderly prospector, a wagon train, and a perverse pair of bounty hunters.']",NA,R
4,905,Thunderball,(1965),"['Action, Adventure, Thriller']",7.0,113187,['Terence Young '],"['Sean Connery, Claudine Auger, Adolfo Celi, Luciana Paluzzi']",['James Bond heads to the Bahamas to recover two nuclear warheads stolen by S.P.E.C.T.R.E. Agent Emilio Largo in an international extortion scheme.'],$63.60M,PG
5,906,Amadeus,(1984),"['Biography, Drama, Music']",8.3,384503,['Milos Forman '],"['F. Murray Abraham, Tom Hulce, Elizabeth Berridge, Roy Dotrice']","[""The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was insanely jealous of Mozart's talent and claimed to have murdered him.""]",$51.97M,R
6,907,It's a Wonderful Life,(1946),"['Drama, Family, Fantasy']",8.6,424831,['Frank Capra '],"['James Stewart, Donna Reed, Lionel Barrymore, Thomas Mitchell']",['An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.'],NA,PG
7,908,Bone Tomahawk,(2015),"['Drama, Horror, Western']",7.1,94294,['S. Craig Zahler '],"['Kurt Russell, Patrick Wilson, Matthew Fox, Richard Jenkins']","[""In the dying days of the old west, an elderly sheriff and his posse set out to rescue their town's doctor from cannibalistic cave dwellers.""]",NA,Not Rated
8,909,Captain America - The Winter Soldier,(2014),"['Action, Adventure, Sci-Fi']",7.7,784571,"['Directors: Anthony Russo, Joe Russo ']","['Chris Evans, Samuel L. Jackson, Scarlett Johansson, Robert Redford']","['As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.']",$259.77M,PG-13
9,910,Predator,(1987),"['Action, Adventure, Sci-Fi']",7.8,389912,['John McTiernan '],"['Arnold Schwarzenegger, Carl Weathers, Kevin Peter Hall, Elpidia Carrillo']",['A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.'],$59.74M,R
10,911,All the Bright Places,(2020),"['Drama, Romance']",6.5,26370,['Brett Haley '],"[""Elle Fanning, Justice Smith, Alexandra Shipp, Kelli O'Hara""]","[""The story of Violet and Theodore, who meet and change each other's lives forever. As they struggle with the emotional and physical scars of their past, they discover that even the smallest places and moments can mean something.""]",NA,TV-MA
11,912,Capernaum,(2018),['Drama'],8.4,77543,['Nadine Labaki '],"['Zain Al Rafeea, Yordanos Shiferaw, Boluwatife Treasure Bankole, Kawsar Al Haddad']","['While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.']",$1.66M,R
