,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
0,1451,Jackie Brown,(1997),"['Crime, Drama, Thriller']",7.5,333136,['Quentin Tarantino '],"['Pam Grier, Samuel L. Jackson, Robert Forster, Bridget Fonda']","['A flight attendant with a criminal past gets nabbed by the FBI for smuggling. Under pressure to become an informant against the drug dealer she works for, she must find a way to secure her future without getting killed.']",$39.67M,R
1,1452,The Mule,(2018),"['Crime, Drama, Thriller']",7.0,127812,['Clint Eastwood '],"['Clint Eastwood, Patrick L. Reyes, Cesar De León, Gustavo Muñoz']",['A ninety-year-old horticulturist and Korean War veteran turns drug mule for a Mexican cartel.'],$103.80M,R
2,1453,101 Dalmatians,(1996),"['Adventure, Comedy, Crime']",5.7,108341,['Stephen Herek '],"['Glenn Close, Jeff Daniels, Joely Richardson, Joan Plowright']","['An evil high-fashion designer plots to steal Dalmatian puppies in order to make an extravagant fur coat, but instead creates an extravagant mess.']",$136.19M,G
3,1454,A Series of Unfortunate Events,(2004),"['Adventure, Comedy, Family']",6.8,202848,['Brad Silberling '],"['Jim Carrey, Jude Law, Meryl Streep, Liam Aiken']","[""When a massive fire kills their parents, three children are delivered to the custody of cousin and stage actor Count Olaf, who is secretly plotting to steal their parents' vast fortune.""]",$118.63M,PG
4,1455,The Room,(2003),['Drama'],3.7,86249,['Tommy Wiseau '],"['Tommy Wiseau, Juliette Danielle, Greg Sestero, Philip Haldiman']","[""Johnny is a successful bank executive who lives quietly in a San Francisco townhouse with his fiancée, Lisa. One day, putting aside any scruple, she seduces Johnny's best friend, Mark. From there, nothing will be the same again.""]",$0.56M,R
5,1456,Empire Records,(1995),"['Comedy, Drama, Music']",6.7,53226,['Allan Moyle '],"['Anthony LaPaglia, Debi Mazar, Maxwell Caulfield, Rory Cochrane']",['Twenty-four hours in the lives of the young employees at Empire Records when they all grow up and become young adults thanks to each other and the manager. They all face the store joining a chain store with strict rules.'],$0.30M,PG-13
6,1457,The Spy Who Loved Me,(1977),"['Action, Adventure, Thriller']",7.1,104433,['Lewis Gilbert '],"['Roger Moore, Barbara Bach, Curd Jürgens, Richard Kiel']","['James Bond investigates the hijacking of British and Russian submarines carrying nuclear warheads, with the help of a K.G.B. agent whose lover he killed.']",$46.80M,PG
7,1458,Do the Right Thing,(1989),"['Comedy, Drama']",8.0,97263,['Spike Lee '],"['Danny Aiello, Ossie Davis, Ruby Dee, Richard Edson']","[""On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.""]",$27.55M,R
8,1459,Saturday Night Fever,(1977),"['Drama, Music']",6.8,76432,['John Badham '],"['John Travolta, Karen Lynn Gorney, Barry Miller, Joseph Cali']","['Anxious about his future after high school, a 19-year-old Italian-American from Brooklyn tries to escape the harsh reality of his bleak family life by dominating the dance floor at the local disco.']",$94.21M,R
9,1460,Panic Room,(2002),"['Crime, Drama, Thriller']",6.8,270587,['David Fincher '],"['Jodie Foster, Kristen Stewart, Forest Whitaker, Dwight Yoakam']","[""A divorced woman and her diabetic daughter take refuge in their newly-purchased house's safe room, when three men break-in, searching for a missing fortune.""]",$96.40M,R
10,1461,Ralph Breaks the Internet,(2018),"['Animation, Adventure, Comedy']",7.0,146168,"['Directors: Phil Johnston, Rich Moore ']","['John C. Reilly, Sarah Silverman, Gal Gadot, Taraji P. Henson']","['Six years after the events of ""Wreck-It Ralph,"" Ralph and Vanellope, now friends, discover a wi-fi router in their arcade, leading them into a new adventure.']",$201.09M,PG
11,1462,The Witches,(1990),"['Adventure, Comedy, Family']",6.9,47776,['Nicolas Roeg '],"['Anjelica Huston, Mai Zetterling, Jasen Fisher, Rowan Atkinson']","['A young boy stumbles onto a witch convention and must stop them, even after he has been turned into a mouse.']",$10.36M,PG
12,1463,Cloverfield,(2008),"['Action, Horror, Sci-Fi']",7.0,385267,['Matt Reeves '],"['Mike Vogel, Jessica Lucas, Lizzy Caplan, T.J. Miller']",['A group of friends venture deep into the streets of New York on a rescue mission during a rampaging monster attack.'],$80.05M,PG-13
13,1464,Point Break,(2015),"['Action, Adventure, Crime']",5.3,60933,['Ericson Core '],"['Edgar Ramírez, Luke Bracey, Ray Winstone, Teresa Palmer']","['A young FBI agent infiltrates an extraordinary team of extreme sports athletes he suspects of masterminding a string of unprecedented, sophisticated corporate heists.']",$28.78M,PG-13
14,1465,Spy Kids,(2001),"['Action, Adventure, Comedy']",5.5,113386,['Robert Rodriguez '],"['Alexa PenaVega, Daryl Sabara, Antonio Banderas, Carla Gugino']","[""Using high tech gadgets, two kids have to save their reactivated OSS top spy parents when they're taken by an evil, high tech enemy.""]",$112.72M,PG
15,1466,Paranormal Activity,(2007),"['Horror, Mystery']",6.3,230276,['Oren Peli '],"['Katie Featherston, Micah Sloat, Mark Fredrichs, Amber Armstrong']","['After moving into a suburban home, a couple becomes increasingly disturbed by a nightly demonic presence.']",$107.92M,R
16,1467,Spenser Confidential,(2020),"['Action, Comedy, Crime']",6.2,80875,['Peter Berg '],"['Mark Wahlberg, Winston Duke, Alan Arkin, Iliza Shlesinger']","['When two Boston police officers are murdered, ex-cop Spenser teams up with his no-nonsense roommate, Hawk, to take down criminals.']",NA,R
