,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
13,1914,Filth,(2013),"['Action, Comedy, Crime']",7.1,105762,['Jon S. Baird '],"['James McAvoy, Jamie Bell, Eddie Marsan, Imogen Poots']","['A corrupt, junkie cop with bipolar disorder attempts to manipulate his way through a promotion in order to win back his wife and daughter while also fighting his own inner demons.']",$0.03M,R
14,1915,It's Complicated,(2009),"['Comedy, Drama, Romance']",6.5,89823,['Nancy Meyers '],"['Meryl Streep, Steve Martin, Alec Baldwin, John Krasinski']","[""When attending their son's college graduation, a couple reignite the spark in their relationship. But the complicated fact is they're divorced and he's remarried.""]",$112.74M,R
15,1916,The Mortal Instruments - City of Bones,(2013),"['Action, Adventure, Fantasy']",5.9,130722,['Harald Zwart '],"['Lily Collins, Jamie Campbell Bower, Robert Sheehan, Jemima West']","['When her mother disappears, Clary Fray learns that she descends from a line of warriors who protect our world from demons. She joins forces with others like her and heads into a dangerous alternate New York called the Shadow World.']",$31.17M,PG-13
16,1917,JFK,(1991),"['Drama, History, Thriller']",8.0,149368,['Oliver Stone '],"['Kevin Costner, Gary Oldman, Jack Lemmon, Walter Matthau']","[""New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.""]",$70.41M,R
17,1918,Master,(2021),"['Action, Thriller']",7.8,65075,['Lokesh Kanagaraj '],"['Joseph Vijay, Vijay Sethupathi, Malavika Mohanan, Arjun Das']","['An alcoholic professor is sent to a juvenile school, where he clashes with a gangster who uses the school children for criminal activities.']",NA,Not Rated
18,1919,The Karate Kid,(2010),"['Action, Drama, Family']",6.2,172403,['Harald Zwart '],"['Jackie Chan, Jaden Smith, Taraji P. Henson, Wenwen Han']","['Work causes a single mother to move to China with her young son; in his new home, the boy embraces kung fu, taught to him by a master.']",$176.59M,PG
19,1920,Sideways,(2004),"['Comedy, Drama, Romance']",7.5,186096,['Alexander Payne '],"['Paul Giamatti, Thomas Haden Church, Virginia Madsen, Sandra Oh']","[""Two men reaching middle age with not much to show but disappointment embark on a week-long road trip through California's wine country, just as one is about to take a trip down the aisle.""]",$71.50M,R
20,1921,Burning,(2018),"['Drama, Mystery']",7.5,57854,['Chang-dong Lee '],"['Yoo Ah-in, Steven Yeun, Jeon Jong-seo, Kim Soo-Kyung']","[""Jong-su bumps into a girl who used to live in the same neighborhood, who asks him to look after her cat while she's on a trip to Africa. When back, she introduces Ben, a mysterious guy she met there, who confesses his secret hobby.""]",$0.72M,Not Rated
21,1922,The Golden Compass,(2007),"['Adventure, Family, Fantasy']",6.1,183960,['Chris Weitz '],"['Nicole Kidman, Daniel Craig, Dakota Blue Richards, Ben Walker']","['In a parallel universe, young Lyra Belacqua journeys to the far North to save her best friend and other kidnapped children from terrible experiments by a mysterious organization.']",$70.11M,PG-13
22,1923,Grindhouse,(2007),"['Action, Horror, Thriller']",7.5,181889,"['Directors: Robert Rodriguez, Eli Roth, Quentin Tarantino, Edgar Wright, Rob Zombie ']","['Kurt Russell, Rose McGowan, Danny Trejo, Zoë Bell']","[""Quentin Tarantino and Robert Rodriguez's homage to exploitation double features in the '60s and '70s with two back-to-back cult films that include previews of coming attractions between them.""]",$25.04M,R
23,1924,Lethal Weapon 2,(1989),"['Action, Crime, Thriller']",7.2,169173,['Richard Donner '],"['Mel Gibson, Danny Glover, Joe Pesci, Patsy Kensit']",['Riggs and Murtaugh are on the trail of South African diplomats who are using their immunity to engage in criminal activities.'],$147.25M,R
24,1925,The Outlaw Josey Wales,(1976),['Western'],7.8,70478,['Clint Eastwood '],"['Clint Eastwood, Sondra Locke, Chief Dan George, Bill McKinney']",['Missouri farmer Josey Wales joins a Confederate guerrilla unit and winds up on the run from the Union soldiers who murdered his family.'],$31.80M,PG
25,1926,Fright Night,(2011),"['Comedy, Horror']",6.4,103476,['Craig Gillespie '],"['Anton Yelchin, Colin Farrell, David Tennant, Toni Collette']","['When a nice new neighbor moves in next door, Charley discovers that he is an ancient vampire who preys on the community. Can he save his neighborhood from the creature with the help of the famous ""vampire killer"", Peter Vincent?']",$18.30M,R
26,1927,Surrogates,(2009),"['Action, Sci-Fi, Thriller']",6.3,172402,['Jonathan Mostow '],"['Bruce Willis, Radha Mitchell, Ving Rhames, Rosamund Pike']","[""Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates.""]",$38.58M,PG-13
27,1928,The Bank Job,(2008),"['Crime, Drama, Thriller']",7.2,178080,['Roger Donaldson '],"['Jason Statham, Saffron Burrows, Stephen Campbell Moore, Daniel Mays']","[""Martine offers Terry a lead on a foolproof bank hit on London's Baker Street. She targets a roomful of safe deposit boxes worth millions in cash and jewelry along with a treasure trove of dirty secrets.""]",$30.03M,R
28,1929,Labor Day,(2013),"['Drama, Romance, Thriller']",6.9,44589,['Jason Reitman '],"['Kate Winslet, Josh Brolin, Gattlin Griffith, Clark Gregg']","['Depressed single mom Adele and her son Henry offer a wounded, fearsome man a ride. As police search town for the escaped convict, the mother and son gradually learn his true story as their options become increasingly limited.']",$13.36M,PG-13
29,1930,A Walk Among the Tombstones,(2014),"['Action, Crime, Drama']",6.5,117262,['Scott Frank '],"['Liam Neeson, Dan Stevens, David Harbour, Boyd Holbrook']",['Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.'],$26.31M,R
30,1931,Lights Out,(2016),"['Drama, Horror, Mystery']",6.3,123197,['David F. Sandberg '],"['Teresa Palmer, Gabriel Bateman, Maria Bello, Billy Burke']","[""Rebecca must unlock the terror behind her little brother's experiences that once tested her sanity, bringing her face to face with a supernatural spirit attached to their mother.""]",$67.27M,PG-13
31,1932,Lucky Number Slevin,(2006),"['Crime, Drama, Thriller']",7.7,306886,['Paul McGuigan '],"['Josh Hartnett, Ben Kingsley, Morgan Freeman, Lucy Liu']","[""A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him.""]",$22.49M,R
32,1933,The Running Man,(1987),"['Action, Sci-Fi, Thriller']",6.7,147397,['Paul Michael Glaser '],"['Arnold Schwarzenegger, Maria Conchita Alonso, Yaphet Kotto, Jim Brown']","['In a dystopian America, a falsely convicted policeman gets his shot at freedom when he must forcibly participate in a TV game show where convicts, runners, must battle killers for their freedom.']",$38.12M,R
33,1934,The Divergent Series - Insurgent,(2015),"['Action, Adventure, Sci-Fi']",6.2,227836,['Robert Schwentke '],"['Shailene Woodley, Ansel Elgort, Theo James, Kate Winslet']",['Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side.'],$130.18M,PG-13
34,1935,Sleepaway Camp,(1983),['Horror'],6.3,30467,['Robert Hiltzik '],"['Felissa Rose, Jonathan Tiersten, Karen Fields, Christopher Collet']","['Angela Baker, a shy, traumatized young girl, is sent to summer camp with her cousin. Shortly after her arrival, anyone with sinister or less than honorable intentions toward her gets their comeuppance.']",$11.00M,R
35,1936,Carol,(2015),"['Drama, Romance']",7.3,122924,['Todd Haynes '],"['Cate Blanchett, Rooney Mara, Sarah Paulson, Kyle Chandler']",['An aspiring photographer develops an intimate relationship with an older woman in 1950s New York.'],$12.71M,R
36,1937,The Bodyguard,(1992),"['Action, Drama, Music']",6.3,127858,['Mick Jackson '],"['Kevin Costner, Whitney Houston, Gary Kemp, Bill Cobbs']","[""A former Secret Service agent takes on the job of bodyguard to an R&B singer, whose lifestyle is most unlike a President's.""]",$121.95M,R
37,1938,Eragon,(2006),"['Action, Adventure, Family']",5.1,124556,['Stefen Fangmeier '],"['Ed Speleers, Sienna Guillory, Jeremy Irons, John Malkovich']","[""In his homeland of Alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realizes he's the one person who can defend his home against an evil king.""]",$75.03M,PG
38,1939,Easy Rider,(1969),"['Adventure, Drama']",7.3,106264,['Dennis Hopper '],"['Peter Fonda, Dennis Hopper, Jack Nicholson, Antonio Mendoza']","['Two bikers head from L.A. to New Orleans through the open country and desert lands, and along the way they meet a man who bridges a counter-culture gap of which they had been unaware.']",$41.73M,R
39,1940,The Ugly Truth,(2009),"['Comedy, Romance']",6.4,211963,['Robert Luketic '],"['Katherine Heigl, Gerard Butler, Bree Turner, Eric Winter']",['An uptight television producer takes control of a morning show segment on modern relationships hosted by a misogynistic man.'],$88.92M,R
40,1941,The Island of Dr. Moreau,(1996),"['Horror, Sci-Fi, Thriller']",4.6,32760,"['Directors: John Frankenheimer, Richard Stanley ']","['David Thewlis, Marlon Brando, Val Kilmer, Fairuza Balk']","['After being rescued and brought to an island, a man discovers that its inhabitants are experimental animals being turned into strange-looking humans, all of it the work of a visionary doctor.']",$27.66M,PG-13
41,1942,The Waterboy,(1998),"['Comedy, Sport']",6.2,156081,['Frank Coraci '],"['Adam Sandler, Kathy Bates, Henry Winkler, Fairuza Balk']",['A waterboy for a college football team discovers he has a unique tackling ability and becomes a member of the team.'],$161.49M,PG-13
42,1943,Street Fighter,(1994),"['Action, Adventure, Comedy']",4.0,69738,['Steven E. de Souza '],"['Jean-Claude Van Damme, Raul Julia, Ming-Na Wen, Damian Chapa']",['Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.'],$33.42M,PG-13
43,1944,To Live and Die in L.A.,(1985),"['Action, Crime, Drama']",7.3,31929,['William Friedkin '],"['William Petersen, Willem Dafoe, John Pankow, Debra Feuer']",['A fearless Secret Service agent will stop at nothing to bring down the counterfeiter who killed his partner.'],$17.31M,R
44,1945,Pokémon Detective Pikachu,(2019),"['Action, Adventure, Comedy']",6.6,151521,['Rob Letterman '],"['Ryan Reynolds, Justice Smith, Kathryn Newton, Bill Nighy']","['In a world where people collect Pokémon to do battle, a boy comes across an intelligent talking Pikachu who seeks to be a detective.']",$144.11M,PG
45,1946,White Boy Rick,(2018),"['Crime, Drama']",6.5,34068,['Yann Demange '],"['Matthew McConaughey, Richie Merritt, Bel Powley, Jennifer Jason Leigh']","['The story of teenager Richard Wershe Jr., who became an undercover informant for the FBI during the 1980s and was ultimately arrested for drug-trafficking and sentenced to life in prison.']",$24.01M,R
46,1947,Accepted,(2006),['Comedy'],6.4,129277,['Steve Pink '],"['Justin Long, Jonah Hill, Blake Lively, Adam Herschman']","[""A high school slacker who's rejected by every school he applies to opts to create his own institution of higher learning, the South Harmon Institute of Technology, on a rundown piece of property near his hometown.""]",$36.32M,PG-13
47,1948,Transporter 2,(2005),"['Action, Crime, Thriller']",6.3,197764,['Louis Leterrier '],"['Jason Statham, Amber Valletta, Kate Nauta, Alessandro Gassmann']","['Transporter Frank Martin, surfaces in Miami, Florida and is implicated in the kidnapping of the young son of a powerful USA official.']",$43.10M,PG-13
48,1949,The Counselor,(2013),"['Crime, Drama, Thriller']",5.3,98914,['Ridley Scott '],"['Michael Fassbender, Penélope Cruz, Cameron Diaz, Javier Bardem']",['A lawyer finds himself in over his head when he gets involved in drug trafficking.'],$16.97M,R
49,1950,Basic Instinct 2,(2006),"['Drama, Mystery, Thriller']",4.4,38786,['Michael Caton-Jones '],"['Sharon Stone, David Morrissey, David Thewlis, Stan Collymore']","['Novelist Catherine Tramell is once again in trouble with the law, and Scotland Yard appoints psychiatrist Dr. Michael Glass to evaluate her. Though, like Detective Nick Curran before him, Glass is entranced by Tramell and lured into a seductive game.']",$5.97M,R
