,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
0,301,Beautiful Boy,(2018),"['Biography, Drama']",7.3,64201,['Felix van Groeningen '],"['Steve Carell, Maura Tierney, Jack Dylan Grazer, Oakley Bull']","['Based on the best-selling pair of memoirs from father and son David and Nic Sheff, Beautiful Boy chronicles the heartbreaking and inspiring experience of survival, relapse and recovery in a family coping with addiction over many years.']",$7.65M,R
1,302,Scary Stories to Tell in the Dark,(2019),"['Adventure, Horror, Mystery']",6.2,69978,['André Øvredal '],"['Zoe Margaret Colletti, Michael Garza, Gabriel Rush, Austin Abrams']","['On Halloween 1968, Stella and her two friends meet a mysterious drifter, Ramón, and uncover a sinister notebook of stories.']",$62.74M,PG-13
2,303,Spider-Man - Far from Home,(2019),"['Action, Adventure, Sci-Fi']",7.4,388630,['Jon Watts '],"['Tom Holland, Samuel L. Jackson, Jake Gyllenhaal, Marisa Tomei']","['Following the events of Avengers: Endgame (2019), Spider-Man must step up to take on new threats in a world that has changed forever.']",$390.53M,PG-13
3,304,The Devil All the Time,(2020),"['Crime, Drama, Thriller']",7.1,115151,['Antonio Campos '],"['Tom Holland, Bill Skarsgård, Riley Keough, Jason Clarke']",['Sinister characters converge around a young man devoted to protecting those he loves in a postwar backwoods town teeming with corruption and brutality.'],NA,R
4,305,Harry Potter and the Half-Blood Prince,(2009),"['Action, Adventure, Family']",7.6,503722,['David Yates '],"['Daniel Radcliffe, Emma Watson, Rupert Grint, Michael Gambon']","['As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort\'s dark past.']",$301.96M,PG
5,306,Taxi Driver,(1976),"['Crime, Drama']",8.2,767507,['Martin Scorsese '],"['Robert De Niro, Jodie Foster, Cybill Shepherd, Albert Brooks']","['A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action by attempting to liberate a presidential campaign worker and an underage prostitute.']",$28.26M,R
6,307,The Magnificent Seven,(2016),"['Action, Adventure, Western']",6.9,200877,['Antoine Fuqua '],"[""Denzel Washington, Chris Pratt, Ethan Hawke, Vincent D'Onofrio""]",['Seven gunmen from a variety of backgrounds are brought together by a vengeful young widow to protect her town from the private army of a destructive industrialist.'],$93.43M,PG-13
7,308,Shiddat,(2021),['Romance'],8.0,12234,['Kunal Deshmukh '],"['Sunny Kaushal, Radhika Madan, Mohit Raina, Diana Penty']","['Two parallel love stories, and how believing with all your heart achieves love.']",NA,NA
8,309,Pirates of the Caribbean - The Curse of the Black Pearl,(2003),"['Action, Adventure, Fantasy']",8.0,1050186,['Gore Verbinski '],"['Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley']","['Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor\'s daughter, from Jack\'s former pirate allies, who are now undead.']",$305.41M,PG-13
9,310,Love & Other Drugs,(2010),"['Comedy, Drama, Romance']",6.7,192461,['Edward Zwick '],"['Jake Gyllenhaal, Anne Hathaway, Judy Greer, Oliver Platt']","[""In 1990s Pittsburgh, a medicine peddler starts a relationship with a young woman suffering from Parkinson's disease.""]",$32.37M,R
