,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
19,370,L.A. Confidential,(1997),"['Crime, Drama, Mystery']",8.2,555159,['Curtis Hanson '],"['Kevin Spacey, Russell Crowe, Guy Pearce, Kim Basinger']","['As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.']",$64.62M,R
20,371,Ex Machina,(2014),"['Drama, Sci-Fi, Thriller']",7.7,506562,['Alex Garland '],"['Alicia Vikander, Domhnall Gleeson, Oscar Isaac, Sonoya Mizuno']",['A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.'],$25.44M,R
21,372,10 Things I Hate About You,(1999),"['Comedy, Drama, Romance']",7.3,316901,['Gil Junger '],"['Heath Ledger, Julia Stiles, Joseph Gordon-Levitt, Larisa Oleynik']","[""A pretty, popular teenager can't go out on a date until her ill-tempered older sister does.""]",$38.18M,PG-13
22,373,The Dead Don't Die,(2019),"['Comedy, Fantasy, Horror']",5.5,71431,['Jim Jarmusch '],"['Bill Murray, Adam Driver, Tom Waits, Chloë Sevigny']",['The peaceful town of Centerville finds itself battling a zombie horde as the dead start rising from their graves.'],$6.56M,R
23,374,Escape Room,(2019),"['Action, Adventure, Horror']",6.4,108776,['Adam Robitel '],"['Taylor Russell, Logan Miller, Jay Ellis, Tyler Labine']",['Six strangers find themselves in a maze of deadly mystery rooms and must use their wits to survive.'],$57.01M,PG-13
24,375,Mother!,(2017),"['Drama, Horror, Mystery']",6.6,207731,['Darren Aronofsky '],"['Jennifer Lawrence, Javier Bardem, Ed Harris, Michelle Pfeiffer']","[""A couple's relationship is tested when uninvited guests arrive at their home, disrupting their tranquil existence.""]",$17.80M,R
25,376,The Big Short,(2015),"['Biography, Comedy, Drama']",7.8,394717,['Adam McKay '],"['Christian Bale, Steve Carell, Ryan Gosling, Brad Pitt']","['In 2006-2007 a group of investors bet against the US mortgage market. In their research, they discover how flawed and corrupt the market is.']",$70.26M,R
26,377,The Big Lebowski,(1998),"['Comedy, Crime, Sport']",8.1,770716,"['Directors: Joel Coen, Ethan Coen ']","['Jeff Bridges, John Goodman, Julianne Moore, Steve Buscemi']","['Ultimate L.A. slacker Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for a rug ruined by debt collectors, enlisting his bowling buddies for help while trying to find the millionaire\'s missing wife.']",$17.50M,R
27,378,Zombieland - Double Tap,(2019),"['Action, Comedy, Horror']",6.7,163159,['Ruben Fleischer '],"['Woody Harrelson, Jesse Eisenberg, Emma Stone, Abigail Breslin']","['Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family.']",$26.80M,R
28,379,Raw,(2016),"['Drama, Horror']",7.0,68836,['Julia Ducournau '],"['Garance Marillier, Ella Rumpf, Rabah Nait Oufella, Laurent Lucas']","['A young woman, studying to be a vet, develops a craving for human flesh.']",$0.51M,R
29,380,Rosemary's Baby,(1968),"['Drama, Horror']",8.0,205581,['Roman Polanski '],"['Mia Farrow, John Cassavetes, Ruth Gordon, Sidney Blackmer']","['A young couple trying for a baby move into an aging, ornate apartment building on Central Park West, but find themselves surrounded by peculiar neighbors.']",NA,Approved
30,381,Moonrise Kingdom,(2012),"['Comedy, Drama, Romance']",7.8,333858,['Wes Anderson '],"['Jared Gilman, Kara Hayward, Bruce Willis, Bill Murray']","['A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.']",$45.51M,PG-13
31,382,Paranormal Activity,(2007),"['Horror, Mystery']",6.3,230140,['Oren Peli '],"['Katie Featherston, Micah Sloat, Mark Fredrichs, Amber Armstrong']","['After moving into a suburban home, a couple becomes increasingly disturbed by a nightly demonic presence.']",$107.92M,R
32,383,Thor,(2011),"['Action, Adventure, Fantasy']",7.0,789526,['Kenneth Branagh '],"['Chris Hemsworth, Anthony Hopkins, Natalie Portman, Tom Hiddleston']","['The powerful but arrogant god Thor is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders.']",$181.03M,PG-13
33,384,Dazed and Confused,(1993),['Comedy'],7.6,175079,['Richard Linklater '],"['Jason London, Wiley Wiggins, Matthew McConaughey, Rory Cochrane']",['The adventures of high school and junior high students on the last day of school in May 1976.'],$7.99M,R
34,385,Eternal Sunshine of the Spotless Mind,(2004),"['Drama, Romance, Sci-Fi']",8.3,954228,['Michel Gondry '],"['Jim Carrey, Kate Winslet, Tom Wilkinson, Gerry Robert Byrne']","['When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories.']",$34.40M,R
35,386,Scarface,(1983),"['Crime, Drama']",8.3,784382,['Brian De Palma '],"['Al Pacino, Michelle Pfeiffer, Steven Bauer, Mary Elizabeth Mastrantonio']","['In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.']",$45.60M,R
36,387,Intrusion,(2021),"['Drama, Thriller']",5.2,10933,['Adam Salky '],"['Freida Pinto, Logan Marshall-Green, Robert John Burke, Megan Elisabeth Kelly']","['A woman moves to a small town with her husband, but is rattled when she is targeted for a home invasion.']",NA,TV-14
37,388,Gods of Egypt,(2016),"['Action, Adventure, Fantasy']",5.4,112076,['Alex Proyas '],"['Brenton Thwaites, Nikolaj Coster-Waldau, Gerard Butler, Chadwick Boseman']","[""Mortal hero Bek teams with the god Horus in an alliance against Set, the merciless god of darkness, who has usurped Egypt's throne, plunging the once peaceful and prosperous empire into chaos and conflict.""]",$31.15M,PG-13
38,389,From Dusk Till Dawn,(1996),"['Action, Crime, Horror']",7.2,300354,['Robert Rodriguez '],"['Harvey Keitel, George Clooney, Juliette Lewis, Quentin Tarantino']","['Two criminals and their hostages unknowingly seek temporary refuge in a truck stop populated by vampires, with chaotic results.']",$25.75M,R
39,390,Hacksaw Ridge,(2016),"['Biography, Drama, History']",8.1,473511,['Mel Gibson '],"['Andrew Garfield, Sam Worthington, Luke Bracey, Teresa Palmer']","['World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.']",$67.21M,R
40,391,The Village,(2004),"['Drama, Mystery, Thriller']",6.5,252733,['M. Night Shyamalan '],"['Sigourney Weaver, William Hurt, Joaquin Phoenix, Bryce Dallas Howard']",['A series of events tests the beliefs of a small isolated countryside village.'],$114.20M,PG-13
41,392,Grown Ups,(2010),['Comedy'],6.0,238848,['Dennis Dugan '],"['Adam Sandler, Salma Hayek, Kevin James, Chris Rock']","['After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.']",$162.00M,PG-13
42,393,The Irishman,(2019),"['Biography, Crime, Drama']",7.8,355380,['Martin Scorsese '],"['Robert De Niro, Al Pacino, Joe Pesci, Harvey Keitel']",['Hitman Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family.'],$7.00M,R
43,394,Frankenstein,(1931),"['Drama, Horror, Sci-Fi']",7.8,69508,['James Whale '],"['Colin Clive, Mae Clarke, Boris Karloff, John Boles']",['Dr. Frankenstein dares to tamper with life and death by creating a human monster out of lifeless body parts.'],NA,Passed
44,395,The Godfather - Part II,(1974),"['Crime, Drama']",9.0,1191860,['Francis Ford Coppola '],"['Al Pacino, Robert De Niro, Robert Duvall, Diane Keaton']","['The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.']",$57.30M,R
45,396,Gerald's Game,(2017),"['Drama, Horror, Thriller']",6.5,100355,['Mike Flanagan '],"['Carla Gugino, Bruce Greenwood, Chiara Aurelia, Carel Struycken']","['A couple tries to spice up their marriage in a remote lake house. After the husband dies unexpectedly, the wife is left handcuffed to their bed frame and must fight to survive and break free.']",NA,TV-MA
46,397,Transformers,(2007),"['Action, Adventure, Sci-Fi']",7.0,615634,['Michael Bay '],"['Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson']","['An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager.']",$319.25M,PG-13
47,398,Con Air,(1997),"['Action, Crime, Thriller']",6.9,286955,['Simon West '],"['Nicolas Cage, John Cusack, John Malkovich, Colm Meaney']",['Newly paroled ex-con and former U.S. Ranger Cameron Poe finds himself trapped in a prisoner transport plane when the passengers seize control.'],$101.12M,R
48,399,E.T. the Extra-Terrestrial,(1982),"['Family, Sci-Fi']",7.8,389556,['Steven Spielberg '],"['Henry Thomas, Drew Barrymore, Peter Coyote, Dee Wallace']",['A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.'],$435.11M,PG
49,400,Annette,(2021),"['Drama, Musical, Romance']",6.4,11019,['Leos Carax '],"['Adam Driver, Marion Cotillard, Simon Helberg, Devyn McDowell']",['A stand-up comedian and his opera singer wife have a two-year-old daughter with a surprising gift.'],NA,R
