,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
0,51,Malignant,(2021),"['Crime, Horror, Mystery']",6.3,60641,['James Wan '],"['Annabelle Wallis, Maddie Hasson, George Young, Michole Briana White']","['Madison is paralyzed by shocking visions of grisly murders, and her torment worsens as she discovers that these waking dreams are in fact terrifying realities.']",NA,R
1,52,The Night House,(2020),"['Horror, Mystery, Thriller']",6.5,22644,['David Bruckner '],"['Rebecca Hall, Sarah Goldberg, Vondie Curtis-Hall, Evan Jonigkeit']","[""A widow begins to uncover her recently deceased husband's disturbing secrets.""]",NA,R
2,53,The Exorcist,(1973),['Horror'],8.0,380520,['William Friedkin '],"['Ellen Burstyn, Max von Sydow, Linda Blair, Lee J. Cobb']","['When a 12-year-old girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her.']",$232.91M,R
3,54,Interstellar,(2014),"['Adventure, Drama, Sci-Fi']",8.6,1636105,['Christopher Nolan '],"['Matthew McConaughey, Anne Hathaway, Jessica Chastain, Mackenzie Foy']","[""A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.""]",$188.02M,PG-13
4,55,Sooryavanshi,(2021),"['Action, Crime, Thriller']",6.2,24928,['Rohit Shetty '],"['Akshay Kumar, Katrina Kaif, Ajay Devgn, Ranveer Singh']","['Sooryavanshi traces the acts and serious antics of DCP Veer Sooryavanshi, the chief of the Anti-Terrorism Squad in India.']",NA,NA
5,56,Halloween II,(1981),['Horror'],6.5,84693,['Rick Rosenthal '],"['Jamie Lee Curtis, Donald Pleasence, Charles Cyphers, Jeffrey Kramer']","['While Dr. Loomis hunts for Michael Myers, a traumatized Laurie is rushed to Haddonfield Memorial Hospital, and The Shape is not far behind her.']",$25.53M,R
6,57,Knives Out,(2019),"['Comedy, Crime, Drama']",7.9,545746,['Rian Johnson '],"['Daniel Craig, Chris Evans, Ana de Armas, Jamie Lee Curtis']","['A detective investigates the death of a patriarch of an eccentric, combative family.']",$165.36M,PG-13
7,58,Hereditary,(2018),"['Drama, Horror, Mystery']",7.3,274737,['Ari Aster '],"['Toni Collette, Milly Shapiro, Gabriel Byrne, Alex Wolff']",['A grieving family is haunted by tragic and disturbing occurrences.'],$44.07M,R
8,59,The Conjuring - The Devil Made Me Do It,(2021),"['Horror, Mystery, Thriller']",6.3,92808,['Michael Chaves '],"[""Patrick Wilson, Vera Farmiga, Ruairi O'Connor, Sarah Catherine Hook""]",['The Warrens investigate a murder that may be linked to a demonic possession.'],NA,R
9,60,Six Degrees of Separation,(1993),"['Comedy, Drama, Mystery']",6.8,20518,['Fred Schepisi '],"['Will Smith, Stockard Channing, Donald Sutherland, Ian McKellen']","['An affluent New York City couple finds their lives touched, intruded upon, and compelled by a mysterious young black man who is never quite who he says he is.']",$6.41M,R
