,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
0,751,The Dreamers,(2003),"['Drama, Romance']",7.2,116877,['Bernardo Bertolucci '],"['Michael Pitt, Louis Garrel, Eva Green, Anna Chancellor']","[""A young American studying in Paris in 1968 strikes up a friendship with a French brother and sister. Set against the background of the '68 Paris student riots.""]",$2.53M,NC-17
1,752,The Lodge,(2019),"['Drama, Horror, Mystery']",6.1,40214,"['Directors: Severin Fiala, Veronika Franz ']","['Riley Keough, Jaeden Martell, Lia McHugh, Richard Armitage']","[""A soon-to-be stepmom is snowed in with her fiancé's two children at a remote holiday village. Just as relations begin to thaw between the trio, some strange and frightening events take place.""]",NA,R
2,753,Kingsman - The Golden Circle,(2017),"['Action, Adventure, Comedy']",6.7,295708,['Matthew Vaughn '],"['Taron Egerton, Colin Firth, Mark Strong, Channing Tatum']","[""After the Kingsman's headquarters are destroyed and the world is held hostage, an allied spy organisation in the United States is discovered. These two elite secret organisations must band together to defeat a common enemy.""]",$100.23M,R
3,754,American History X,(1998),['Drama'],8.5,1073061,['Tony Kaye '],"[""Edward Norton, Edward Furlong, Beverly D'Angelo, Jennifer Lien""]",['A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.'],$6.72M,R
4,755,The Mitchells vs the Machines,(2021),"['Animation, Adventure, Comedy']",7.7,78660,"['Directors: Michael Rianda, Jeff Rowe ']","['Abbi Jacobson, Danny McBride, Maya Rudolph, Michael Rianda']","[""A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope.""]",NA,PG
5,756,Alice in Wonderland,(2010),"['Adventure, Family, Fantasy']",6.4,398252,['Tim Burton '],"['Mia Wasikowska, Johnny Depp, Helena Bonham Carter, Anne Hathaway']","[""Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror.""]",$334.19M,PG
6,757,Suspiria,(1977),['Horror'],7.4,88067,['Dario Argento '],"['Jessica Harper, Stefania Casini, Flavio Bucci, Miguel Bosé']",['An American newcomer to a prestigious German ballet academy comes to realize that the school is a front for something sinister amid a series of grisly murders.'],NA,R
7,758,Happy Death Day,(2017),"['Comedy, Horror, Mystery']",6.6,130072,['Christopher Landon '],"['Jessica Rothe, Israel Broussard, Ruby Modine, Charles Aitken']","[""A college student must relive the day of her murder over and over again, in a loop that will end only when she discovers her killer's identity.""]",$55.68M,PG-13
8,759,Aladdin,(2019),"['Adventure, Comedy, Family']",6.9,247131,['Guy Ritchie '],"['Will Smith, Mena Massoud, Naomi Scott, Marwan Kenzari']",['A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.'],$355.56M,PG
9,760,A Nightmare on Elm Street 4 - The Dream Master,(1988),['Horror'],5.7,53614,['Renny Harlin '],"['Robert Englund, Rodney Eastman, John Beckman, Kisha Brackel']","['Freddy Krueger returns once again to terrorize the dreams of the remaining Dream Warriors, as well as those of a young woman who may be able to defeat him for good.']",$49.37M,R
10,761,Les Misérables,(2012),"['Drama, Musical, Romance']",7.6,319365,['Tom Hooper '],"['Hugh Jackman, Russell Crowe, Anne Hathaway, Amanda Seyfried']","[""In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever.""]",$148.81M,PG-13
11,762,The Old Guard,(2020),"['Action, Adventure, Fantasy']",6.7,148395,['Gina Prince-Bythewood '],"['Charlize Theron, KiKi Layne, Matthias Schoenaerts, Marwan Kenzari']",['A covert team of immortal mercenaries is suddenly exposed and must now fight to keep their identity a secret just as an unexpected new member is discovered.'],NA,R
12,763,Dead Poets Society,(1989),"['Comedy, Drama']",8.1,453218,['Peter Weir '],"['Robin Williams, Robert Sean Leonard, Ethan Hawke, Josh Charles']",['Maverick teacher John Keating uses poetry to embolden his boarding school students to new heights of self-expression.'],$95.86M,PG
13,764,Vivarium,(2019),"['Comedy, Horror, Mystery']",5.8,48948,['Lorcan Finnegan '],"['Imogen Poots, Danielle Ryan, Molly McCann, Jesse Eisenberg']",['A young couple looking for the perfect home find themselves trapped in a mysterious labyrinth-like neighborhood of identical houses.'],NA,R
14,765,Don Jon,(2013),"['Comedy, Drama, Romance']",6.5,234938,['Joseph Gordon-Levitt '],"['Joseph Gordon-Levitt, Scarlett Johansson, Julianne Moore, Tony Danza']","['A New Jersey guy dedicated to his family, friends, and church, develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love.']",$24.48M,R
15,766,Little Miss Sunshine,(2006),"['Comedy, Drama']",7.8,457320,"['Directors: Jonathan Dayton, Valerie Faris ']","['Steve Carell, Toni Collette, Greg Kinnear, Abigail Breslin']",['A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.'],$59.89M,R
16,767,The Girl on the Train,(2016),"['Crime, Drama, Mystery']",6.5,179820,['Tate Taylor '],"['Emily Blunt, Haley Bennett, Rebecca Ferguson, Justin Theroux']",['A divorcee becomes entangled in a missing persons investigation that promises to send shockwaves throughout her life.'],$75.40M,R
17,768,Tremors,(1990),"['Comedy, Horror']",7.1,130228,['Ron Underwood '],"['Kevin Bacon, Fred Ward, Finn Carter, Michael Gross']",['Natives of a small isolated town defend themselves against strange underground creatures which are killing them one by one.'],$16.67M,PG-13
18,769,Mamma Mia!,(2008),"['Comedy, Musical, Romance']",6.4,229498,['Phyllida Lloyd '],"['Meryl Streep, Pierce Brosnan, Amanda Seyfried, Stellan Skarsgård']",['The story of a bride-to-be trying to find her real father told using hit songs by the popular 1970s group ABBA.'],$144.13M,PG-13
19,770,The Sound of Music,(1965),"['Biography, Drama, Family']",8.0,217313,['Robert Wise '],"['Julie Andrews, Christopher Plummer, Eleanor Parker, Richard Haydn']",['A young novitiate is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.'],$163.21M,G
20,771,Creep,(2014),"['Horror, Thriller']",6.4,49076,['Patrick Brice '],"['Patrick Brice, Mark Duplass']","[""A young videographer answers an online ad for a one-day job in a remote town to record the last messages of a dying man. When he notices the man's odd behavior, he starts to question his intentions.""]",NA,R
21,772,The Wolf of Snow Hollow,(2020),"['Comedy, Horror, Mystery']",6.2,16204,['Jim Cummings '],"['Jim Cummings, Riki Lindhome, Robert Forster, Chloe East']","[""Terror grips a small mountain town as bodies are discovered after each full moon. Losing sleep, raising a teenage daughter, and caring for his ailing father, officer Marshall struggles to remind himself there's no such thing as werewolves.""]",NA,R
22,773,The Amityville Horror,(2005),['Horror'],6.0,109577,['Andrew Douglas '],"['Ryan Reynolds, Melissa George, Jimmy Bennett, Jesse James']",['Newlyweds are terrorized by demonic forces after moving into a large house that was the site of a grisly mass murder a year before.'],$65.23M,R
23,774,House of Wax,(2005),"['Horror, Thriller']",5.4,120659,['Jaume Collet-Serra '],"['Chad Michael Murray, Paris Hilton, Elisha Cuthbert, Brian Van Holt']",['A group of teens are unwittingly stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit.'],$32.06M,R
