,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
0,2051,Fanny and Alexander,(1982),['Drama'],8.1,61352,['Ingmar Bergman '],"['Bertil Guve, Pernilla Allwin, Kristina Adolphson, Börje Ahlstedt']","['Two young Swedish children in the 1900s experience the many comedies and tragedies of their lively and affectionate theatrical family, the Ekdahls.']",$4.97M,R
1,2052,Splash,(1984),"['Comedy, Fantasy, Romance']",6.3,74251,['Ron Howard '],"['Tom Hanks, Daryl Hannah, Eugene Levy, John Candy']","['A young man is reunited with a mermaid who saved him from drowning as a boy. He falls in love with her, not knowing who or what she is.']",$62.10M,PG
2,2053,Kiss Kiss Bang Bang,(2005),"['Comedy, Crime, Mystery']",7.5,221730,['Shane Black '],"['Robert Downey Jr., Val Kilmer, Michelle Monaghan, Corbin Bernsen']","['After being mistaken for an actor, a New York thief is sent to Hollywood to train under a private eye for a potential movie role, but the duo are thrown together with a struggling actress into a murder mystery.']",$4.24M,R
3,2054,Live Free or Die Hard,(2007),"['Action, Thriller']",7.1,397865,['Len Wiseman '],"['Bruce Willis, Justin Long, Timothy Olyphant, Maggie Q']",['John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C.'],$134.53M,PG-13
4,2055,Self-less,(2015),"['Action, Mystery, Sci-Fi']",6.5,95730,['Tarsem Singh '],"['Ryan Reynolds, Natalie Martinez, Matthew Goode, Ben Kingsley']","['A dying real estate mogul transfers his consciousness into a healthy young body, but soon finds that neither the procedure nor the company that performed it are quite what they seem.']",$12.28M,PG-13
5,2056,The Gift,(2015),"['Drama, Mystery, Thriller']",7.0,148696,['Joel Edgerton '],"['Jason Bateman, Rebecca Hall, Joel Edgerton, Allison Tolman']","['A married couple, Simon and Robyn, run into Gordo, an old classmate. Things take a turn when Gordo begins to drop in unannounced at their house and inundates them with mysterious gifts.']",$43.77M,R
6,2057,Skyscraper,(2018),"['Action, Adventure, Thriller']",5.8,115722,['Rawson Marshall Thurber '],"['Dwayne Johnson, Neve Campbell, Chin Han, Roland Møller']","['A security expert must infiltrate a burning skyscraper, 225 stories above ground, when his family is trapped inside by criminals.']",$68.42M,PG-13
7,2058,House of Wax,(2005),"['Horror, Thriller']",5.4,120704,['Jaume Collet-Serra '],"['Chad Michael Murray, Paris Hilton, Elisha Cuthbert, Brian Van Holt']",['A group of teens are unwittingly stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit.'],$32.06M,R
8,2059,What Happens in Vegas,(2008),"['Comedy, Romance']",6.1,171075,['Tom Vaughan '],"['Cameron Diaz, Ashton Kutcher, Rob Corddry, Lake Bell']","['A man and a woman are compelled, for legal reasons, to live life as a couple for a limited period of time. At stake is a large amount of money.']",$80.28M,PG-13
9,2060,The Dark and the Wicked,(2020),['Horror'],6.1,13756,['Bryan Bertino '],"['Marin Ireland, Michael Abbott Jr., Julie Oliver-Touchstone, Lynn Andrews']","['On a secluded farm in a nondescript rural town, a man is slowly dying. His family gathers to mourn, and soon a darkness grows, marked by waking nightmares and a growing sense that something evil is taking over the family.']",NA,Not Rated
10,2061,Ali,(2001),"['Biography, Drama, Sport']",6.8,96690,['Michael Mann '],"['Will Smith, Jamie Foxx, Jon Voight, Mario Van Peebles']","['A biography of sports legend Muhammad Ali, focusing on his triumphs and controversies between 1964 and 1974.']",$58.20M,R
11,2062,Billy Elliot,(2000),"['Drama, Music']",7.7,131207,['Stephen Daldry '],"['Jamie Bell, Julie Walters, Jean Heywood, Jamie Draven']",['A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.'],$22.00M,R
