,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
12,2063,The Last House on the Left,(2009),"['Horror, Thriller']",6.5,89706,['Dennis Iliadis '],"['Garret Dillahunt, Monica Potter, Tony Goldwyn, Michael Bowen']","['After kidnapping and brutally assaulting two young women, a gang unknowingly finds refuge at a vacation home belonging to the parents of one of the victims: a mother and father who devise an increasingly gruesome series of revenge tactics.']",$32.75M,R
13,2064,Teeth,(2007),"['Action, Comedy, Fantasy']",5.4,42997,['Mitchell Lichtenstein '],"['Jess Weixler, John Hensley, Josh Pais, Hale Appleman']","['Still a stranger to her own body, a high school student discovers she has a physical advantage when she becomes the object of male violence.']",$0.35M,R
14,2065,Commando,(1985),"['Action, Adventure, Thriller']",6.7,153805,['Mark L. Lester '],"['Arnold Schwarzenegger, Rae Dawn Chong, Dan Hedaya, Vernon Wells']","['A retired Special Forces colonel tries to save his daughter, who was abducted by his former subordinate.']",$35.10M,R
15,2066,Team America - World Police,(2004),"['Action, Comedy']",7.2,165077,['Trey Parker '],"['Trey Parker, Matt Stone, Elle Russ, Kristen Miller']","['Popular Broadway actor Gary Johnston is recruited by the elite counter-terrorism organization Team America: World Police. As the world begins to crumble around him, he must battle with terrorists, celebrities and falling in love.']",$32.79M,R
16,2067,The Night Clerk,(2020),"['Crime, Drama, Mystery']",5.6,13610,['Michael Cristofer '],"['Tye Sheridan, Ana de Armas, Helen Hunt, John Leguizamo']",['A voyeuristic hotel clerk becomes the subject of a murder investigation.'],NA,R
17,2068,"Dude, Where's My Car",(2000),"['Comedy, Mystery, Sci-Fi']",5.5,137578,['Danny Leiner '],"['Ashton Kutcher, Seann William Scott, Jennifer Garner, Marla Sokoloff']",['Two potheads wake up after a night of partying and cannot remember where they parked their car.'],$46.73M,PG-13
18,2069,Bad Teacher,(2011),"['Comedy, Romance']",5.6,198892,['Jake Kasdan '],"['Cameron Diaz, Jason Segel, Justin Timberlake, Lucy Punch']","['A lazy, incompetent middle school teacher who hates her job, her students, and her co-workers is forced to return to teaching to make enough money for breast implants after her wealthy fiancé dumps her.']",$100.29M,R
19,2070,Friday the 13th - A New Beginning,(1985),"['Horror, Mystery, Thriller']",4.8,36920,['Danny Steinmann '],"['Melanie Kinnaman, John Shepherd, Anthony Barrile, Suzanne Bateman']","['Still haunted by his past, Tommy Jarvis, who, as a child, killed Jason Voorhees, is sent to a secluded halfway house in the countryside, where the killing of a young man triggers a brutal series of murders in the area.']",$21.93M,R
20,2071,Lost in Space,(1998),"['Action, Adventure, Family']",5.2,71035,['Stephen Hopkins '],"['Gary Oldman, William Hurt, Matt LeBlanc, Mimi Rogers']",['The Robinson family was going into space to fight for a chance for humanity. Now they are fighting to live long enough to find a way home.'],$69.12M,PG-13
21,2072,Home Again,(2017),"['Comedy, Drama, Romance']",5.8,30888,['Hallie Meyers-Shyer '],"['Reese Witherspoon, Michael Sheen, Candice Bergen, Pico Alexander']",['Life for a single mom in Los Angeles takes an unexpected turn when she allows three young guys to move in with her.'],$27.02M,PG-13
22,2073,Don't Look Now,(1973),"['Drama, Horror, Mystery']",7.2,53506,['Nicolas Roeg '],"['Julie Christie, Donald Sutherland, Hilary Mason, Clelia Matania']","['A married couple grieving the recent death of their young daughter are in Venice when they encounter two elderly sisters, one of whom is psychic and brings a warning from beyond.']",$0.98M,R
23,2074,Mystic Pizza,(1988),"['Comedy, Drama, Romance']",6.3,28076,['Donald Petrie '],"[""Annabeth Gish, Julia Roberts, Lili Taylor, Vincent D'Onofrio""]",['Three teenage girls come of age while working at a pizza parlor in the Connecticut town of Mystic.'],$12.79M,R
24,2075,Guys and Dolls,(1955),"['Comedy, Crime, Musical']",7.2,16864,['Joseph L. Mankiewicz '],"['Marlon Brando, Jean Simmons, Frank Sinatra, Vivian Blaine']","['In New York, a gambler is challenged to take a cold female missionary to Havana, but they fall for each other, and the bet has a hidden motive to finance a crap game.']",$13.00M,Not Rated
25,2076,Michael Clayton,(2007),"['Crime, Drama, Mystery']",7.2,161162,['Tony Gilroy '],"[""George Clooney, Tilda Swinton, Tom Wilkinson, Michael O'Keefe""]","['A law firm brings in its ""fixer"" to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multibillion-dollar class action suit.']",$49.03M,R
26,2077,Hillbilly Elegy,(2020),['Drama'],6.7,39065,['Ron Howard '],"['Amy Adams, Glenn Close, Gabriel Basso, Haley Bennett']","['An urgent phone call pulls a Yale Law student back to his Ohio hometown, where he reflects on three generations of family history and his own future.']",NA,R
27,2078,RED 2,(2013),"['Action, Adventure, Comedy']",6.6,166152,['Dean Parisot '],"['Bruce Willis, Helen Mirren, John Malkovich, Anthony Hopkins']",['Retired CIA agent Frank Moses reunites his unlikely team of elite operatives for a global quest to track down a missing portable nuclear device.'],$53.26M,PG-13
28,2079,All the Right Moves,(1983),"['Drama, Romance, Sport']",6.0,17935,['Michael Chapman '],"['Tom Cruise, Lea Thompson, Craig T. Nelson, Charles Cioffi']",['An ambitious young football star is trapped in a dying mill town--unless his gridiron skills can win him a way out.'],$17.23M,R
29,2080,Philadelphia,(1993),['Drama'],7.7,233350,['Jonathan Demme '],"['Tom Hanks, Denzel Washington, Roberta Maxwell, Buzz Kilman']","['When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit.']",$77.32M,PG-13
30,2081,Bellbottom,(2021),"['Action, Thriller']",6.2,19508,['Ranjit Tewari '],"['Akshay Kumar, Huma Qureshi, Vaani Kapoor, Lara Dutta']","['When an Indian commercial airliner is hijacked by terrorists in the mid 1980s, a government agent is tasked with rescuing the 210 hostages.']",NA,NA
31,2082,Host,(2020),"['Horror, Mystery']",6.5,24972,['Rob Savage '],"['Haley Bishop, Jemma Moore, Emma Louise Webb, Radina Drandova']","['Six friends hire a medium to hold a seance via Zoom during lockdown, but they get far more than they bargained for as things quickly go wrong.']",NA,Not Rated
32,2083,Tarzan,(1999),"['Animation, Adventure, Comedy']",7.3,214312,"['Directors: Chris Buck, Kevin Lima ']","['Tony Goldwyn, Minnie Driver, Brian Blessed, Glenn Close']",['A man raised by gorillas must decide where he really belongs when he discovers he is a human.'],$171.09M,G
33,2084,The Glass Castle,(2017),"['Biography, Drama']",7.1,32095,['Destin Daniel Cretton '],"['Brie Larson, Woody Harrelson, Naomi Watts, Ella Anderson']","[""A young girl comes of age in a dysfunctional family of nonconformist nomads with a mother who's an eccentric artist and an alcoholic father who would stir the children's imagination with hope as a distraction to their poverty.""]",$17.27M,PG-13
34,2085,Rambo,(2008),"['Action, Adventure, Thriller']",7.0,225224,['Sylvester Stallone '],"['Sylvester Stallone, Julie Benz, Matthew Marsden, Graham McTavish']","['In Thailand, John Rambo joins a group of mercenaries to venture into war-torn Burma, and rescue a group of Christian aid workers who were kidnapped by the ruthless local infantry unit.']",$42.75M,R
35,2086,Sex Tape,(2014),"['Comedy, Romance']",5.1,110438,['Jake Kasdan '],"['Jason Segel, Cameron Diaz, Rob Corddry, Ellie Kemper']","['A married couple wake up to discover that the sex tape they made the evening before has gone missing, leading to a frantic search for its whereabouts.']",$38.54M,R
36,2087,The Descendants,(2011),"['Comedy, Drama']",7.3,237472,['Alexander Payne '],"['George Clooney, Shailene Woodley, Amara Miller, Nick Krause']",['A land baron tries to reconnect with his two daughters after his wife is seriously injured in a boating accident.'],$82.58M,R
37,2088,Shanghai Noon,(2000),"['Action, Adventure, Comedy']",6.6,123920,['Tom Dey '],"['Jackie Chan, Owen Wilson, Lucy Liu, Brandon Merrill']","['A Chinese man travels to the Wild West to rescue a kidnapped Princess. After teaming up with a train robber, the unlikely duo takes on a Chinese traitor and his corrupt boss.']",$56.94M,PG-13
38,2089,Treasure Planet,(2002),"['Animation, Adventure, Family']",7.2,110644,"['Directors: Ron Clements, John Musker ']","['Joseph Gordon-Levitt, Emma Thompson, Martin Short, Roscoe Lee Browne']","['A Disney animated version of ""Treasure Island"". The only difference is that this movie is set in outer space with alien worlds and other galactic wonders.']",$38.18M,PG
39,2090,The Upside,(2017),"['Comedy, Drama']",7.0,52771,['Neil Burger '],"['Kevin Hart, Bryan Cranston, Nicole Kidman, Aja Naomi King']","[""A comedic look at the relationship between a wealthy man with quadriplegia and an unemployed man with a criminal record who's hired to help him.""]",$108.25M,PG-13
40,2091,Paddington,(2014),"['Animation, Adventure, Comedy']",7.3,106290,['Paul King '],"['Hugh Bonneville, Sally Hawkins, Julie Walters, Jim Broadbent']","['A young Peruvian bear travels to London in search of a home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family, who offer him a temporary haven.']",$76.27M,PG
41,2092,Midnight Express,(1978),"['Biography, Crime, Drama']",7.6,77142,['Alan Parker '],"['Brad Davis, Irene Miracle, Bo Hopkins, Paolo Bonacelli']","['Billy Hayes, an American college student, is caught smuggling drugs out of Turkey and thrown into prison.']",$35.00M,R
42,2093,Shrek the Third,(2007),"['Animation, Adventure, Comedy']",6.1,293240,"['Directors: Chris Miller, Raman Hui ']","['Mike Myers, Cameron Diaz, Eddie Murphy, Antonio Banderas']","[""Reluctantly designated as the heir to the land of Far, Far Away, Shrek hatches a plan to install the rebellious Artie as the new king while Princess Fiona tries to fend off a coup d'état by the jilted Prince Charming.""]",$320.71M,PG
43,2094,Terminator Salvation,(2009),"['Action, Sci-Fi']",6.5,352430,['McG '],"['Christian Bale, Sam Worthington, Anton Yelchin, Moon Bloodgood']","['In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?']",$125.32M,PG-13
44,2095,Tag,(2018),"['Action, Comedy']",6.5,125431,['Jeff Tomsic '],"['Jeremy Renner, Ed Helms, Jake Johnson, Jon Hamm']","['A small group of former classmates organize an elaborate, annual game of tag that requires some to travel all over the country.']",$54.55M,R
45,2096,Extremely Loud & Incredibly Close,(2011),"['Adventure, Drama, Mystery']",6.9,100091,['Stephen Daldry '],"['Thomas Horn, Tom Hanks, Sandra Bullock, Max von Sydow']","['A nine-year-old amateur inventor, Francophile, and pacifist searches New York City for the lock that matches a mysterious key left behind by his father, who died in the World Trade Center on September 11, 2001.']",$31.85M,PG-13
46,2097,Funny Games,(2007),"['Crime, Drama, Thriller']",6.6,94352,['Michael Haneke '],"['Naomi Watts, Tim Roth, Michael Pitt, Brady Corbet']",['Two psychopathic young men take a family hostage in their cabin.'],$1.29M,R
47,2098,Grandma's Boy,(2006),['Comedy'],7.0,80754,['Nicholaus Goossen '],"['Allen Covert, Linda Cardellini, Shirley Jones, Peter Dante']",['A thirty-five-year-old video game tester has to move in with his grandma and her two old lady roommates.'],$6.09M,R
48,2099,High Plains Drifter,(1973),"['Drama, Mystery, Western']",7.5,52955,['Clint Eastwood '],"['Clint Eastwood, Verna Bloom, Marianna Hill, Mitchell Ryan']",['A gun-fighting stranger comes to the small settlement of Lago and is hired to bring the townsfolk together in an attempt to hold off three outlaws who are on their way.'],$15.70M,R
49,2100,Flipped,(2010),"['Comedy, Drama, Romance']",7.7,87031,['Rob Reiner '],"['Madeline Carroll, Callan McAuliffe, Rebecca De Mornay, Anthony Edwards']",['Two eighth-graders start to have feelings for each other despite being total opposites.'],$1.75M,PG
