,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
0,451,The Hunt,(2020),"['Action, Horror, Thriller']",6.5,91705,['Craig Zobel '],"['Betty Gilpin, Hilary Swank, Ike Barinholtz, Wayne Duvall']","[""Twelve strangers wake up in a clearing. They don't know where they are, or how they got there. They don't know they've been chosen - for a very specific purpose - The Hunt.""]",NA,R
1,452,Orphan,(2009),"['Horror, Mystery, Thriller']",7.0,205185,['Jaume Collet-Serra '],"['Vera Farmiga, Peter Sarsgaard, Isabelle Fuhrman, CCH Pounder']",['A husband and wife who recently lost their baby adopt a 9-year-old girl who is not nearly as innocent as she appears.'],$41.60M,R
2,453,Goosebumps 2 - Haunted Halloween,(2018),"['Animation, Adventure, Comedy']",5.6,19841,['Ari Sandel '],"['Wendi McLendon-Covey, Madison Iseman, Jeremy Ray Taylor, Caleel Harris']","[""Two young friends find a magic book that brings a ventriloquist's dummy to life.""]",$46.70M,PG
3,454,Kingsman - The Secret Service,(2014),"['Action, Adventure, Comedy']",7.7,621243,['Matthew Vaughn '],"['Colin Firth, Taron Egerton, Samuel L. Jackson, Michael Caine']","[""A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius.""]",$128.26M,R
4,455,Batman,(1989),"['Action, Adventure']",7.5,354300,['Tim Burton '],"['Michael Keaton, Jack Nicholson, Kim Basinger, Robert Wuhl']","['The Dark Knight of Gotham City begins his war on crime with his first major enemy being Jack Napier, a criminal who becomes the clownishly homicidal Joker.']",$251.19M,PG-13
5,456,Transformers - The Last Knight,(2017),"['Action, Adventure, Sci-Fi']",5.2,143609,['Michael Bay '],"['Mark Wahlberg, Anthony Hopkins, Josh Duhamel, Laura Haddock']","[""A deadly threat from Earth's history reappears and a hunt for a lost artifact takes place between Autobots and Decepticons, while Optimus Prime encounters his creator in space.""]",$130.17M,PG-13
6,457,Mulholland Drive,(2001),"['Drama, Mystery, Thriller']",7.9,339664,['David Lynch '],"['Naomi Watts, Laura Harring, Justin Theroux, Jeanne Bates']","['After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.']",$7.22M,R
7,458,Die Another Day,(2002),"['Action, Adventure, Thriller']",6.1,213314,['Lee Tamahori '],"['Pierce Brosnan, Halle Berry, Rosamund Pike, Toby Stephens']","['James Bond is sent to investigate the connection between a North Korean terrorist and a diamond mogul, who is funding the development of an international space weapon.']",$160.94M,PG-13
8,459,Zootopia,(2016),"['Animation, Adventure, Comedy']",8.0,462418,"['Directors: Byron Howard, Rich Moore, Jared Bush ']","['Ginnifer Goodwin, Jason Bateman, Idris Elba, Jenny Slate']","['In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.']",$341.27M,PG
9,460,Fantastic Beasts and Where to Find Them,(2016),"['Adventure, Family, Fantasy']",7.3,431538,['David Yates '],"['Eddie Redmayne, Katherine Waterston, Alison Sudol, Dan Fogler']","[""The adventures of writer Newt Scamander in New York's secret community of witches and wizards seventy years before Harry Potter reads his book in school.""]",$234.04M,PG-13
10,461,Knock Knock,(2015),"['Drama, Thriller']",4.9,89660,['Eli Roth '],"['Keanu Reeves, Lorenza Izzo, Ana de Armas, Aaron Burns']","['A devoted father helps two stranded young women who knock on his door, but his kind gesture turns into a dangerous seduction and a deadly game of cat and mouse.']",$0.04M,R
11,462,The Fog,(1980),"['Horror, Thriller']",6.8,70093,['John Carpenter '],"['Adrienne Barbeau, Jamie Lee Curtis, Janet Leigh, John Houseman']",['An unearthly fog rolls into a small coastal town exactly 100 years after a ship mysteriously sank in its waters.'],$21.38M,R
12,463,One Flew Over the Cuckoo's Nest,(1975),['Drama'],8.7,959555,['Milos Forman '],"['Jack Nicholson, Louise Fletcher, Michael Berryman, Peter Brocco']","['A criminal pleads insanity and is admitted to a mental institution, where he rebels against the oppressive nurse and rallies up the scared patients.']",$112.00M,R
13,464,Guardians of the Galaxy Vol. 2,(2017),"['Action, Adventure, Comedy']",7.6,617524,['James Gunn '],"['Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel']","[""The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.""]",$389.81M,PG-13
14,465,Possession,(1981),"['Drama, Horror']",7.4,28831,['Andrzej Zulawski '],"['Isabelle Adjani, Sam Neill, Margit Carstensen, Heinz Bennent']",['A woman starts exhibiting increasingly disturbing behavior after asking her husband for a divorce. Suspicions of infidelity soon give way to something much more sinister.'],$1.11M,R
15,466,The Breakfast Club,(1985),"['Comedy, Drama']",7.8,374771,['John Hughes '],"['Emilio Estevez, Judd Nelson, Molly Ringwald, Ally Sheedy']",['Five high school students meet in Saturday detention and discover how they have a lot more in common than they thought.'],$45.88M,R
16,467,Braveheart,(1995),"['Biography, Drama, History']",8.3,993564,['Mel Gibson '],"['Mel Gibson, Sophie Marceau, Patrick McGoohan, Angus Macfadyen']",['Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.'],$75.60M,R
17,468,Spirited Away,(2001),"['Animation, Adventure, Family']",8.6,700775,['Hayao Miyazaki '],"['Daveigh Chase, Suzanne Pleshette, Miyu Irino, Rumi Hiiragi']","[""During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts.""]",$10.06M,PG
18,469,Logan,(2017),"['Action, Drama, Sci-Fi']",8.1,695574,['James Mangold '],"['Hugh Jackman, Patrick Stewart, Dafne Keen, Boyd Holbrook']","['In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.']",$226.28M,R
19,470,Martyrs,(2008),['Horror'],7.1,88749,['Pascal Laugier '],"['Morjana Alaoui, Mylène Jampanoï, Catherine Bégin, Robert Toupin']","[""A young woman's quest for revenge against the people who kidnapped and tormented her as a child leads her and a friend, who is also a victim of child abuse, on a terrifying journey into a living hell of depravity.""]",NA,R
20,471,Star Wars - Episode I - The Phantom Menace,(1999),"['Action, Adventure, Fantasy']",6.5,760253,['George Lucas '],"['Ewan McGregor, Liam Neeson, Natalie Portman, Jake Lloyd']","['Two Jedi escape a hostile blockade to find allies and come across a young boy who may bring balance to the Force, but the long dormant Sith resurface to claim their original glory.']",$474.54M,PG
21,472,The Fly,(1986),"['Drama, Horror, Sci-Fi']",7.6,170279,['David Cronenberg '],"['Jeff Goldblum, Geena Davis, John Getz, Joy Boushel']",['A brilliant but eccentric scientist begins to transform into a giant man/fly hybrid after one of his experiments goes horribly wrong.'],$40.46M,R
22,473,The Social Network,(2010),"['Biography, Drama']",7.7,659566,['David Fincher '],"['Jesse Eisenberg, Andrew Garfield, Justin Timberlake, Rooney Mara']","['As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea, and by the co-founder who was later squeezed out of the business.']",$96.96M,PG-13
23,474,Alita - Battle Angel,(2019),"['Action, Adventure, Sci-Fi']",7.3,249557,['Robert Rodriguez '],"['Rosa Salazar, Christoph Waltz, Jennifer Connelly, Mahershala Ali']","[""A deactivated cyborg's revived, but can't remember anything of her past and goes on a quest to find out who she is.""]",$85.71M,PG-13
24,475,World War Z,(2013),"['Action, Adventure, Horror']",7.0,630288,['Marc Forster '],"['Brad Pitt, Mireille Enos, Daniella Kertesz, James Badge Dale']",['Former United Nations employee Gerry Lane traverses the world in a race against time to stop a zombie pandemic that is toppling armies and governments and threatens to destroy humanity itself.'],$202.36M,PG-13
25,476,Doctor Strange,(2016),"['Action, Adventure, Fantasy']",7.5,652410,['Scott Derrickson '],"['Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong']","['While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.']",$232.64M,PG-13
26,477,Charlie and the Chocolate Factory,(2005),"['Adventure, Comedy, Family']",6.6,450729,['Tim Burton '],"['Johnny Depp, Freddie Highmore, David Kelly, Helena Bonham Carter']","[""A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.""]",$206.46M,PG
