,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
0,1701,Mama,(2013),"['Fantasy, Horror, Thriller']",6.2,175598,['Andy Muschietti '],"['Jessica Chastain, Nikolaj Coster-Waldau, Megan Charpentier, Isabelle Nélisse']","['After a young couple take in their two nieces, they suspect that a supernatural spirit named Mama has latched onto their family.']",$71.63M,PG-13
1,1702,Knocked Up,(2007),"['Comedy, Romance']",6.9,360281,['Judd Apatow '],"['Seth Rogen, Katherine Heigl, Paul Rudd, Leslie Mann']","[""For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child.""]",$148.73M,R
2,1703,Upgrade,(2018),"['Action, Sci-Fi, Thriller']",7.5,173913,['Leigh Whannell '],"['Logan Marshall-Green, Melanie Vallejo, Steve Danielsen, Abby Craden']","['Set in the near-future, technology controls nearly all aspects of life. But when the world of Grey, a self-labeled technophobe, is turned upside down, his only hope for revenge is an experimental computer chip implant.']",$11.98M,R
3,1704,Crooked House,(2017),"['Crime, Drama, Mystery']",6.3,21715,['Gilles Paquet-Brenner '],"['Max Irons, Stefanie Martini, Glenn Close, Honor Kneafsey']","[""In Agatha Christie's most twisted tale, a spy-turned-private-detective is lured by his former lover to catch her grandfather's murderer before Scotland Yard exposes dark family secrets.""]",NA,PG-13
4,1705,Falling Down,(1993),"['Action, Crime, Drama']",7.6,181399,['Joel Schumacher '],"['Michael Douglas, Robert Duvall, Barbara Hershey, Rachel Ticotin']",['An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.'],$40.90M,R
5,1706,G.I. Joe - The Rise of Cobra,(2009),"['Action, Adventure, Sci-Fi']",5.8,205276,['Stephen Sommers '],"['Dennis Quaid, Channing Tatum, Marlon Wayans, Adewale Akinnuoye-Agbaje']","['An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer.']",$152.27M,PG-13
6,1707,Papillon,(1973),"['Biography, Crime, Drama']",8.0,126947,['Franklin J. Schaffner '],"['Steve McQueen, Dustin Hoffman, Victor Jory, Don Gordon']","[""A French convict in the 1930s befriends a fellow criminal as the two of them begin serving their sentence in the South American penal colony on Devil's Island, which inspires the man to plot his escape.""]",$53.27M,R
7,1708,The Tourist,(2010),"['Action, Thriller']",6.0,234103,['Florian Henckel von Donnersmarck '],"['Johnny Depp, Angelina Jolie, Paul Bettany, Timothy Dalton']","['Revolves around Frank, an American tourist visiting Italy to mend a broken heart. Elise is an extraordinary woman who deliberately crosses his path.']",$67.63M,PG-13
8,1709,Leatherface,(2017),"['Crime, Horror, Thriller']",5.0,21832,"['Directors: Alexandre Bustillo, Julien Maury ']","['Stephen Dorff, Lili Taylor, Sam Strike, Vanessa Grasse']","['A teenage Leatherface escapes from a mental hospital with three other inmates, kidnapping a young nurse and taking her on a road trip from hell, while being pursued by a lawman out for revenge.']",NA,R
9,1710,Dracula Untold,(2014),"['Action, Drama, Fantasy']",6.3,187893,['Gary Shore '],"['Luke Evans, Dominic Cooper, Sarah Gadon, Art Parkinson']","['As his kingdom is being threatened by the Turks, young prince Vlad Tepes must become a monster feared by his own people in order to obtain the power needed to protect his own family, and the families of his kingdom.']",$56.28M,PG-13
