,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
0,201,A Clockwork Orange,(1971),"['Crime, Drama, Sci-Fi']",8.3,790473,['Stanley Kubrick '],"['Malcolm McDowell, Patrick Magee, Michael Bates, Warren Clarke']","[""In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.""]",$6.21M,R
1,202,Ready Player One,(2018),"['Action, Adventure, Sci-Fi']",7.4,401985,['Steven Spielberg '],"['Tye Sheridan, Olivia Cooke, Ben Mendelsohn, Lena Waithe']","['When the creator of a virtual reality called the OASIS dies, he makes a posthumous challenge to all OASIS users to find his Easter Egg, which will give the finder his fortune and control of his world.']",$137.69M,PG-13
2,203,A Nightmare on Elm Street,(2010),"['Crime, Drama, Horror']",5.2,97093,['Samuel Bayer '],"['Jackie Earle Haley, Rooney Mara, Kyle Gallner, Katie Cassidy']","['The spectre of a disfigured man haunts the children of the parents who murdered him, stalking and killing them in their dreams.']",$63.08M,R
3,204,The Crow,(1994),"['Action, Fantasy, Thriller']",7.6,175336,['Alex Proyas '],"['Brandon Lee, Michael Wincott, Rochelle Davis, Ernie Hudson']","[""A man brutally murdered comes back to life as an undead avenger of his and his fiancée's murder.""]",$50.69M,R
4,205,Halloween - Resurrection,(2002),"['Horror, Thriller']",4.0,41561,['Rick Rosenthal '],"['Jamie Lee Curtis, Busta Rhymes, Brad Loree, Bianca Kajlich']","['Three years after he last terrorized his sister, Michael Myers confronts her again, before traveling to Haddonfield to deal with the cast and crew of a reality show which is being broadcast from his old home.']",$30.35M,R
5,206,Us,(2019),"['Horror, Mystery, Thriller']",6.8,261186,['Jordan Peele '],"[""Lupita Nyong'o, Winston Duke, Elisabeth Moss, Tim Heidecker""]","[""A family's serene beach vacation turns to chaos when their doppelgängers appear and begin to terrorize them.""]",$175.08M,R
6,207,Coraline,(2009),"['Animation, Drama, Family']",7.7,211499,['Henry Selick '],"['Dakota Fanning, Teri Hatcher, John Hodgman, Jennifer Saunders']","['An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.']",$75.29M,PG
7,208,The Princess Bride,(1987),"['Adventure, Family, Fantasy']",8.1,410988,['Rob Reiner '],"['Cary Elwes, Mandy Patinkin, Robin Wright, Chris Sarandon']","[""While homesick in bed, a young boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.""]",$30.86M,PG
8,209,It Follows,(2014),"['Horror, Mystery, Thriller']",6.8,225026,['David Robert Mitchell '],"['Maika Monroe, Keir Gilchrist, Olivia Luccardi, Lili Sepe']",['A young woman is followed by an unknown supernatural force after a sexual encounter.'],$14.67M,R
9,210,No Sudden Move,(2021),"['Crime, Drama, Mystery']",6.5,24980,['Steven Soderbergh '],"['Don Cheadle, Benicio Del Toro, David Harbour, Jon Hamm']","[""A group of criminals are brought together under mysterious circumstances and have to work together to uncover what's really going on when their simple job goes completely sideways.""]",NA,R
10,211,Quantum of Solace,(2008),"['Action, Adventure, Thriller']",6.6,429329,['Marc Forster '],"['Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench']","[""James Bond descends into mystery as he tries to stop a mysterious organisation from eliminating a country's most valuable resource.""]",$168.37M,PG-13
11,212,Suspiria,(2018),"['Drama, Fantasy, Horror']",6.8,69722,['Luca Guadagnino '],"['Chloë Grace Moretz, Tilda Swinton, Doris Hick, Malgorzata Bela']","['A darkness swirls at the center of a world-renowned dance company, one that will engulf the artistic director, an ambitious young dancer, and a grieving psychotherapist. Some will succumb to the nightmare. Others will finally wake up.']",$2.47M,R
12,213,The Ring,(2002),"['Horror, Mystery']",7.1,335415,['Gore Verbinski '],"['Naomi Watts, Martin Henderson, Brian Cox, David Dorfman']",['A journalist must investigate a mysterious videotape which seems to cause the death of anyone one week to the day after they view it.'],$129.13M,PG-13
13,214,Willy's Wonderland,(2021),"['Action, Comedy, Horror']",5.5,22313,['Kevin Lewis '],"['Nicolas Cage, Emily Tosta, Beth Grant, Ric Reitz']","[""A quiet drifter is tricked into a janitorial job at the now condemned Willy's Wonderland. The mundane tasks suddenly become an all-out fight for survival against wave after wave of demonic animatronics. Fists fly, kicks land, titans clash -- and only one side will make it out alive.""]",NA,TV-MA
14,215,A Nightmare on Elm Street 3 - Dream Warriors,(1987),"['Fantasy, Horror']",6.6,77039,['Chuck Russell '],"['Heather Langenkamp, Robert Englund, Craig Wasson, Patricia Arquette']",['A psychiatrist familiar with knife-wielding dream demon Freddy Krueger helps teens at a mental hospital battle the killer who is invading their dreams.'],$44.79M,R
15,216,The Conjuring 2,(2016),"['Horror, Mystery, Thriller']",7.3,251995,['James Wan '],"[""Vera Farmiga, Patrick Wilson, Madison Wolfe, Frances O'Connor""]",['Ed and Lorraine Warren travel to North London to help a single mother raising four children alone in a house plagued by a supernatural spirit.'],$102.47M,R
16,217,Jaws,(1975),"['Adventure, Thriller']",8.0,568373,['Steven Spielberg '],"['Roy Scheider, Robert Shaw, Richard Dreyfuss, Lorraine Gary']","[""When a killer shark unleashes chaos on beach community off Long Island, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.""]",$260.00M,PG
17,218,Enemy,(2013),"['Drama, Mystery, Thriller']",6.9,181415,['Denis Villeneuve '],"['Jake Gyllenhaal, Mélanie Laurent, Sarah Gadon, Isabella Rossellini']",['A man seeks out his exact look-alike after spotting him in a movie.'],$1.01M,R
18,219,The Witches,(1990),"['Adventure, Comedy, Family']",6.9,47683,['Nicolas Roeg '],"['Anjelica Huston, Mai Zetterling, Jasen Fisher, Rowan Atkinson']","['A young boy stumbles onto a witch convention and must stop them, even after he has been turned into a mouse.']",$10.36M,PG
19,220,The Lost Boys,(1987),"['Comedy, Horror']",7.3,133703,['Joel Schumacher '],"['Jason Patric, Corey Haim, Dianne Wiest, Barnard Hughes']","['After moving to a new town, two brothers discover that the area is a haven for vampires.']",$32.22M,R
20,221,Godzilla vs. Kong,(2021),"['Action, Sci-Fi, Thriller']",6.4,179453,['Adam Wingard '],"['Alexander Skarsgård, Millie Bobby Brown, Rebecca Hall, Brian Tyree Henry']",['The epic next chapter in the cinematic Monsterverse pits two of the greatest icons in motion picture history against one another - the fearsome Godzilla and the mighty Kong - with humanity caught in the balance.'],$100.56M,PG-13
21,222,Voyagers,(2021),"['Adventure, Sci-Fi, Thriller']",5.4,14726,['Neil Burger '],"['Colin Farrell, Tye Sheridan, Lily-Rose Depp, Fionn Whitehead']","['A crew of astronauts on a multi-generational mission descend into paranoia and madness, not knowing what is real or not.']",NA,PG-13
22,223,The Texas Chain Saw Massacre,(1974),['Horror'],7.5,148759,['Tobe Hooper '],"['Marilyn Burns, Edwin Neal, Allen Danziger, Paul A. Partain']","['Five friends head out to rural Texas to visit the grave of a grandfather. On the way they stumble across what appears to be a deserted house, only to discover something sinister within. Something armed with a chainsaw.']",$30.86M,R
23,224,We're the Millers,(2013),"['Comedy, Crime']",7.0,425947,['Rawson Marshall Thurber '],"['Jason Sudeikis, Jennifer Aniston, Emma Roberts, Ed Helms']",['A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.'],$150.39M,R
24,225,Freaky,(2020),"['Comedy, Horror, Thriller']",6.4,46731,['Christopher Landon '],"[""Vince Vaughn, Kathryn Newton, Celeste O'Connor, Misha Osherovich""]","['After swapping bodies with a deranged serial killer, a young girl in high school discovers she has less than 24 hours before the change becomes permanent.']",NA,R
25,226,A Time to Kill,(1996),"['Crime, Drama, Thriller']",7.5,142544,['Joel Schumacher '],"['Matthew McConaughey, Sandra Bullock, Samuel L. Jackson, Kevin Spacey']","['In Canton, Mississippi, a fearless young lawyer and his assistant defend a black man accused of murdering two white men who raped his ten-year-old daughter, inciting violent retribution and revenge from the Ku Klux Klan.']",$108.77M,R
26,227,The Prestige,(2006),"['Drama, Mystery, Sci-Fi']",8.5,1254081,['Christopher Nolan '],"['Christian Bale, Hugh Jackman, Scarlett Johansson, Michael Caine']","['After a tragic accident, two stage magicians in 1890s London engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.']",$53.09M,PG-13
27,228,Shutter Island,(2010),"['Mystery, Thriller']",8.2,1207586,['Martin Scorsese '],"['Leonardo DiCaprio, Emily Mortimer, Mark Ruffalo, Ben Kingsley']","['In 1954, a U.S. Marshal investigates the disappearance of a murderer who escaped from a hospital for the criminally insane.']",$128.01M,R
28,229,Pride & Prejudice,(2005),"['Drama, Romance']",7.8,275737,['Joe Wright '],"['Keira Knightley, Matthew Macfadyen, Brenda Blethyn, Donald Sutherland']","['Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?']",$38.41M,PG
29,230,CODA,(2021),"['Drama, Music']",8.1,24086,['Sian Heder '],"['Emilia Jones, Marlee Matlin, Troy Kotsur, Daniel Durant']","[""As a CODA (Child of Deaf Adults) Ruby is the only hearing person in her deaf family. When the family's fishing business is threatened, Ruby finds herself torn between pursuing her love of music and her fear of abandoning her parents.""]",NA,PG-13
