,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
0,651,Irreversible,(2002),"['Crime, Drama, Mystery']",7.4,127539,['Gaspar Noé '],"['Monica Bellucci, Vincent Cassel, Albert Dupontel, Jo Prestia']",['Events over the course of one traumatic night in Paris unfold in reverse-chronological order as the beautiful Alex is brutally raped and beaten by a stranger in the underpass.'],$0.75M,Not Rated
1,652,The Amazing Spider-Man 2,(2014),"['Action, Adventure, Fantasy']",6.5,439561,['Marc Webb '],"['Andrew Garfield, Emma Stone, Jamie Foxx, Paul Giamatti']","['When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones.']",$202.85M,PG-13
2,653,The Bourne Identity,(2002),"['Action, Mystery, Thriller']",7.9,526511,['Doug Liman '],"['Franka Potente, Matt Damon, Chris Cooper, Clive Owen']","['A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory.']",$121.66M,PG-13
3,654,Christine,(1983),"['Horror, Thriller']",6.7,78220,['John Carpenter '],"['Keith Gordon, John Stockwell, Alexandra Paul, Robert Prosky']",['A nerdish boy buys a strange car with an evil mind of its own and his nature starts to change to reflect it.'],$21.20M,R
4,655,Idiocracy,(2006),"['Adventure, Comedy, Sci-Fi']",6.6,154188,['Mike Judge '],"['Luke Wilson, Maya Rudolph, Dax Shepard, Terry Crews']","[""Private Joe Bauers, a decisively average American, is selected as a guinea pig for a top-secret hibernation program but is forgotten, awakening to a future so incredibly moronic he's easily the most intelligent person alive.""]",$0.44M,R
5,656,Licence to Kill,(1989),"['Action, Adventure, Thriller']",6.6,100429,['John Glen '],"['Timothy Dalton, Robert Davi, Carey Lowell, Talisa Soto']","[""A vengeful James Bond goes rogue to infiltrate and take down the organization of a drug lord who has murdered his friend's new wife and left him near-death.""]",$34.67M,PG-13
6,657,The Hitman's Bodyguard,(2017),"['Action, Comedy, Crime']",6.9,215274,['Patrick Hughes '],"['Ryan Reynolds, Samuel L. Jackson, Gary Oldman, Elodie Yung']","[""The world's top bodyguard gets a new client, a hitman who must testify at the International Criminal Court. They must put their differences aside and work together to make it to the trial on time.""]",$75.47M,R
7,658,Meenakshi Sundareshwar,(2021),"['Comedy, Romance']",7.7,13598,['Vivek Soni '],"['Sanya Malhotra, Abhimanyu Dasani, Shivkumar Subramaniam, Nivedita Bhargava']","['Forced to live apart due to a unique job prospect, two newlyweds face the hassles, hiccups - and hilarity - that arise from their long distance marriage.']",NA,TV-14
8,659,Greenland,(2020),"['Action, Drama, Thriller']",6.4,102234,['Ric Roman Waugh '],"['Gerard Butler, Morena Baccarin, Roger Dale Floyd, Scott Glenn']",['A family struggles for survival in the face of a cataclysmic natural disaster.'],NA,PG-13
9,660,Fast & Furious Presents - Hobbs & Shaw,(2019),"['Action, Adventure, Thriller']",6.4,196322,['David Leitch '],"['Dwayne Johnson, Jason Statham, Idris Elba, Vanessa Kirby']","['Lawman Luke Hobbs (Dwayne ""The Rock"" Johnson) and outcast Deckard Shaw (Jason Statham) form an unlikely alliance when a cyber-genetically enhanced villain threatens the future of humanity.']",$173.96M,PG-13
10,661,Dark Waters,(2019),"['Biography, Drama, History']",7.6,75599,['Todd Haynes '],"['Mark Ruffalo, Anne Hathaway, Tim Robbins, Bill Pullman']",['A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.'],NA,PG-13
