,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
0,2801,Rebecca,(1940),"['Drama, Mystery, Romance']",8.1,131992,['Alfred Hitchcock '],"['Laurence Olivier, Joan Fontaine, George Sanders, Judith Anderson']","[""A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.""]",$4.36M,Approved
1,2802,Tumbbad,(2018),"['Drama, Fantasy, Horror']",8.3,38150,"['Directors: Rahi Anil Barve, Anand Gandhi, Adesh Prasad ']","['Sohum Shah, Jyoti Malshe, Anita Date, Ronjini Chakraborty']",['A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.'],NA,Not Rated
2,2803,Splice,(2009),"['Drama, Horror, Sci-Fi']",5.7,95890,['Vincenzo Natali '],"['Adrien Brody, Sarah Polley, Delphine Chanéac, Brandon McGibbon']",['Genetic engineers Clive Nicoli and Elsa Kast hope to achieve fame by successfully splicing together the DNA of different animals to create new hybrid animals for medical use.'],$17.00M,R
3,2804,Broken City,(2013),"['Action, Crime, Drama']",6.2,78652,['Allen Hughes '],"['Mark Wahlberg, Russell Crowe, Catherine Zeta-Jones, Jeffrey Wright']","['In a city rife with injustice, ex-cop Billy Taggart seeks redemption and revenge after being double-crossed by its most powerful figure: Mayor Nicholas Hostetler.']",$19.70M,R
4,2805,Jack and Jill,(2011),"['Comedy, Horror']",3.3,81715,['Dennis Dugan '],"['Adam Sandler, Katie Holmes, Al Pacino, Elodie Tougne']","['Family guy Jack Sadelstein prepares for the annual event he dreads: the Thanksgiving visit of his fraternal twin sister, the needy and passive-aggressive Jill, who then refuses to leave.']",$74.16M,PG
5,2806,Can't Buy Me Love,(1987),"['Comedy, Drama, Romance']",6.8,35507,['Steve Rash '],"['Patrick Dempsey, Amanda Peterson, Courtney Gains, Tina Caspary']",['An outcast secretly pays the most popular girl in school one thousand dollars to pretend to be his girlfriend for a month.'],$31.62M,PG-13
6,2807,Quigley Down Under,(1990),"['Action, Adventure, Drama']",6.9,21520,['Simon Wincer '],"['Tom Selleck, Laura San Giacomo, Alan Rickman, Chris Haywood']","['Sharpshooter Matt Quigley is hired from Wyoming by an Australian rancher paying a very high price. But when Quigley arrives Down Under, all is not as it seems.']",$21.41M,PG-13
7,2808,Under the Tuscan Sun,(2003),"['Comedy, Drama, Romance']",6.8,50332,['Audrey Wells '],"['Diane Lane, Raoul Bova, Sandra Oh, Lindsay Duncan']",['A writer impulsively buys a villa in Tuscany in order to change her life.'],$43.61M,PG-13
8,2809,Better Off Dead...,(1985),"['Comedy, Romance']",7.1,43223,['Savage Steve Holland '],"['John Cusack, David Ogden Stiers, Kim Darby, Demian Slade']","['After his girlfriend ditches him for a boorish ski jock, Lane decides that suicide is the only answer. However, his increasingly inept attempts bring him only more agony and embarrassment. Filled with the wildest teen nightmares.']",$10.30M,PG
9,2810,Escape from L.A.,(1996),"['Action, Adventure, Sci-Fi']",5.7,72813,['John Carpenter '],"['Kurt Russell, Steve Buscemi, Stacy Keach, A.J. Langer']","['Snake Plissken is once again called in by the United States government to recover a potential doomsday device from Los Angeles, now an autonomous island where undesirables are deported.']",$25.48M,R
10,2811,The Captain,(2017),"['Drama, History, Thriller']",7.4,16091,['Robert Schwentke '],"['Max Hubacher, Alexander Fehling, Sebastian Rudolph, Max Thommes']","[""In the last moments of World War II, a young German soldier fighting for survival finds a Nazi captain's uniform. Impersonating an officer, the man quickly takes on the monstrous identity of the perpetrators he's escaping from.""]",$0.11M,15
11,2812,The Croods,(2013),"['Animation, Adventure, Comedy']",7.2,203663,"['Directors: Kirk DeMicco, Chris Sanders ']","['Nicolas Cage, Ryan Reynolds, Emma Stone, Catherine Keener']","['After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy.']",$187.17M,PG
12,2813,The Legend of Zorro,(2005),"['Action, Adventure, Romance']",6.0,98227,['Martin Campbell '],"['Antonio Banderas, Catherine Zeta-Jones, Rufus Sewell, Alberto Reyes']","[""Despite trying to keep his swashbuckling to a minimum, a threat to California's pending statehood causes the adventure-loving Don Alejandro de la Vega and his wife, Elena, to take action.""]",$46.46M,PG
13,2814,The Haunting,(1999),"['Fantasy, Horror, Mystery']",5.0,74578,['Jan de Bont '],"['Liam Neeson, Catherine Zeta-Jones, Owen Wilson, Lili Taylor']",['A study in fear escalates into a heart-stopping nightmare for a professor and three subjects trapped in a mysterious mansion.'],$91.41M,PG-13
14,2815,The Book Thief,(2013),"['Drama, War']",7.5,131565,['Brian Percival '],"['Sophie Nélisse, Geoffrey Rush, Emily Watson, Ben Schnetzer']","['While subjected to the horrors of World War II Germany, young Liesel finds solace by stealing books and sharing them with others. In the basement of her home, a Jewish refugee is being protected by her adoptive parents.']",$21.49M,PG-13
15,2816,Out of Sight,(1998),"['Comedy, Crime, Drama']",7.0,89803,['Steven Soderbergh '],"['George Clooney, Jennifer Lopez, Ving Rhames, Steve Zahn']","['A career bank robber breaks out of jail, and shares a moment of mutual attraction with a U.S. Marshal he has kidnapped.']",$37.56M,R
16,2817,The Cowboys,(1972),"['Adventure, Drama, Western']",7.4,13950,['Mark Rydell '],"['John Wayne, Roscoe Lee Browne, Bruce Dern, Colleen Dewhurst']",['Rancher Wil Andersen is forced to hire inexperienced boys as cowhands in order to get his herd to market on time but the rough drive is full of dangers and a gang of cattle rustlers is trailing them.'],$16.35M,GP
17,2818,Glengarry Glen Ross,(1992),"['Crime, Drama, Mystery']",7.7,101466,['James Foley '],"['Al Pacino, Jack Lemmon, Alec Baldwin, Alan Arkin']",['An examination of the machinations behind the scenes at a real estate office.'],$10.73M,R
18,2819,Elizabeth,(1998),"['Biography, Drama, History']",7.4,96342,['Shekhar Kapur '],"['Cate Blanchett, Liz Giles, Rod Culbertson, Paul Fox']",['The early years of the reign of Elizabeth I of England and her difficult task of learning what is necessary to be a monarch.'],$30.08M,R
19,2820,Broken Arrow,(1996),"['Action, Adventure, Thriller']",6.1,95353,['John Woo '],"['John Travolta, Christian Slater, Samantha Mathis, Delroy Lindo']","[""Terrorists steal nuclear warheads from the U.S. military but don't count on a pilot and park ranger spoiling their plans.""]",$70.77M,R
20,2821,Free Birds,(2013),"['Animation, Adventure, Comedy']",5.8,23491,['Jimmy Hayward '],"['Woody Harrelson, Owen Wilson, Dan Fogler, Amy Poehler']","['Two turkeys from opposite sides of the tracks must put aside their differences and team up to travel back in time to change the course of history, and get Turkeys off the Thanksgiving menu for good.']",$55.75M,PG
21,2822,Hotel Artemis,(2018),"['Action, Crime, Drama']",6.1,51017,['Drew Pearce '],"['Jodie Foster, Sofia Boutella, Dave Bautista, Sterling K. Brown']","[""Set in riot-torn, near-future Los Angeles, 'Hotel Artemis' follows the Nurse, who runs a secret, members-only emergency room for criminals.""]",$6.71M,R
22,2823,Demolition,(2015),"['Comedy, Drama']",7.0,95313,['Jean-Marc Vallée '],"['Jake Gyllenhaal, Naomi Watts, Chris Cooper, Judah Lewis']","['A successful investment banker struggles after losing his wife in a tragic car crash. With the help of a customer service rep and her young son, he starts to rebuild, beginning with the demolition of the life he once knew.']",$1.98M,R
23,2824,Race to Witch Mountain,(2009),"['Action, Adventure, Family']",5.7,58178,['Andy Fickman '],"['Dwayne Johnson, Carla Gugino, AnnaSophia Robb, Alexander Ludwig']",['A Las Vegas cabbie enlists the help of a UFO expert to protect two siblings with paranormal powers from the clutches of an organization that wants to use the kids for their nefarious plans.'],$67.17M,PG
24,2825,I Am Sam,(2001),['Drama'],7.6,147292,['Jessie Nelson '],"['Sean Penn, Michelle Pfeiffer, Dakota Fanning, Dianne Wiest']",['A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.'],$40.31M,PG-13
25,2826,The 13th Warrior,(1999),"['Action, Adventure, History']",6.6,121037,"['Directors: John McTiernan, Michael Crichton ']","['Antonio Banderas, Diane Venora, Dennis Storhøi, Vladimir Kulich']","['A man, having fallen in love with the wrong woman, is sent by the sultan himself on a diplomatic mission to a distant land as an ambassador. Stopping at a Viking village port to restock on supplies, he finds himself unwittingly embroiled in a quest to banish a mysterious threat in a distant Viking land.']",$32.70M,R
26,2827,Gretel & Hansel,(2020),"['Fantasy, Horror, Mystery']",5.4,28445,['Oz Perkins '],"['Sophia Lillis, Samuel Leakey, Alice Krige, Jessica De Gouw']","['A long time ago in a distant fairy tale countryside, a young girl leads her little brother into a dark wood in desperate search of food and work, only to stumble upon a nexus of terrifying evil.']",NA,PG-13
27,2828,To Die For,(1995),"['Comedy, Crime, Drama']",6.8,46508,['Gus Van Sant '],"['Nicole Kidman, Matt Dillon, Joaquin Phoenix, Casey Affleck']",['A beautiful but naïve aspiring television personality films a documentary on teenagers with a darker ulterior motive.'],$21.28M,R
28,2829,Stealing Beauty,(1996),"['Drama, Mystery, Romance']",6.6,27465,['Bernardo Bertolucci '],"['Jeremy Irons, Liv Tyler, Carlo Cecchi, Sinéad Cusack']","['After her mother commits suicide, a young woman travels to Italy in search of love, truth and a deeper connection with herself.']",$4.57M,R
29,2830,Milk,(2008),"['Biography, Drama']",7.5,169627,['Gus Van Sant '],"['Sean Penn, Josh Brolin, Emile Hirsch, Diego Luna']","[""The story of Harvey Milk and his struggles as an American gay activist who fought for gay rights and became California's first openly gay elected official.""]",$31.84M,R
30,2831,Muriel's Wedding,(1994),"['Comedy, Drama']",7.2,37455,['P.J. Hogan '],"['Toni Collette, Rachel Griffiths, Bill Hunter, Sophie Lee']","['A young social outcast in Australia steals money from her parents to finance a vacation where she hopes to find happiness, and perhaps love.']",$15.19M,R
31,2832,The United States vs. Billie Holiday,(2021),"['Biography, Drama, Music']",6.3,11395,['Lee Daniels '],"['Andra Day, Trevante Rhodes, Garrett Hedlund, Natasha Lyonne']","['Follows Holiday during her career as she is targeted by the Federal Department of Narcotics with an undercover sting operation led by black Federal Agent Jimmy Fletcher, with whom she has a tumultuous affair.']",NA,R
32,2833,Nausicaä of the Valley of the Wind,(1984),"['Animation, Adventure, Sci-Fi']",8.1,161449,['Hayao Miyazaki '],"['Sumi Shimamoto, Mahito Tsujimura, Hisako Kyôda, Gorô Naya']",['Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.'],$0.50M,PG
33,2834,The Good Son,(1993),"['Drama, Thriller']",6.4,39780,['Joseph Ruben '],"['Macaulay Culkin, Elijah Wood, Wendy Crewson, David Morse']","['A young boy stays with his aunt and uncle and becomes friends with his cousin, a boy of the same age who shows increasing signs of violent and psychopathic behavior.']",$44.59M,R
34,2835,Truth or Dare,(2018),"['Horror, Thriller']",5.2,52330,['Jeff Wadlow '],"['Lucy Hale, Tyler Posey, Violett Beane, Hayden Szeto']",['A harmless game of Truth or Dare among friends turns deadly when someone - or something - begins to punish those who tell a lie or refuse the dare.'],$41.41M,PG-13
35,2836,Parker,(2013),"['Action, Crime, Thriller']",6.2,119695,['Taylor Hackford '],"['Jason Statham, Jennifer Lopez, Michael Chiklis, Nick Nolte']","[""A thief with a unique code of professional ethics is double-crossed by his crew and left for dead. Assuming a new disguise and forming an unlikely alliance with a woman on the inside, he looks to hijack the score of the crew's latest heist.""]",$17.62M,R
36,2837,The Last Temptation of Christ,(1988),['Drama'],7.5,55220,['Martin Scorsese '],"['Willem Dafoe, Harvey Keitel, Barbara Hershey, Paul Greco']","['The life of Jesus Christ, his journey through life as he faces the struggles all humans do, and his final temptation on the cross.']",$7.63M,R
37,2838,Top Secret!,(1984),"['Comedy, Crime, Music']",7.2,64047,"['Directors: Jim Abrahams, David Zucker, Jerry Zucker ']","['Val Kilmer, Lucy Gutteridge, Peter Cushing, Jeremy Kemp']",['An American rock and roll singer becomes involved in a Resistance plot to rescue a scientist imprisoned in East Germany.'],$20.50M,PG
38,2839,RoboCop 2,(1990),"['Action, Crime, Sci-Fi']",5.8,84177,['Irvin Kershner '],"[""Peter Weller, Nancy Allen, Belinda Bauer, Dan O'Herlihy""]","['Cyborg law enforcer RoboCop returns to protect the citizens of old Detroit but faces a deadly challenge when a rogue OCP member secretly creates a new, evil RoboCop 2.']",$45.68M,R
39,2840,It Comes at Night,(2017),"['Horror, Mystery, Sci-Fi']",6.2,89544,['Trey Edward Shults '],"['Joel Edgerton, Christopher Abbott, Carmen Ejogo, Riley Keough']","['Secure within a desolate home as an unnatural threat terrorizes the world, a man has established a tenuous domestic order with his wife and son. Then a desperate young family arrives seeking refuge.']",$13.99M,R
40,2841,Born on the Fourth of July,(1989),"['Biography, Drama, War']",7.2,102768,['Oliver Stone '],"['Tom Cruise, Bryan Larkin, Raymond J. Barry, Caroline Kava']","['The biography of Ron Kovic. Paralyzed in the Vietnam war, he becomes an anti-war and pro-human rights political activist after feeling betrayed by the country he fought for.']",$70.00M,R
41,2842,Pacific Rim - Uprising,(2018),"['Action, Adventure, Sci-Fi']",5.6,112228,['Steven S. DeKnight '],"['John Boyega, Scott Eastwood, Cailee Spaeny, Burn Gorman']","['Jake Pentecost, son of Stacker Pentecost, reunites with Mako Mori to lead a new generation of Jaeger pilots, including rival Lambert and 15-year-old hacker Amara, against a new Kaiju threat.']",$59.87M,PG-13
42,2843,El Topo,(1970),"['Drama, Western']",7.4,27971,['Alejandro Jodorowsky '],"['Alejandro Jodorowsky, Brontis Jodorowsky, José Legarreta, Alfonso Arau']",['A mysterious black-clad gunfighter wanders a mystical Western landscape encountering multiple bizarre characters.'],$0.04M,Not Rated
