,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
0,1101,xXx - Return of Xander Cage,(2017),"['Action, Adventure, Thriller']",5.2,89373,['D.J. Caruso '],"['Vin Diesel, Donnie Yen, Deepika Padukone, Kris Wu']","['Xander Cage is left for dead after an incident, though he secretly returns to action for a new, tough assignment with his handler Augustus Gibbons.']",$44.90M,PG-13
1,1102,Big,(1988),"['Comedy, Drama, Fantasy']",7.3,209632,['Penny Marshall '],"['Tom Hanks, Elizabeth Perkins, Robert Loggia, John Heard']","['After wishing to be made big, a teenage boy wakes the next morning to find himself mysteriously in the body of an adult.']",$114.97M,PG
2,1103,Bonnie and Clyde,(1967),"['Action, Biography, Crime']",7.8,108730,['Arthur Penn '],"['Warren Beatty, Faye Dunaway, Michael J. Pollard, Gene Hackman']","['Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.']",NA,R
3,1104,Despicable Me,(2010),"['Animation, Adventure, Comedy']",7.6,520131,"['Directors: Pierre Coffin, Chris Renaud ']","['Steve Carell, Jason Segel, Russell Brand, Julie Andrews']","['When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.']",$251.51M,PG
4,1105,The DUFF,(2015),"['Comedy, Romance']",6.5,89804,['Ari Sandel '],"['Mae Whitman, Bella Thorne, Robbie Amell, Allison Janney']","['A high school senior instigates a social pecking order revolution after finding out that she has been labeled the DUFF - Designated Ugly Fat Friend - by her prettier, more popular counterparts.']",$34.02M,PG-13
5,1106,Fantasy Island,(2020),"['Action, Adventure, Fantasy']",4.9,44180,['Jeff Wadlow '],"['Michael Peña, Maggie Q, Lucy Hale, Austin Stowell']","['When the owner and operator of a luxurious island invites a collection of guests to live out their most elaborate fantasies in relative seclusion, chaos quickly descends.']",NA,PG-13
6,1107,Collateral,(2004),"['Action, Crime, Drama']",7.5,381787,['Michael Mann '],"['Tom Cruise, Jamie Foxx, Jada Pinkett Smith, Mark Ruffalo']",['A cab driver finds himself the hostage of an engaging contract killer as he makes his rounds from hit to hit during one night in Los Angeles.'],$101.01M,R
7,1108,Serendipity,(2001),"['Comedy, Romance']",6.9,108720,['Peter Chelsom '],"['John Cusack, Kate Beckinsale, Jeremy Piven, Bridget Moynahan']","[""A couple search for each other years after the night they first met, fell in love, and separated, convinced that one day they'd end up together.""]",$50.29M,PG-13
8,1109,Shame,(2011),['Drama'],7.2,190368,['Steve McQueen '],"['Michael Fassbender, Carey Mulligan, James Badge Dale, Lucy Walters']","[""A sex addict's carefully cultivated private life falls apart after his sister arrives for an indefinite stay.""]",$4.00M,NC-17
9,1110,Mr. Brooks,(2007),"['Crime, Drama, Thriller']",7.3,147189,['Bruce A. Evans '],"['Kevin Costner, Demi Moore, William Hurt, Dane Cook']",['A well-respected businessman is sometimes controlled by his murder and mayhem-loving alter ego.'],$28.48M,R
10,1111,RoboCop,(2014),"['Action, Crime, Sci-Fi']",6.1,222216,['José Padilha '],"['Joel Kinnaman, Gary Oldman, Michael Keaton, Abbie Cornish']","['In 2028 Detroit, when Alex Murphy, a loving husband, father and good cop, is critically injured in the line of duty, the multinational conglomerate OmniCorp sees their chance for a part-man, part-robot police officer.']",$58.61M,PG-13
