,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
0,251,Mad Max - Fury Road,(2015),"['Action, Adventure, Sci-Fi']",8.1,935754,['George Miller '],"['Tom Hardy, Charlize Theron, Nicholas Hoult, Zoë Kravitz']","['In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max.']",$154.06M,R
1,252,Escape Room - Tournament of Champions,(2021),"['Action, Adventure, Horror']",5.8,27531,['Adam Robitel '],"['Taylor Russell, Logan Miller, Deborah Ann Woll, Thomas Cocquerel']","[""Six people unwillingly find themselves locked in another series of escape rooms, slowly uncovering what they have in common to survive. Joining forces with two of the original survivors, they soon discover they've all played the game before.""]",NA,PG-13
2,253,No Country for Old Men,(2007),"['Crime, Drama, Thriller']",8.1,908388,"['Directors: Ethan Coen, Joel Coen ']","['Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson']",['Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.'],$74.28M,R
3,254,Halloween 5 - The Revenge of Michael Myers,(1989),"['Horror, Thriller']",5.1,39208,['Dominique Othenin-Girard '],"['Donald Pleasence, Danielle Harris, Ellie Cornell, Beau Starr']","['One year after the events of Halloween 4: The Return of Michael Myers (1988), the Shape returns to Haddonfield once again in an attempt to kill his now-mute niece.']",$11.64M,R
4,255,Candyman,(1992),"['Horror, Thriller']",6.7,85327,['Bernard Rose '],"['Virginia Madsen, Xander Berkeley, Tony Todd, Kasi Lemmons']","[""The Candyman, a murderous soul with a hook for a hand, is accidentally summoned to reality by a skeptic grad student researching the monster's myth.""]",$25.79M,R
5,256,Clue,(1985),"['Comedy, Crime, Mystery']",7.3,91420,['Jonathan Lynn '],"['Eileen Brennan, Tim Curry, Madeline Kahn, Christopher Lloyd']","['Six guests are anonymously invited to a strange mansion for dinner, but after their host is killed, they must cooperate with the staff to identify the murderer as the bodies pile up.']",$14.64M,PG
6,257,Don't Breathe,(2016),"['Crime, Horror, Thriller']",7.1,254879,['Fede Alvarez '],"['Stephen Lang, Jane Levy, Dylan Minnette, Daniel Zovatto']","[""Hoping to walk away with a massive fortune, a trio of thieves break into the house of a blind man who isn't as helpless as he seems.""]",$89.22M,R
7,258,Spider-Man - Homecoming,(2017),"['Action, Adventure, Sci-Fi']",7.4,562093,['Jon Watts '],"['Tom Holland, Michael Keaton, Robert Downey Jr., Marisa Tomei']","['Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.']",$334.20M,PG-13
8,259,Those Who Wish Me Dead,(2021),"['Action, Crime, Drama']",6.0,48078,['Taylor Sheridan '],"['Angelina Jolie, Nicholas Hoult, Finn Little, Jon Bernthal']",['A teenage murder witness finds himself pursued by twin assassins in the Montana wilderness with a survival expert tasked with protecting him -- and a forest fire threatening to consume them all.'],NA,R
9,260,Thor - Ragnarok,(2017),"['Action, Adventure, Comedy']",7.9,655400,['Taika Waititi '],"['Chris Hemsworth, Tom Hiddleston, Cate Blanchett, Mark Ruffalo']","['Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.']",$315.06M,PG-13
10,261,Scream 3,(2000),"['Horror, Mystery']",5.6,130679,['Wes Craven '],"['David Arquette, Neve Campbell, Courteney Cox, Liev Schreiber']","['While Sidney and her friends visit the Hollywood set of Stab 3, the third film based on the Woodsboro murders, another Ghostface killer rises to terrorize them.']",$89.14M,R
11,262,Shaun of the Dead,(2004),"['Comedy, Horror']",7.9,534317,['Edgar Wright '],"['Simon Pegg, Nick Frost, Kate Ashfield, Lucy Davis']","['The uneventful, aimless lives of a London electronics salesman and his layabout roommate are disrupted by the zombie apocalypse.']",$13.54M,R
12,263,Star Wars - Episode IX - The Rise of Skywalker,(2019),"['Action, Adventure, Fantasy']",6.5,407891,['J.J. Abrams '],"['Daisy Ridley, John Boyega, Oscar Isaac, Adam Driver']","['In the riveting conclusion of the landmark Skywalker saga, new legends will be born-and the final battle for freedom is yet to come.']",$515.20M,PG-13
13,264,Dunkirk,(2017),"['Action, Drama, History']",7.8,602703,['Christopher Nolan '],"['Fionn Whitehead, Barry Keoghan, Mark Rylance, Tom Hardy']","['Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.']",$188.37M,PG-13
14,265,Cinderella,(2021),"['Adventure, Comedy, Family']",4.2,35378,['Kay Cannon '],"['Camila Cabello, Billy Porter, Nicholas Galitzine, Idina Menzel']","['A modern movie musical with a bold take on the classic fairy tale. Our ambitious heroine has big dreams and with the help of her fab Godmother, she perseveres to make them come true.']",NA,PG
