,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
0,1751,Fractured,(2019),"['Mystery, Thriller']",6.4,65969,['Brad Anderson '],"['Sam Worthington, Lily Rabe, Lucy Capri, Adjoa Andoh']","[""A couple stops at a gas station, where their 6 y.o. daughter's arm is fractured. They hurry to a hospital. Something strange is going on there. The wife and daughter go missing.""]",NA,TV-MA
1,1752,Burlesque,(2010),"['Drama, Music, Musical']",6.4,82783,['Steve Antin '],"['Cher, Christina Aguilera, Alan Cumming, Eric Dane']",['A small-town girl ventures to Los Angeles and finds her place in a neo-burlesque club run by a former dancer.'],$39.44M,PG-13
2,1753,His House,(2020),"['Drama, Horror, Thriller']",6.5,35643,['Remi Weekes '],"['Sope Dirisu, Wunmi Mosaku, Malaika Wakoli-Abigaba, Matt Smith']","['A refugee couple makes a harrowing escape from war-torn South Sudan, but then they struggle to adjust to their new life in an English town that has an evil lurking beneath the surface.']",NA,TV-14
3,1754,Battleship,(2012),"['Action, Adventure, Sci-Fi']",5.8,242307,['Peter Berg '],"['Alexander Skarsgård, Brooklyn Decker, Liam Neeson, Rihanna']",['A fleet of ships is forced to do battle with an armada of unknown origins in order to discover and thwart their destructive goals.'],$65.42M,PG-13
4,1755,Doom,(2005),"['Action, Horror, Sci-Fi']",5.2,111308,['Andrzej Bartkowiak '],"['Karl Urban, Rosamund Pike, Dwayne Johnson, Deobia Oparei']",['Space Marines are sent to investigate strange events at a research facility on Mars but find themselves at the mercy of genetically enhanced killing machines.'],$28.21M,R
5,1756,Hitch,(2005),"['Comedy, Romance']",6.6,306296,['Andy Tennant '],"['Will Smith, Eva Mendes, Kevin James, Amber Valletta']",['A smooth-talking man falls for a hardened columnist while helping a shy accountant woo a beautiful heiress.'],$179.50M,PG-13
6,1757,Miracles from Heaven,(2016),"['Biography, Drama, Family']",7.1,24185,['Patricia Riggen '],"['Jennifer Garner, Kylie Rogers, Martin Henderson, Brighton Sharbino']",['Based on the incredible true story of the Beam family.'],$61.69M,PG
7,1758,The Fall,(2006),"['Adventure, Drama, Fantasy']",7.9,110080,['Tarsem Singh '],"['Lee Pace, Catinca Untaru, Justine Waddell, Kim Uylenbroek']","['In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances.']",$2.28M,R
8,1759,Changeling,(2008),"['Biography, Crime, Drama']",7.7,247850,['Clint Eastwood '],"['Angelina Jolie, Colm Feore, Amy Ryan, Gattlin Griffith']",['Grief-stricken mother Christine Collins (Angelina Jolie) takes on the L.A.P.D. to her own detriment when it tries to pass off an obvious impostor as her missing child.'],$35.74M,R
9,1760,Assassin's Creed,(2016),"['Action, Adventure, Sci-Fi']",5.7,193183,['Justin Kurzel '],"['Michael Fassbender, Marion Cotillard, Jeremy Irons, Brendan Gleeson']","['Callum Lynch explores the memories of his ancestor Aguilar de Nerha and gains the skills of a Master Assassin, before taking on the secret Templar society.']",$54.65M,PG-13
10,1761,Pitch Black,(2000),"['Action, Horror, Sci-Fi']",7.1,232594,['David Twohy '],"['Radha Mitchell, Cole Hauser, Vin Diesel, Keith David']","['A commercial transport ship and its crew are marooned on a planet full of bloodthirsty creatures that only come out to feast at night. But then, they learn that a month-long eclipse is about to occur.']",$39.24M,R
11,1762,Enemy at the Gates,(2001),"['Drama, History, War']",7.6,252840,['Jean-Jacques Annaud '],"['Jude Law, Ed Harris, Joseph Fiennes, Rachel Weisz']",['A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad.'],$51.40M,R
12,1763,Shark Tale,(2004),"['Animation, Adventure, Comedy']",6.0,175228,"['Directors: Bibo Bergeron, Vicky Jenson, Rob Letterman ']","['Will Smith, Robert De Niro, Renée Zellweger, Angelina Jolie']","['When a son of a gangster shark boss is accidentally killed while on the hunt, his would-be prey and his vegetarian brother decide to use the incident to their own advantage.']",$160.86M,PG
13,1764,Scary Stories to Tell in the Dark,(2019),"['Adventure, Horror, Mystery']",6.2,70095,['André Øvredal '],"['Zoe Margaret Colletti, Michael Garza, Gabriel Rush, Austin Abrams']","['On Halloween 1968, Stella and her two friends meet a mysterious drifter, Ramón, and uncover a sinister notebook of stories.']",$62.74M,PG-13
14,1765,One Day,(2011),"['Drama, Romance']",7.0,146450,['Lone Scherfig '],"['Anne Hathaway, Jim Sturgess, Patricia Clarkson, Tom Mison']","['After spending the night together on the night of their college graduation Dexter and Emma are shown each year on the same date to see where they are in their lives. They are sometimes together, sometimes not, on that day.']",$13.84M,PG-13
15,1766,My Best Friend's Wedding,(1997),"['Comedy, Drama, Romance']",6.3,136682,['P.J. Hogan '],"['Julia Roberts, Dermot Mulroney, Cameron Diaz, Rupert Everett']","[""When a woman's long-time friend reveals he's engaged, she realizes she loves him herself and sets out to get him, with only days before the wedding.""]",$127.12M,PG-13
16,1767,Hollow Man,(2000),"['Action, Horror, Sci-Fi']",5.8,127987,['Paul Verhoeven '],"['Kevin Bacon, Elisabeth Shue, Josh Brolin, Kim Dickens']","[""A brilliant scientist's discovery renders him invisible, but transforms him into an omnipotent, dangerous megalomaniac.""]",$73.21M,R
17,1768,Beckett,(2021),"['Action, Crime, Drama']",5.6,22612,['Ferdinando Cito Filomarino '],"['John David Washington, Boyd Holbrook, Vicky Krieps, Alicia Vikander']","['Following a tragic car accident in Greece, an American tourist finds himself at the center of a dangerous political conspiracy and on the run for his life.']",NA,TV-MA
18,1769,Let Me In,(2010),"['Drama, Fantasy, Horror']",7.1,117142,['Matt Reeves '],"['Kodi Smit-McPhee, Chloë Grace Moretz, Richard Jenkins, Cara Buono']",['A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.'],$12.13M,R
19,1770,Power Rangers,(2017),"['Action, Adventure, Fantasy']",5.9,105323,['Dean Israelite '],"['Dacre Montgomery, Naomi Scott, RJ Cyler, Ludi Lin']","['A group of high-school students, who are infused with unique superpowers, harness their abilities in order to save the world.']",$85.36M,PG-13
20,1771,Piranha 3D,(2010),"['Comedy, Fantasy, Horror']",5.4,88577,['Alexandre Aja '],"[""Elisabeth Shue, Jerry O'Connell, Richard Dreyfuss, Ving Rhames""]","[""After a sudden underwater tremor sets free scores of the prehistoric man-eating fish, an unlikely group of strangers must band together to stop themselves from becoming fish food for the area's new razor-toothed residents.""]",$25.00M,R
21,1772,The Texas Chainsaw Massacre,(2003),"['Crime, Horror']",6.2,136327,['Marcus Nispel '],"['Jessica Biel, Jonathan Tucker, Andrew Bryniarski, Erica Leerhsen']","['After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding loon and his family of equally psychopathic killers.']",$80.57M,R
22,1773,Picnic at Hanging Rock,(1975),"['Drama, Mystery']",7.5,36064,['Peter Weir '],"['Rachel Roberts, Anne-Louise Lambert, Vivean Gray, Helen Morse']","[""During a rural summer picnic, a few students and a teacher from an Australian girls' school vanish without a trace. Their absence frustrates and haunts the people left behind.""]",$0.23M,PG
23,1774,Beowulf,(2007),"['Animation, Action, Adventure']",6.2,165488,['Robert Zemeckis '],"['Ray Winstone, Crispin Glover, Angelina Jolie, Robin Wright']","[""The warrior Beowulf must fight and defeat the monster Grendel, who is terrorizing Denmark, then Grendel's Mother, who begins killing out of revenge.""]",$82.16M,PG-13
24,1775,Men in Black 3,(2012),"['Action, Adventure, Comedy']",6.8,348320,['Barry Sonnenfeld '],"['Will Smith, Tommy Lee Jones, Josh Brolin, Jemaine Clement']","[""Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history.""]",$179.02M,PG-13
25,1776,Carrie,(2013),"['Drama, Horror']",5.9,137262,['Kimberly Peirce '],"['Chloë Grace Moretz, Julianne Moore, Gabriella Wilde, Portia Doubleday']","['A shy girl, outcasted by her peers and sheltered by her religious mother, unleashes telekinetic terror on her small town after being pushed too far at her senior prom.']",$35.27M,R
26,1777,Time Trap,(2017),"['Action, Adventure, Mystery']",6.3,34044,"['Directors: Mark Dennis, Ben Foster ']","['Reiley McClendon, Cassidy Gifford, Brianne Howey, Olivia Draguicevich']",['A professor enters a cave and goes missing. Some of his students come looking for him and get trapped in the cave as well.'],NA,Not Rated
27,1778,The Man with the Golden Gun,(1974),"['Action, Adventure, Thriller']",6.7,101461,['Guy Hamilton '],"['Roger Moore, Christopher Lee, Britt Ekland, Maud Adams']","[""James Bond is targeted by the world's most expensive assassin, while he attempts to recover sensitive solar cell technology that is being sold to the highest bidder.""]",$20.97M,PG
28,1779,We Bought a Zoo,(2011),"['Comedy, Drama, Family']",7.1,139827,['Cameron Crowe '],"['Matt Damon, Scarlett Johansson, Thomas Haden Church, Elle Fanning']","['Set in Southern California, a father moves his young family to the countryside to renovate and re-open a struggling zoo.']",$75.62M,PG
29,1780,A Ghost Story,(2017),"['Drama, Fantasy, Romance']",6.9,67397,['David Lowery '],"['Casey Affleck, Rooney Mara, McColm Cephas Jr., Kenneisha Thompson']","['In this singular exploration of legacy, love, loss, and the enormity of existence, a recently deceased, white-sheeted ghost returns to his suburban home to try to reconnect with his bereft wife.']",$1.60M,R
30,1781,Barbarella,(1968),"['Adventure, Comedy, Fantasy']",5.9,33993,['Roger Vadim '],"[""Jane Fonda, John Phillip Law, Anita Pallenberg, Milo O'Shea""]","['Barbarella, an astronaut from the 41st century, sets out to find and stop the evil scientist Durand Durand, whose Positronic Ray threatens to bring evil back into the galaxy.']",NA,Approved
31,1782,Prince of Darkness,(1987),['Horror'],6.7,41117,['John Carpenter '],"['Donald Pleasence, Lisa Blount, Jameson Parker, Victor Wong']","['A group of graduate students and scientists uncover an ancient canister in an abandoned church, but when they open the container, they inadvertently unleash a strange liquid and an evil force on all humanity.']",$14.18M,R
32,1783,Octopussy,(1983),"['Action, Adventure, Thriller']",6.5,101937,['John Glen '],"['Roger Moore, Maud Adams, Louis Jourdan, Kristina Wayborn']","[""A fake Fabergé egg, and a fellow Agent's death, lead James Bond to uncover an international jewel-smuggling operation, headed by the mysterious Octopussy, being used to disguise a nuclear attack on N.A.T.O. forces.""]",$67.90M,PG
33,1784,The Emperor's New Groove,(2000),"['Animation, Adventure, Comedy']",7.4,191634,['Mark Dindal '],"['David Spade, John Goodman, Eartha Kitt, Patrick Warburton']","['Emperor Kuzco is turned into a llama by his ex-administrator Yzma, and must now regain his throne with the help of Pacha, the gentle llama herder.']",$89.30M,G
34,1785,South Wind,(2018),"['Crime, Drama, Thriller']",8.1,10861,['Milos Avramovic '],"['Milos Bikovic, Miodrag Radonjic, Dragan Bjelogrlic, Nebojsa Glogovac']",['A young member of an underground gang in Belgrade puts himself and his family in danger when he crosses a mafia leader who works for the chief of police.'],NA,18
35,1786,Raising Arizona,(1987),"['Comedy, Crime']",7.3,133386,"['Directors: Joel Coen, Ethan Coen ']","['Nicolas Cage, Holly Hunter, Trey Wilson, John Goodman']","[""When a childless couple of an ex-con and an ex-cop decide to help themselves to one of another family's quintuplets, their lives become more complicated than they anticipated.""]",$22.85M,PG-13
36,1787,Alexander,(2004),"['Action, Biography, Drama']",5.6,166619,['Oliver Stone '],"['Colin Farrell, Anthony Hopkins, Rosario Dawson, Angelina Jolie']","['Alexander, the King of Macedonia and one of the greatest army leaders in the history of warfare, conquers much of the known world.']",$34.30M,R
37,1788,A Walk to Remember,(2002),"['Drama, Romance']",7.3,205603,['Adam Shankman '],"['Mandy Moore, Shane West, Peter Coyote, Daryl Hannah']","['Two North Carolina teens, Landon Carter and Jamie Sullivan, are thrown together after Landon gets into trouble and is sentenced to perform community service.']",$41.23M,PG
38,1789,A Silent Voice - The Movie,(2016),"['Animation, Drama']",8.2,65925,['Naoko Yamada '],"['Miyu Irino, Saori Hayami, Aoi Yûki, Kenshô Ono']","['A young man is ostracized by his classmates after he bullies a deaf girl to the point where she moves away. Years later, he sets off on a path for redemption.']",NA,Not Rated
39,1790,The Chronicles of Riddick,(2004),"['Action, Adventure, Sci-Fi']",6.7,221385,['David Twohy '],"['Vin Diesel, Judi Dench, Colm Feore, Thandiwe Newton']","['The wanted criminal Richard Bruno Riddick (Vin Diesel) arrives on a planet called Helion Prime and finds himself up against an invading empire called the Necromongers, an army that plans to convert or kill all humans in the universe.']",$57.76M,R
40,1791,Mad Max 2 - The Road Warrior,(1981),"['Action, Adventure, Sci-Fi']",7.6,173789,['George Miller '],"['Mel Gibson, Bruce Spence, Michael Preston, Max Phipps']","['In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits.']",$12.47M,R
41,1792,The Wicker Man,(1973),"['Horror, Mystery, Thriller']",7.5,77131,['Robin Hardy '],"['Edward Woodward, Christopher Lee, Diane Cilento, Britt Ekland']",['A puritan Police Sergeant arrives in a Scottish island village in search of a missing girl whom the locals claim never existed.'],$0.06M,R
42,1793,New Nightmare,(1994),"['Fantasy, Horror, Mystery']",6.5,55654,['Wes Craven '],"['Heather Langenkamp, Robert Englund, Jf Davis, Miko Hughes']",['A demonic force has chosen Freddy Krueger as its portal to the real world. Can Heather Langenkamp play the part of Nancy one last time and trap the evil trying to enter our world?'],$18.09M,R
43,1794,The Island,(2005),"['Action, Sci-Fi, Thriller']",6.8,309022,['Michael Bay '],"['Scarlett Johansson, Ewan McGregor, Djimon Hounsou, Steve Buscemi']","['A man living in a futuristic sterile colony begins to question his circumscribed existence when his friend is chosen to go to the Island, the last uncontaminated place on earth.']",$35.82M,PG-13
44,1795,28 Weeks Later,(2007),"['Horror, Sci-Fi']",6.9,267969,['Juan Carlos Fresnadillo '],"['Jeremy Renner, Rose Byrne, Robert Carlyle, Harold Perrineau']","['Six months after the rage virus was inflicted on the population of Great Britain, the US Army helps to secure a small area of London for the survivors to repopulate and start again. But not everything goes according to plan.']",$28.64M,R
45,1796,The Longest Yard,(2005),"['Comedy, Crime, Sport']",6.4,170549,['Peter Segal '],"['Adam Sandler, Burt Reynolds, Chris Rock, Nelly']",['Prison inmates form a football team to challenge the prison guards.'],$158.12M,PG-13
46,1797,Enter the Void,(2009),"['Drama, Fantasy']",7.3,75889,['Gaspar Noé '],"['Nathaniel Brown, Paz de la Huerta, Cyril Roy, Olly Alexander']","['An American drug dealer living in Tokyo is betrayed by his best friend and killed in a drug deal. His soul, observing the repercussions of his death, seeks resurrection.']",$0.34M,Not Rated
47,1798,Bridget Jones's Diary,(2001),"['Comedy, Drama, Romance']",6.7,235482,['Sharon Maguire '],"['Renée Zellweger, Colin Firth, Hugh Grant, Gemma Jones']",['Bridget Jones is determined to improve herself while she looks for love in a year in which she keeps a personal diary.'],$71.54M,R
