,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
21,1272,Halloween - The Curse of Michael Myers,(1995),"['Horror, Thriller']",4.8,34893,['Joe Chappelle '],"['Donald Pleasence, Paul Rudd, Marianne Hagan, Mitchell Ryan']","['Six years after Michael Myers last terrorized Haddonfield, he returns there in pursuit of his niece, Jamie Lloyd, who has escaped with her newborn child, for which Michael and a mysterious cult have sinister plans.']",$15.12M,R
22,1273,Speed,(1994),"['Action, Adventure, Thriller']",7.2,346644,['Jan de Bont '],"['Keanu Reeves, Dennis Hopper, Sandra Bullock, Joe Morton']",['A young police officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.'],$121.25M,R
23,1274,Kill Bill - Vol. 2,(2004),"['Action, Crime, Thriller']",8.0,718841,['Quentin Tarantino '],"['Uma Thurman, David Carradine, Michael Madsen, Daryl Hannah']","['The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle.']",$66.21M,R
24,1275,Contact,(1997),"['Drama, Mystery, Sci-Fi']",7.5,265115,['Robert Zemeckis '],"['Jodie Foster, Matthew McConaughey, Tom Skerritt, John Hurt']","['Dr. Ellie Arroway, after years of searching, finds conclusive radio proof of extraterrestrial intelligence, sending plans for a mysterious machine.']",$100.92M,PG
25,1276,The Other Woman,(2014),"['Comedy, Romance']",6.0,135886,['Nick Cassavetes '],"['Cameron Diaz, Leslie Mann, Kate Upton, Nikolaj Coster-Waldau']","[""After discovering her boyfriend is married, Carly soon meets the wife he's been betraying. And when yet another love affair is discovered, all three women team up to plot revenge on the three-timing S.O.B.""]",$83.91M,PG-13
26,1277,Daddy's Home,(2015),"['Comedy, Family']",6.2,114648,['Sean Anders '],"['Will Ferrell, Mark Wahlberg, Linda Cardellini, Thomas Haden Church']","['Brad Whitaker is a radio host trying to get his stepchildren to love him and call him Dad. But his plans turn upside down when their biological father, Dusty Mayron, returns.']",$150.36M,PG-13
27,1278,Eden Lake,(2008),"['Horror, Thriller']",6.8,81392,['James Watkins '],"[""Kelly Reilly, Michael Fassbender, Tara Ellis, Jack O'Connell""]","['Refusing to let anything spoil their romantic weekend break, a young couple confront a gang of loutish youths with terrifyingly brutal consequences.']",$0.01M,R
28,1279,Monty Python and the Holy Grail,(1975),"['Adventure, Comedy, Fantasy']",8.2,520562,"['Directors: Terry Gilliam, Terry Jones ']","['Graham Chapman, John Cleese, Eric Idle, Terry Gilliam']","['King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.']",$1.23M,PG
29,1280,Wild at Heart,(1990),"['Comedy, Crime, Drama']",7.2,89493,['David Lynch '],"['Nicolas Cage, Laura Dern, Willem Dafoe, J.E. Freeman']","[""Young lovers Sailor and Lula run from the variety of weirdos that Lula's mom has hired to kill Sailor.""]",$14.56M,R
30,1281,Silence,(2016),"['Drama, History']",7.2,106743,['Martin Scorsese '],"['Andrew Garfield, Adam Driver, Liam Neeson, Tadanobu Asano']","['In the 17th century, two Portuguese Jesuit priests travel to Japan in an attempt to locate their mentor, who is rumored to have committed apostasy, and to propagate Catholicism.']",$7.10M,R
31,1282,Fright Night,(1985),"['Comedy, Fantasy, Horror']",7.1,66423,['Tom Holland '],"['Chris Sarandon, William Ragsdale, Amanda Bearse, Roddy McDowall']","['A teenager discovers that the newcomer in his neighborhood is a vampire, so he turns to an actor in a television horror show for help dealing with the undead.']",$24.92M,R
32,1283,District 9,(2009),"['Action, Sci-Fi, Thriller']",7.9,658388,['Neill Blomkamp '],"['Sharlto Copley, David James, Jason Cope, Nathalie Boltt']",['Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology.'],$115.65M,R
33,1284,Nobody Sleeps in the Woods Tonight,(2020),"['Horror, Thriller']",4.9,10089,['Bartosz M. Kowalski '],"['Julia Wieniawa-Narkiewicz, Michal Lupa, Wiktoria Gasiewska, Stanislaw Cywka']",['A group of technology-dependent teenagers goes to offline camp and faces a deadly danger lurking in the woods.'],NA,TV-MA
34,1285,The Boondock Saints,(1999),"['Action, Crime, Thriller']",7.7,233763,['Troy Duffy '],"['Willem Dafoe, Sean Patrick Flanery, Norman Reedus, David Della Rocco']","[""Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.""]",$0.03M,R
35,1286,Alien 3,(1992),"['Action, Horror, Sci-Fi']",6.5,289238,['David Fincher '],"['Sigourney Weaver, Charles S. Dutton, Charles Dance, Paul McGann']","['After her last encounter, Ellen Ripley crash-lands on Fiorina 161, a maximum security prison. When a series of strange and deadly events occur shortly after her arrival, Ripley realizes that she has brought along an unwelcome visitor.']",$55.47M,R
36,1287,Misery,(1990),"['Drama, Thriller']",7.8,197213,['Rob Reiner '],"['James Caan, Kathy Bates, Richard Farnsworth, Frances Sternhagen']","['After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse.']",$61.28M,R
37,1288,San Andreas,(2015),"['Action, Adventure, Thriller']",6.1,225899,['Brad Peyton '],"['Dwayne Johnson, Carla Gugino, Alexandra Daddario, Colton Haynes']","['In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter.']",$155.19M,PG-13
38,1289,"Crouching Tiger, Hidden Dragon",(2000),"['Action, Adventure, Drama']",7.8,261843,['Ang Lee '],"['Chow Yun-Fat, Michelle Yeoh, Ziyi Zhang, Chang Chen']",['A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.'],$128.08M,PG-13
39,1290,Manhunter,(1986),"['Crime, Mystery, Thriller']",7.2,70606,['Michael Mann '],"['William Petersen, Kim Greist, Joan Allen, Brian Cox']","['Former FBI profiler Will Graham returns to service to pursue a deranged serial killer dubbed ""the Tooth Fairy"" by the media.']",$8.62M,R
40,1291,The Wolf of Snow Hollow,(2020),"['Comedy, Horror, Mystery']",6.2,16244,['Jim Cummings '],"['Jim Cummings, Riki Lindhome, Robert Forster, Chloe East']","[""Terror grips a small mountain town as bodies are discovered after each full moon. Losing sleep, raising a teenage daughter, and caring for his ailing father, officer Marshall struggles to remind himself there's no such thing as werewolves.""]",NA,R
41,1292,"Love, Simon",(2018),"['Comedy, Drama, Romance']",7.6,107208,['Greg Berlanti '],"['Nick Robinson, Jennifer Garner, Josh Duhamel, Katherine Langford']","[""Simon Spier keeps a huge secret from his family, his friends and all of his classmates: he's gay. When that secret is threatened, Simon must face everyone and come to terms with his identity.""]",$40.83M,PG-13
42,1293,The Babadook,(2014),"['Drama, Horror, Mystery']",6.8,210325,['Jennifer Kent '],"['Essie Davis, Noah Wiseman, Daniel Henshall, Hayley McElhinney']","['A single mother and her child fall into a deep well of paranoia when an eerie children\'s book titled ""Mister Babadook"" manifests in their home.']",$0.92M,Not Rated
43,1294,Little Women,(1994),"['Drama, Family, Romance']",7.3,55440,['Gillian Armstrong '],"['Susan Sarandon, Winona Ryder, Kirsten Dunst, Claire Danes']",['The March sisters live and grow in post-Civil War America.'],$50.08M,PG
44,1295,Old School,(2003),['Comedy'],7.1,223651,['Todd Phillips '],"['Luke Wilson, Vince Vaughn, Will Ferrell, Jeremy Piven']",['Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.'],$75.59M,R
45,1296,Onward,(2020),"['Animation, Adventure, Comedy']",7.4,128585,['Dan Scanlon '],"['Tom Holland, Chris Pratt, Julia Louis-Dreyfus, Octavia Spencer']",['Two elven brothers embark on a quest to bring their father back for one day.'],$61.56M,PG
46,1297,The Holy Mountain,(1973),"['Adventure, Drama, Fantasy']",7.9,40464,['Alejandro Jodorowsky '],"['Alejandro Jodorowsky, Horacio Salinas, Zamira Saunders, Juan Ferrara']","['In a corrupt, greed-fueled world, a powerful alchemist leads a messianic character and seven materialistic figures to the Holy Mountain, where they hope to achieve enlightenment.']",$0.06M,R
47,1298,Minamata,(2020),['Drama'],7.7,14681,['Andrew Levitas '],"['Akiko Iwase, Kogarashi Wakasugi, Johnny Depp, Katherine Jenkins']",['War photographer W. Eugene Smith travels back to Japan where he documents the devastating effect of mercury poisoning in coastal communities.'],NA,R
48,1299,The Little Mermaid,(1989),"['Animation, Adventure, Family']",7.6,248794,"['Directors: Ron Clements, John Musker ']","['Jodi Benson, Samuel E. Wright, Rene Auberjonois, Christopher Daniel Barnes']","[""A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.""]",$111.54M,G
49,1300,Bone Tomahawk,(2015),"['Drama, Horror, Western']",7.1,94317,['S. Craig Zahler '],"['Kurt Russell, Patrick Wilson, Matthew Fox, Richard Jenkins']","[""In the dying days of the old west, an elderly sheriff and his posse set out to rescue their town's doctor from cannibalistic cave dwellers.""]",NA,Not Rated
