,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
0,1501,The Rider,(2017),"['Drama, Western']",7.5,17656,['Chloé Zhao '],"['Brady Jandreau, Mooney, Tim Jandreau, Lilly Jandreau']","['After suffering a near fatal head injury, a young cowboy undertakes a search for new identity and what it means to be a man in the heartland of America.']",$2.42M,R
1,1502,Five Feet Apart,(2019),"['Drama, Romance']",7.2,56249,['Justin Baldoni '],"['Haley Lu Richardson, Cole Sprouse, Moises Arias, Kimberly Hebert Gregory']","['A pair of teenagers with cystic fibrosis meet in a hospital and fall in love, though their disease means they must avoid close physical contact.']",$45.73M,PG-13
2,1503,The Virgin Suicides,(1999),"['Drama, Romance']",7.2,149786,['Sofia Coppola '],"['Kirsten Dunst, Josh Hartnett, James Woods, Kathleen Turner']","['A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents in suburban Detroit in the mid 1970s.']",$4.86M,R
3,1504,Cocoon,(1985),"['Comedy, Drama, Sci-Fi']",6.7,60781,['Ron Howard '],"['Don Ameche, Wilford Brimley, Hume Cronyn, Brian Dennehy']","['When a group of trespassing seniors swim in a pool containing alien cocoons, they find themselves energized with youthful vigor.']",$76.11M,PG-13
4,1505,Brave,(2012),"['Animation, Adventure, Comedy']",7.1,390786,"['Directors: Mark Andrews, Brenda Chapman, Steve Purcell ']","['Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters']","['Determined to make her own path in life, Princess Merida (Kelly Macdonald) defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.']",$237.28M,PG
5,1506,Synchronic,(2019),"['Drama, Horror, Mystery']",6.2,25183,"['Directors: Justin Benson, Aaron Moorhead ']","['Anthony Mackie, Jamie Dornan, Katie Aselton, Ally Ioannides']","[""Two New Orleans paramedics' lives are ripped apart after they encounter a series of horrific deaths linked to a designer drug with bizarre, otherworldly effects.""]",NA,R
6,1507,Scary Movie 3,(2003),['Comedy'],5.5,143038,['David Zucker '],"['Anna Faris, Charlie Sheen, Regina Hall, Pamela Anderson']","['Cindy must investigate mysterious crop circles and video tapes, and help the President in preventing an alien invasion.']",$110.00M,PG-13
7,1508,Holes,(2003),"['Adventure, Comedy, Drama']",7.0,83185,['Andrew Davis '],"['Shia LaBeouf, Sigourney Weaver, Jon Voight, Tim Blake Nelson']",['A wrongfully convicted boy is sent to a brutal desert detention camp where he joins the job of digging holes for some mysterious reason.'],$67.41M,PG
8,1509,The Hitchhiker's Guide to the Galaxy,(2005),"['Adventure, Comedy, Sci-Fi']",6.7,192513,['Garth Jennings '],"['Martin Freeman, Yasiin Bey, Sam Rockwell, Zooey Deschanel']","['Mere seconds before the Earth is to be demolished by an alien construction crew, journeyman Arthur Dent is swept off the planet by his friend Ford Prefect, a researcher penning a new edition of ""The Hitchhiker\'s Guide to the Galaxy.""']",$51.09M,PG
9,1510,Bridge to Terabithia,(2007),"['Drama, Family, Fantasy']",7.2,150005,['Gabor Csupo '],"['Josh Hutcherson, AnnaSophia Robb, Zooey Deschanel, Robert Patrick']","[""A preteen's life turns upside down when he befriends the new girl in school and they imagine a whole new fantasy world to escape reality.""]",$82.27M,PG
10,1511,Chitty Chitty Bang Bang,(1968),"['Adventure, Family, Fantasy']",6.9,43641,['Ken Hughes '],"['Dick Van Dyke, Sally Ann Howes, Lionel Jeffries, Benny Hill']","['A down-on-his-luck inventor turns a broken-down Grand Prix car into a fancy vehicle for his children, and then they go off on a magical fantasy adventure to save their grandfather in a far-off land.']",$7.50M,G
11,1512,The Long Kiss Goodnight,(1996),"['Action, Crime, Drama']",6.8,77067,['Renny Harlin '],"['Geena Davis, Samuel L. Jackson, Yvonne Zima, Craig Bierko']","[""Samantha Caine lives in a small town with her daughter. Eight years ago she emerged, two months pregnant, from a nearby river with no memory of her past or who she is. However, she's getting closer to finding out about her past.""]",$33.33M,R
12,1513,Gummo,(1997),"['Comedy, Drama']",6.7,33825,['Harmony Korine '],"['Nick Sutton, Jacob Sewell, Lara Tosh, Jacob Reynolds']","['Lonely residents of a tornado-stricken Ohio town wander the deserted landscape trying to fulfill their boring, nihilistic lives.']",$0.02M,R
13,1514,The Last Picture Show,(1971),"['Drama, Romance']",8.0,45371,['Peter Bogdanovich '],"['Timothy Bottoms, Jeff Bridges, Cybill Shepherd, Ben Johnson']","['In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically.']",$29.13M,R
14,1515,The Rhythm Section,(2020),"['Action, Drama, Mystery']",5.4,16144,['Reed Morano '],"['Blake Lively, Richard Brake, Elly Curtis, David Duggan']",['A woman seeks revenge against those who orchestrated a plane crash that killed her family.'],NA,R
15,1516,Carlito's Way,(1993),"['Crime, Drama, Thriller']",7.9,209876,['Brian De Palma '],"['Al Pacino, Sean Penn, Penelope Ann Miller, John Leguizamo']","['A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C.']",$36.95M,R
16,1517,Tomorrowland,(2015),"['Action, Adventure, Family']",6.4,178036,['Brad Bird '],"['George Clooney, Britt Robertson, Hugh Laurie, Raffey Cassidy']","['Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.']",$93.44M,PG
17,1518,RocknRolla,(2008),"['Action, Crime, Thriller']",7.3,244419,['Guy Ritchie '],"['Gerard Butler, Tom Wilkinson, Idris Elba, Thandiwe Newton']","['When a Russian mobster orchestrates a crooked land deal, millions of dollars are up for grabs, drawing in the entire London underworld into a feeding frenzy at a time when the old criminal regime is losing turf to a wealthy foreign mob.']",$5.69M,R
18,1519,The Autopsy of Jane Doe,(2016),"['Horror, Mystery, Thriller']",6.8,108619,['André Øvredal '],"['Brian Cox, Emile Hirsch, Ophelia Lovibond, Michael McElhatton']","['A father and son, both coroners, are pulled into a complex mystery while attempting to identify the body of a young woman, who was apparently harboring dark secrets.']",NA,R
19,1520,Terminator 3 - Rise of the Machines,(2003),"['Action, Sci-Fi']",6.3,388028,['Jonathan Mostow '],"['Arnold Schwarzenegger, Nick Stahl, Kristanna Loken, Claire Danes']",['A machine from a post-apocalyptic future travels back in time to protect a man and a woman from an advanced robotic assassin to ensure they both survive a nuclear attack.'],$150.37M,R
20,1521,"O Brother, Where Art Thou",(2000),"['Adventure, Comedy, Crime']",7.7,299738,"['Directors: Joel Coen, Ethan Coen ']","['George Clooney, John Turturro, Tim Blake Nelson, John Goodman']","['In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.']",$45.51M,PG-13
21,1522,Last Tango in Paris,(1972),"['Drama, Romance']",7.0,52201,['Bernardo Bertolucci '],"['Marlon Brando, Maria Schneider, Maria Michi, Giovanna Galletti']",['A young Parisian woman meets a middle-aged American businessman who demands their clandestine relationship be based only on sex.'],$36.14M,NC-17
22,1523,The Road,(2009),['Drama'],7.2,231396,['John Hillcoat '],"['Viggo Mortensen, Charlize Theron, Kodi Smit-McPhee, Robert Duvall']","['In a dangerous post-apocalyptic world, an ailing father defends his son as they slowly travel to the sea.']",$0.06M,R
23,1524,Original Sin,(2001),"['Drama, Mystery, Romance']",6.1,55566,['Michael Cristofer '],"['Antonio Banderas, Angelina Jolie, Thomas Jane, Jack Thompson']","['A woman, along with her lover, plans to con a rich man by marrying him, earning his trust, and then running away with all his money. Everything goes as planned until she falls in love with him.']",$16.25M,R
24,1525,The Dark Tower,(2017),"['Action, Adventure, Fantasy']",5.6,134204,['Nikolaj Arcel '],"['Idris Elba, Matthew McConaughey, Tom Taylor, Dennis Haysbert']","[""A boy haunted by visions of a dark tower from a parallel reality teams up with the tower's disillusioned guardian to stop an evil warlock known as the Man in Black who plans to use the boy to destroy the tower and open the gates of Hell.""]",$50.70M,PG-13
25,1526,TRON - Legacy,(2010),"['Action, Adventure, Sci-Fi']",6.8,324545,['Joseph Kosinski '],"['Jeff Bridges, Garrett Hedlund, Olivia Wilde, Bruce Boxleitner']","[""The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.""]",$172.06M,PG
26,1527,Excalibur,(1981),"['Adventure, Drama, Fantasy']",7.4,59996,['John Boorman '],"['Nigel Terry, Helen Mirren, Nicholas Clay, Cherie Lunghi']","['Merlin the magician helps Arthur Pendragon unite the Britons around the Round Table of Camelot, even as dark forces conspire to tear it apart.']",$34.97M,PG
