,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
0,2201,Pompeii,(2014),"['Action, Adventure, Drama']",5.5,109174,['Paul W.S. Anderson '],"['Kit Harington, Emily Browning, Kiefer Sutherland, Adewale Akinnuoye-Agbaje']","['A slave-turned-gladiator finds himself in a race against time to save his true love, who has been betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts, he must fight to save his beloved as Pompeii crumbles around him.']",$23.22M,PG-13
1,2202,Pride and Prejudice and Zombies,(2016),"['Action, Comedy, Fantasy']",5.8,54448,['Burr Steers '],"['Lily James, Sam Riley, Jack Huston, Bella Heathcote']",['Five sisters in 19th century England must cope with the pressures to marry while protecting themselves from a growing population of zombies.'],$10.91M,PG-13
2,2203,21 Bridges,(2019),"['Action, Thriller']",6.6,59104,['Brian Kirk '],"['Chadwick Boseman, Sienna Miller, J.K. Simmons, Stephan James']",['An embattled NYPD detective is thrust into a citywide manhunt for a pair of cop killers after uncovering a massive and unexpected conspiracy.'],NA,R
3,2204,What a Girl Wants,(2003),"['Comedy, Drama, Family']",5.8,61833,['Dennie Gordon '],"['Amanda Bynes, Colin Firth, Kelly Preston, Soleil McGhee']","['An American teenager learns that her father is a wealthy British politician running for office. Although she is eager to find him, she realizes it could cause a scandal and cost him the election.']",$35.99M,PG
4,2205,Homefront,(2013),"['Action, Crime, Thriller']",6.5,116050,['Gary Fleder '],"['Jason Statham, James Franco, Winona Ryder, Kate Bosworth']","['A former DEA agent moves his family to a quiet town, where he soon tangles with a local meth druglord.']",$20.16M,R
5,2206,The Perfect Storm,(2000),"['Action, Adventure, Drama']",6.4,162472,['Wolfgang Petersen '],"['George Clooney, Mark Wahlberg, John C. Reilly, Diane Lane']",['An unusually intense storm pattern catches some commercial fishermen unaware and puts them in mortal danger.'],$182.62M,PG-13
6,2207,The Cider House Rules,(1999),"['Drama, Romance']",7.4,96341,['Lasse Hallström '],"['Tobey Maguire, Charlize Theron, Michael Caine, Delroy Lindo']","['A compassionate young man, raised in an orphanage and trained to be a doctor there, decides to leave to see the world.']",$57.55M,PG-13
7,2208,Masters of the Universe,(1987),"['Action, Adventure, Fantasy']",5.4,39613,['Gary Goddard '],"['Dolph Lundgren, Frank Langella, Meg Foster, Billy Barty']",['The heroic warrior He-Man battles against the evil lord Skeletor and his armies of darkness for control of Castle Grayskull.'],$17.34M,PG
8,2209,The Sum of All Fears,(2002),"['Action, Drama, Thriller']",6.4,111562,['Phil Alden Robinson '],"['Ben Affleck, Morgan Freeman, Ian Mongrain, Russell Bobbitt']","[""CIA analyst Jack Ryan must stop the plans of a Neo-Nazi faction that threatens to induce a catastrophic conflict between the United States and Russia's President by detonating a nuclear weapon at a football game in Baltimore, Maryland.""]",$118.91M,PG-13
9,2210,Year One,(2009),['Comedy'],4.9,95734,['Harold Ramis '],"['Jack Black, Michael Cera, Olivia Wilde, Oliver Platt']","['After being banished from their tribe, two hunter-gatherers encounter Biblical characters and eventually wind up in the city of Sodom.']",$43.34M,PG-13
10,2211,Bad Moms,(2016),['Comedy'],6.2,119920,"['Directors: Jon Lucas, Scott Moore ']","['Mila Kunis, Kathryn Hahn, Kristen Bell, Christina Applegate']","['When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun and comedic self-indulgence.']",$113.26M,R
