,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
0,2151,Rise of the Planet of the Apes,(2011),"['Action, Drama, Sci-Fi']",7.5,510885,['Rupert Wyatt '],"['James Franco, Andy Serkis, Freida Pinto, Karin Konoval']",['A substance designed to help the brain repair itself gives advanced intelligence to a chimpanzee who leads an ape uprising.'],$176.76M,PG-13
1,2152,John Q,(2002),"['Crime, Drama, Thriller']",7.1,129381,['Nick Cassavetes '],"['Denzel Washington, Robert Duvall, Gabriela Oltean, Kimberly Elise']","[""John Quincy Archibald takes a hospital emergency room hostage when his insurance won't cover his son's heart transplant.""]",$71.76M,PG-13
2,2153,Child 44,(2015),"['Crime, Drama, History']",6.5,69064,['Daniel Espinosa '],"['Tom Hardy, Gary Oldman, Noomi Rapace, Joel Kinnaman']",['A disgraced member of the Russian military police investigates a series of child murders during the Stalin-era Soviet Union.'],$1.21M,R
3,2154,Newness,(2017),"['Drama, Romance']",6.3,15789,['Drake Doremus '],"['Nicholas Hoult, Laia Costa, Danny Huston, Courtney Eaton']","['In contemporary Los Angeles, two millennials navigating a social media-driven hookup culture begin a relationship that pushes both emotional and physical boundaries.']",NA,Unrated
4,2155,Annabelle - Creation,(2017),"['Horror, Mystery, Thriller']",6.5,124919,['David F. Sandberg '],"['Anthony LaPaglia, Samara Lee, Miranda Otto, Brad Greenquist']","[""Twelve years after the tragic death of their little girl, a doll-maker and his wife welcome a nun and several girls from a shuttered orphanage into their home, where they become the target of the doll-maker's possessed creation, Annabelle.""]",$102.09M,R
5,2156,Shallow Hal,(2001),"['Comedy, Drama, Fantasy']",5.9,130913,"['Directors: Bobby Farrelly, Peter Farrelly ']","['Jack Black, Gwyneth Paltrow, Jason Alexander, Joe Viterelli']",['A shallow man falls in love with a 300-pound woman because of her inner beauty.'],$70.84M,PG-13
6,2157,Kung Fu Hustle,(2004),"['Action, Comedy, Fantasy']",7.7,133840,['Stephen Chow '],"['Stephen Chow, Wah Yuen, Qiu Yuen, Siu-Lung Leung']","['In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf.']",$17.11M,R
7,2158,A Classic Horror Story,(2021),"['Drama, Horror, Mystery']",5.7,14367,"['Directors: Roberto De Feo, Paolo Strippoli ']","['Matilda Anna Ingrid Lutz, Francesco Russo, Peppino Mazzotta, Will Merrick']","['In this gruesome suspense film, strangers traveling in southern Italy become stranded in the woods, where they must fight desperately to get out alive.']",NA,TV-MA
8,2159,The Art of Racing in the Rain,(2019),"['Comedy, Drama, Romance']",7.6,28346,['Simon Curtis '],"['Kevin Costner, Milo Ventimiglia, Jackie Minns, Marcus Hondro']","['Through his bond with his owner, aspiring Formula One race car driver Denny, golden retriever Enzo learns that the techniques needed on the racetrack can also be used to successfully navigate the journey of life.']",$25.50M,PG
9,2160,Luce,(2019),"['Drama, Mystery']",6.6,12086,['Julius Onah '],"['Naomi Watts, Octavia Spencer, Kelvin Harrison Jr., Tim Roth']","['A married couple is forced to reckon with their idealized image of their son, adopted from war-torn Eritrea, after an alarming discovery by a devoted high school teacher threatens his status as an all-star student.']",$1.78M,R
10,2161,Osmosis Jones,(2001),"['Animation, Action, Adventure']",6.3,34695,"['Directors: Bobby Farrelly, Peter Farrelly ']","['Laurence Fishburne, Chris Rock, David Hyde Pierce, Brandy Norwood']","['A policeman white blood cell, with the help of a cold pill, must stop a deadly virus from destroying the human they live in, Frank.']",$13.60M,PG
11,2162,Seven Pounds,(2008),['Drama'],7.6,295154,['Gabriele Muccino '],"['Will Smith, Rosario Dawson, Woody Harrelson, Michael Ealy']",['A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.'],$69.95M,PG-13
12,2163,The Mountain Between Us,(2017),"['Action, Adventure, Drama']",6.4,72145,['Hany Abu-Assad '],"['Kate Winslet, Idris Elba, Beau Bridges, Dermot Mulroney']","['Stranded after a tragic plane crash, two strangers must forge a connection to survive the extreme elements of a remote snow-covered mountain. When they realize help is not coming, they embark on a perilous journey across the wilderness.']",$30.35M,PG-13
13,2164,Good Luck Chuck,(2007),"['Comedy, Romance']",5.6,88570,['Mark Helfrich '],"['Dane Cook, Jessica Alba, Dan Fogler, Connor Price']","['In order to keep the woman of his dreams from falling for another guy, Charlie Logan has to break the curse that has made him wildly popular with single women: Sleep with Charlie once, and the next man you meet will be your true love.']",$34.93M,R
14,2165,Slap Shot,(1977),"['Comedy, Drama, Sport']",7.3,35989,['George Roy Hill '],"['Paul Newman, Michael Ontkean, Strother Martin, Jennifer Warren']",['A failing ice hockey team finds success with outrageously violent hockey goonery.'],$28.00M,R
15,2166,Underworld - Blood Wars,(2016),"['Action, Adventure, Fantasy']",5.8,73429,['Anna Foerster '],"['Kate Beckinsale, Theo James, Tobias Menzies, Lara Pulver']",['Vampire death dealer Selene (Kate Beckinsale) fights to end the eternal war between the Lycan clan and the Vampire faction that betrayed her.'],$30.35M,R
16,2167,Cars 3,(2017),"['Animation, Adventure, Comedy']",6.7,86944,['Brian Fee '],"['Owen Wilson, Cristela Alonzo, Chris Cooper, Nathan Fillion']","[""Lightning McQueen sets out to prove to a new generation of racers that he's still the best race car in the world.""]",$152.90M,G
17,2168,American Animals,(2018),"['Biography, Crime, Drama']",7.0,42275,['Bart Layton '],"['Spencer Reinhard, Warren Lipka, Eric Borsuk, Chas Allen']",['Four young men mistake their lives for a movie and attempt one of the most audacious heists in U.S. history.'],$2.86M,R
18,2169,Grumpy Old Men,(1993),"['Comedy, Drama, Romance']",7.0,46265,['Donald Petrie '],"['Jack Lemmon, Walter Matthau, Ann-Margret, Burgess Meredith']",['A lifelong feud between two neighbors since childhood only gets worse when a new female neighbor moves across the street.'],$70.17M,PG-13
19,2170,Bad Santa,(2003),"['Comedy, Crime, Drama']",7.0,138550,['Terry Zwigoff '],"['Billy Bob Thornton, Bernie Mac, Lauren Graham, John Ritter']",['A miserable conman and his partner pose as Santa and his Little Helper to rob department stores on Christmas Eve. But they run into problems when the conman befriends a troubled kid.'],$60.06M,R
20,2171,Pitch Perfect 2,(2015),"['Comedy, Music']",6.4,149836,['Elizabeth Banks '],"['Anna Kendrick, Rebel Wilson, Hailee Steinfeld, Brittany Snow']","['After a humiliating command performance at The Kennedy Center, the Barden Bellas enter an international competition that no American group has ever won in order to regain their status and right to perform.']",$184.30M,PG-13
21,2172,Angel Heart,(1987),"['Horror, Mystery, Thriller']",7.3,84939,['Alan Parker '],"['Mickey Rourke, Robert De Niro, Lisa Bonet, Charlotte Rampling']",['A private investigator is hired by a man who calls himself Louis Cyphre to track down a singer named Johnny Favorite. But the investigation takes an unexpected and somber turn.'],$17.19M,X
22,2173,The Santa Clause 2,(2002),"['Comedy, Family, Fantasy']",5.7,53400,['Michael Lembeck '],"['Tim Allen, Spencer Breslin, Elizabeth Mitchell, Eric Lloyd']","[""Scott Calvin has been a humble Santa Claus for nearly ten years, but it might come to an end if he doesn't find a Mrs. Claus.""]",$139.24M,G
23,2174,Adrift,(2018),"['Action, Adventure, Biography']",6.6,52493,['Baltasar Kormákur '],"['Shailene Woodley, Sam Claflin, Jeffrey Thomas, Elizabeth Hawthorne']","[""A true story of survival, as a young couple's chance encounter leads them first to love, and then on the adventure of a lifetime as they face one of the most catastrophic hurricanes in recorded history.""]",$31.45M,PG-13
24,2175,The Gift,(2000),"['Drama, Fantasy, Horror']",6.7,66579,['Sam Raimi '],"['Cate Blanchett, Katie Holmes, Keanu Reeves, Giovanni Ribisi']",['A fortune teller with extrasensory perception is asked to help find a young woman who has mysteriously disappeared.'],$12.01M,R
25,2176,The Family Stone,(2005),"['Comedy, Drama, Romance']",6.3,64303,['Thomas Bezucha '],"['Dermot Mulroney, Sarah Jessica Parker, Claire Danes, Diane Keaton']","[""An uptight, conservative businesswoman accompanies her boyfriend to his eccentric and outgoing family's annual Christmas celebration and finds that she's a fish out of water in their free-spirited way of life.""]",$60.06M,PG-13
26,2177,Get Smart,(2008),"['Action, Adventure, Comedy']",6.5,211463,['Peter Segal '],"['Steve Carell, Anne Hathaway, Alan Arkin, Dwayne Johnson']","['Maxwell Smart, a highly intellectual but bumbling spy working for the CONTROL agency, is tasked with preventing a terrorist attack from rival spy agency KAOS.']",$130.32M,PG-13
27,2178,Teenage Mutant Ninja Turtles,(2014),"['Animation, Action, Adventure']",5.8,205830,['Jonathan Liebesman '],"['Megan Fox, Will Arnett, William Fichtner, Noel Fisher']","['When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.']",$191.20M,PG-13
28,2179,Then Came You,(2018),"['Adventure, Comedy, Drama']",7.0,11697,['Peter Hutchings '],"['Asa Butterfield, Maisie Williams, Nina Dobrev, Ken Jeong']",['A hypochondriac working as an airport baggage handler is forced to confront his fears when a British teenager with a terminal illness enlists him to help her carry out her eccentric bucket list.'],NA,12
29,2180,The Man in the Iron Mask,(1998),"['Action, Adventure, Drama']",6.5,162274,['Randall Wallace '],"['Leonardo DiCaprio, Jeremy Irons, John Malkovich, Gérard Depardieu']",['The cruel King Louis XIV of France has a secret twin brother whom he keeps imprisoned. Can the twin be substituted for the real king?'],$56.97M,PG-13
30,2181,Hotel Transylvania 3 - Summer Vacation,(2018),"['Animation, Adventure, Comedy']",6.3,65258,['Genndy Tartakovsky '],"['Adam Sandler, Andy Samberg, Selena Gomez, Kevin James']","['Count Dracula and company participate in a cruise for sea-loving monsters, unaware that their boat is being commandeered by the monster-hating Van Helsing family.']",$167.51M,PG
31,2182,The Adventures of Tintin,(2011),"['Animation, Action, Adventure']",7.3,224349,['Steven Spielberg '],"['Jamie Bell, Andy Serkis, Daniel Craig, Simon Pegg']","[""Intrepid reporter Tintin and Captain Haddock set off on a treasure hunt for a sunken ship commanded by Haddock's ancestor.""]",$77.59M,PG
32,2183,Hachi - A Dog's Tale,(2009),"['Biography, Drama, Family']",8.1,268801,['Lasse Hallström '],"['Richard Gere, Joan Allen, Cary-Hiroyuki Tagawa, Sarah Roemer']",['A college professor bonds with an abandoned dog he takes into his home.'],NA,G
33,2184,Pretty Baby,(1978),['Drama'],6.6,10476,['Louis Malle '],"['Brooke Shields, Keith Carradine, Susan Sarandon, Frances Faye']",['A teenage girl lives as a prostitute in New Orleans in 1917.'],$5.79M,R
34,2185,Thunder Force,(2021),"['Action, Adventure, Comedy']",4.4,38128,['Ben Falcone '],"['Melissa McCarthy, Octavia Spencer, Jason Bateman, Bobby Cannavale']","['In a world where supervillains are commonplace, two estranged childhood best friends reunite after one devises a treatment that gives them powers to protect their city.']",NA,PG-13
35,2186,Mission - Impossible II,(2000),"['Action, Adventure, Thriller']",6.1,327360,['John Woo '],"['Tom Cruise, Dougray Scott, Thandiwe Newton, Ving Rhames']","['IMF agent Ethan Hunt is sent to Sydney to find and destroy a genetically modified disease called ""Chimera"".']",$215.41M,PG-13
36,2187,The Cost of Deception,(2021),"['Crime, Drama, History']",1.4,36494,['Keith English '],"['Vivianne Bánovits, András Mózes, Barna Bokor, Gabriella Gubás']","['When a young, ambitious market researcher finds out her boss is involved in the leaking of a scandalous Prime Minister speech, she decides to investigate the case to gain a position among the big-shots. Based on actual events.']",NA,NA
37,2188,Bill & Ted's Excellent Adventure,(1989),"['Adventure, Comedy, Music']",7.0,125635,['Stephen Herek '],"['Keanu Reeves, Alex Winter, George Carlin, Terry Camilleri']",['Two seemingly dumb teens set off on a quest to prepare the ultimate historical presentation with the help of a time machine.'],$40.49M,PG
38,2189,"Definitely, Maybe",(2008),"['Comedy, Drama, Romance']",7.1,161491,['Adam Brooks '],"['Ryan Reynolds, Rachel Weisz, Abigail Breslin, An Nguyen']",['A political consultant tries to explain his impending divorce and past relationships to his 11-year-old daughter.'],$31.97M,PG-13
39,2190,Butch Cassidy and the Sundance Kid,(1969),"['Biography, Crime, Drama']",8.0,209999,['George Roy Hill '],"['Paul Newman, Robert Redford, Katharine Ross, Strother Martin']","['Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heels. Their solution - escape to Bolivia.']",$102.31M,PG
40,2191,Instant Family,(2018),"['Comedy, Drama']",7.3,100254,['Sean Anders '],"['Mark Wahlberg, Rose Byrne, Isabela Merced, Gustavo Escobar']",['A couple find themselves in over their heads when they foster three children.'],$67.36M,PG-13
41,2192,M,(1931),"['Crime, Mystery, Thriller']",8.3,151709,['Fritz Lang '],"['Peter Lorre, Ellen Widmann, Inge Landgut, Otto Wernicke']","['When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.']",$0.03M,Passed
42,2193,The Pacifier,(2005),"['Action, Comedy, Drama']",5.6,91677,['Adam Shankman '],"['Vin Diesel, Brittany Snow, Max Thieriot, Brad Garrett']","[""Having recovered from wounds received in a failed rescue operation, Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains in the kids' house.""]",$113.09M,PG
43,2194,The Wrestler,(2008),"['Drama, Sport']",7.9,298047,['Darren Aronofsky '],"['Mickey Rourke, Marisa Tomei, Evan Rachel Wood, Mark Margolis']","['A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle.']",$26.24M,R
44,2195,Friday the 13th Part III,(1982),"['Horror, Thriller']",5.7,51375,['Steve Miner '],"['Dana Kimmell, Tracie Savage, Richard Brooker, Terry Ballard']","[""Jason Voorhees stalks a group of friends who's just arrived to spend the weekend at a cabin near Crystal Lake.""]",$36.69M,R
45,2196,Green Room,(2015),"['Horror, Thriller']",7.0,115590,['Jeremy Saulnier '],"['Anton Yelchin, Imogen Poots, Alia Shawkat, Patrick Stewart']",['A punk rock band is forced to fight for survival after witnessing a murder at a neo-Nazi skinhead bar.'],$3.22M,R
46,2197,Fame,(1980),"['Drama, Music, Musical']",6.6,21776,['Alan Parker '],"['Eddie Barth, Irene Cara, Lee Curreri, Laura Dean']",['A chronicle of the lives of several teenagers who attend a New York high school for students gifted in the performing arts.'],$0.00M,R
47,2198,August - Osage County,(2013),"['Comedy, Drama']",7.2,87874,['John Wells '],"['Meryl Streep, Dermot Mulroney, Julia Roberts, Juliette Lewis']","['A look at the lives of the strong-willed women of the Weston family, whose paths have diverged until a family crisis brings them back to the Oklahoma house they grew up in, and to the dysfunctional woman who raised them.']",$37.74M,R
48,2199,Rumor Has It...,(2005),"['Comedy, Drama, Romance']",5.5,56685,['Rob Reiner '],"['Jennifer Aniston, Mark Ruffalo, Shirley MacLaine, Kevin Costner']","['Sarah Huttinger is a woman who learns that her family was the inspiration for the book and film ""The Graduate"" -- and that she just might be the offspring of the well-documented event.']",$43.00M,PG-13
49,2200,Click,(2006),"['Comedy, Drama, Fantasy']",6.4,318192,['Frank Coraci '],"['Adam Sandler, Kate Beckinsale, Christopher Walken, David Hasselhoff']",['A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.'],$137.36M,PG-13
