,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
19,2570,Haunt,(2019),"['Horror, Thriller']",6.3,25768,"['Directors: Scott Beck, Bryan Woods ']","['Katie Stevens, Will Brittain, Lauryn Alisa McClain, Andrew Lewis Caldwell']","['On Halloween, a group of friends encounter an ""extreme"" haunted house that promises to feed on their darkest fears. The night turns deadly as they come to the horrifying realization that some nightmares are real.']",NA,R
20,2571,House,(1985),"['Comedy, Fantasy, Horror']",6.2,25555,['Steve Miner '],"['William Katt, Kay Lenz, George Wendt, Richard Moll']",['A troubled writer moves into a haunted house after inheriting it from his aunt.'],$19.44M,R
21,2572,Joy,(2015),"['Biography, Drama']",6.6,133007,['David O. Russell '],"['Jennifer Lawrence, Robert De Niro, Bradley Cooper, Edgar Ramírez']","['Joy is the story of the title character, who rose to become founder and matriarch of a powerful family business dynasty.']",$56.45M,PG-13
22,2573,Dead Alive,(1992),"['Comedy, Fantasy, Horror']",7.5,94709,['Peter Jackson '],"['Timothy Balme, Diana Peñalver, Elizabeth Moody, Ian Watkin']","[""A young man's mother is bitten by a Sumatran rat-monkey. She gets sick and dies, at which time she comes back to life, killing and eating dogs, nurses, friends, and neighbors.""]",$0.24M,R
23,2574,Anaconda,(1997),"['Action, Adventure, Horror']",4.8,101220,['Luis Llosa '],"['Jon Voight, Jennifer Lopez, Eric Stoltz, Ice Cube']","['A ""National Geographic"" film crew is taken hostage by an insane hunter, who forces them along on his quest to capture the world\'s largest - and deadliest - snake.']",$65.89M,PG-13
24,2575,Prospect,(2018),"['Adventure, Drama, Sci-Fi']",6.3,25845,"['Directors: Christopher Caldwell, Zeek Earl ']","['Sophie Thatcher, Jay Duplass, Pedro Pascal, Luke Pitzrick']","[""A teenage girl and her father travel to a remote alien moon, aiming to strike it rich. They've secured a contract to harvest a large deposit of the elusive gems hidden in the depths of the moon's toxic forest. But there are others roving the wilderness and the job quickly devolves into a fight to survive. Forced to contend not only with the forest's other ruthless inhabitants, but with her own ... See full summary »""]",NA,R
25,2576,Vacancy,(2007),"['Horror, Thriller']",6.2,98115,['Nimród Antal '],"['Kate Beckinsale, Luke Wilson, Frank Whaley, Ethan Embry']","[""A married couple becomes stranded at an isolated motel and finds hidden video cameras in their room. They soon realize that unless they escape, they'll be the next victims of a snuff film.""]",$19.36M,R
26,2577,In the Realm of the Senses,(1976),"['Drama, Romance']",6.6,19872,['Nagisa Ôshima '],"['Tatsuya Fuji, Eiko Matsuda, Aoi Nakajima, Yasuko Matsui']","['A passionate telling of the story of Sada Abe, a woman whose affair with her master led to an obsessive and ultimately destructive sexual relationship.']",NA,NC-17
27,2578,Mute,(2018),"['Mystery, Sci-Fi, Thriller']",5.5,33342,['Duncan Jones '],"['Alexander Skarsgård, Paul Rudd, Justin Theroux, Levi Eisenblätter']","[""A mute bartender goes up against his city's gangsters in an effort to find out what happened to his missing partner.""]",NA,TV-MA
28,2579,Sarpatta Parambarai,(2021),"['Action, Drama, Sport']",8.7,17799,['Pa. Ranjith '],"['Arya, Pasupathy, John Kokken, Shabeer Kallarakkal']","['When Sarpatta Parambarai is challenged to a do-or-die match, will Kabilan, a young labourer, put on the gloves himself and lead his clan to victory, or be dissuaded by his disapproving mother and dangerous politics?']",NA,NA
29,2580,The Titan,(2018),"['Drama, Mystery, Romance']",4.8,30116,['Lennart Ruff '],"['Sam Worthington, Taylor Schilling, Tom Wilkinson, Agyness Deyn']",['A military family takes part in a ground-breaking experiment of genetic evolution and space exploration.'],NA,TV-MA
30,2581,Patriots Day,(2016),"['Action, Crime, Drama']",7.4,98209,['Peter Berg '],"['Mark Wahlberg, Michelle Monaghan, J.K. Simmons, John Goodman']","['The story of the 2013 Boston Marathon bombing and the aftermath, which includes the city-wide manhunt to find the terrorists responsible.']",$31.89M,R
31,2582,Rocky Balboa,(2006),"['Action, Drama, Sport']",7.1,210675,['Sylvester Stallone '],"['Sylvester Stallone, Antonio Tarver, Milo Ventimiglia, Burt Young']","[""Thirty years after the ring of the first bell, Rocky Balboa comes out of retirement and dons his gloves for his final fight against the reigning heavyweight champ Mason 'The Line' Dixon.""]",$70.27M,PG
32,2583,Hotel Rwanda,(2004),"['Biography, Drama, History']",8.1,345248,['Terry George '],"['Don Cheadle, Sophie Okonedo, Joaquin Phoenix, Xolani Mali']","['Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.']",$23.53M,PG-13
33,2584,Exam,(2009),"['Mystery, Thriller']",6.8,110912,['Stuart Hazeldine '],"['Adar Beck, Gemma Chan, Nathalie Cox, John Lloyd Fillingham']","[""Eight candidates for a highly desirable corporate job are locked together in an exam room and given a final test with just one seemingly simple question. However, it doesn't take long for confusion to ensue and tensions to unravel.""]",NA,Not Rated
34,2585,Leprechaun,(1993),"['Comedy, Fantasy, Horror']",4.8,25848,['Mark Jones '],"['Warwick Davis, Jennifer Aniston, Ken Olandt, Mark Holton']","['An evil, sadistic Leprechaun goes on a killing rampage in search of his beloved pot of gold.']",$8.56M,R
35,2586,Outside the Wire,(2021),"['Action, Adventure, Fantasy']",5.4,39416,['Mikael Håfström '],"['Anthony Mackie, Damson Idris, Enzo Cilenti, Emily Beecham']","['In the near future, a drone pilot sent into a war zone finds himself paired with a top-secret android officer on a mission to stop a nuclear attack.']",NA,R
36,2587,The Mortuary Collection,(2019),"['Fantasy, Horror']",6.4,10763,['Ryan Spindell '],"['Tristan Byon, Eden Campbell, Hannah R. Loyd, Clancy Brown']","[""An eccentric mortician recounts several macabre and phantasmagorical tales that he's encountered in his distinguished career.""]",NA,Not Rated
37,2588,Snowden,(2016),"['Biography, Crime, Drama']",7.3,146699,['Oliver Stone '],"['Joseph Gordon-Levitt, Shailene Woodley, Melissa Leo, Zachary Quinto']","[""The NSA's illegal surveillance techniques are leaked to the public by one of the agency's employees, Edward Snowden, in the form of thousands of classified documents distributed to the press.""]",$21.59M,R
38,2589,Weathering with You,(2019),"['Animation, Drama, Fantasy']",7.5,32332,['Makoto Shinkai '],"['Kotaro Daigo, Nana Mori, Tsubasa Honda, Sakura Kiryu']",['A high-school boy who has run away to Tokyo befriends a girl who appears to be able to manipulate the weather.'],$7.80M,PG-13
39,2590,Red Dawn,(1984),"['Action, Drama']",6.4,54030,['John Milius '],"['Patrick Swayze, C. Thomas Howell, Lea Thompson, Charlie Sheen']","['It is the dawn of World War III. In the west mountains of America, a group of teenagers band together to defend their town, and their country, from invading Soviet forces.']",$38.38M,PG-13
40,2591,Role Models,(2008),['Comedy'],6.8,225993,['David Wain '],"['Paul Rudd, Seann William Scott, Elizabeth Banks, Christopher Mintz-Plasse']",['Wild behavior forces a pair of energy drink reps to enroll in a Big Brother program.'],$67.29M,R
41,2592,Now and Then,(1995),"['Comedy, Drama, Romance']",6.8,28648,['Lesli Linka Glatter '],"[""Christina Ricci, Demi Moore, Rosie O'Donnell, Thora Birch""]",['Four 12-year-old girls grow up together during an eventful small-town summer in 1970.'],$27.40M,PG-13
42,2593,Vampire Academy,(2014),"['Action, Comedy, Drama']",5.5,53521,['Mark Waters '],"['Zoey Deutch, Lucy Fry, Danila Kozlovskiy, Gabriel Byrne']","['Rose Hathaway is a Dhampir, half human-half vampire, a guardian of the Moroi, peaceful, mortal vampires living discreetly within our world. Her calling is to protect the Moroi from bloodthirsty, immortal Vampires, the Strigoi.']",$7.79M,PG-13
43,2594,Between Two Ferns - The Movie,(2019),['Comedy'],6.1,29543,['Scott Aukerman '],"['Zach Galifianakis, Matthew McConaughey, Rekha Shankar, Olivia Mekdara']",['Zach Galifianakis and his oddball crew take a road trip to complete a series of high-profile celebrity interviews.'],NA,TV-MA
44,2595,The Darkest Minds,(2018),"['Action, Adventure, Drama']",5.7,30832,['Jennifer Yuh Nelson '],"['Amandla Stenberg, Mandy Moore, Bradley Whitford, Harris Dickinson']","['Imprisoned by an adult world that now fears everyone under 18, a group of teens form a resistance group to fight back and reclaim control of their future.']",$12.70M,PG-13
45,2596,Working Girl,(1988),"['Comedy, Drama, Romance']",6.8,55063,['Mike Nichols '],"['Melanie Griffith, Harrison Ford, Sigourney Weaver, Alec Baldwin']","[""When a secretary's idea is stolen by her boss, she seizes an opportunity to steal it back by pretending she has her boss' job.""]",$64.00M,R
46,2597,The Return of the Living Dead,(1985),"['Comedy, Horror, Sci-Fi']",7.3,58545,"[""Dan O'Bannon ""]","['Clu Gulager, James Karen, Don Calfa, Thom Mathews']","['When two bumbling employees at a medical supply warehouse accidentally release a deadly gas into the air, the vapors cause the dead to rise again as zombies.']",$14.24M,R
47,2598,My Own Private Idaho,(1991),['Drama'],7.0,54093,['Gus Van Sant '],"['River Phoenix, Keanu Reeves, James Russo, William Richert']",['Two best friends living on the streets of Portland as hustlers embark on a journey of self discovery and find their relationship stumbling along the way.'],$6.40M,R
48,2599,Mudbound,(2017),"['Drama, War']",7.4,46558,['Dee Rees '],"['Jason Mitchell, Carey Mulligan, Jason Clarke, Mary J. Blige']","['Two men return home from World War II to work on a farm in rural Mississippi, where they struggle to deal with racism and adjusting to life after war.']",NA,R
49,2600,Can't Hardly Wait,(1998),"['Comedy, Romance']",6.5,48680,"['Directors: Harry Elfont, Deborah Kaplan ']","['Jennifer Love Hewitt, Ethan Embry, Charlie Korsmo, Lauren Ambrose']","[""A complete graduating class, consisting of beautiful girls, geeks and promising footballers, assemble at a rich classmate's residence for a party. Interesting developments follow at the get-together.""]",$25.34M,PG-13
