,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
0,851,Taken,(2008),"['Action, Crime, Thriller']",7.8,583245,['Pierre Morel '],"['Liam Neeson, Maggie Grace, Famke Janssen, Leland Orser']","['A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.']",$145.00M,PG-13
1,852,Anna,(2019),"['Action, Thriller']",6.7,73038,['Luc Besson '],"['Sasha Luss, Helen Mirren, Luke Evans, Cillian Murphy']","[""Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.""]",$7.74M,R
2,853,American Hustle,(2013),"['Crime, Drama']",7.2,464063,['David O. Russell '],"['Christian Bale, Amy Adams, Bradley Cooper, Jennifer Lawrence']","['A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild F.B.I. Agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and the Mafia.']",$150.12M,R
3,854,Wrong Turn,(2003),"['Horror, Thriller']",6.1,115718,['Rob Schmidt '],"['Eliza Dushku, Jeremy Sisto, Emmanuelle Chriqui, Desmond Harrington']","['Chris and a group of five friends are left stranded deep in the middle of the woods after their cars collide. As they venture deeper into the woods, they face an uncertain and bloodcurdling fate.']",$15.42M,R
4,855,Pretty Baby,(1978),['Drama'],6.6,10467,['Louis Malle '],"['Brooke Shields, Keith Carradine, Susan Sarandon, Frances Faye']",['A teenage girl lives as a prostitute in New Orleans in 1917.'],$5.79M,R
5,856,Batman & Robin,(1997),"['Action, Sci-Fi']",3.8,242282,['Joel Schumacher '],"[""Arnold Schwarzenegger, George Clooney, Chris O'Donnell, Uma Thurman""]",['Batman and Robin try to keep their relationship together even as they must stop Mr. Freeze and Poison Ivy from freezing Gotham City.'],$107.33M,PG-13
6,857,Dallas Buyers Club,(2013),"['Biography, Drama']",8.0,464430,['Jean-Marc Vallée '],"['Matthew McConaughey, Jennifer Garner, Jared Leto, Steve Zahn']","['In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.']",$27.30M,R
7,858,Solo - A Star Wars Story,(2018),"['Action, Adventure, Sci-Fi']",6.9,316218,['Ron Howard '],"['Alden Ehrenreich, Woody Harrelson, Emilia Clarke, Donald Glover']","[""Board the Millennium Falcon and journey to a galaxy far, far away in an epic action-adventure that will set the course of one of the Star Wars saga's most unlikely heroes.""]",$213.77M,PG-13
8,859,Shrek,(2001),"['Animation, Adventure, Comedy']",7.9,642335,"['Directors: Andrew Adamson, Vicky Jenson ']","['Mike Myers, Eddie Murphy, Cameron Diaz, John Lithgow']","['A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.']",$267.67M,PG
9,860,Brothers,(2009),"['Action, Drama, Thriller']",7.1,117933,['Jim Sheridan '],"['Jake Gyllenhaal, Natalie Portman, Tobey Maguire, Sam Shepard']","[""While on tour in Afghanistan, Sam's copter is shot down and he is presumed dead. Back home, it is his screw-up brother who looks after the family. Sam does return, but with a lot of excess baggage.""]",$28.50M,R
10,861,Star Wars - Episode V - The Empire Strikes Back,(1980),"['Action, Adventure, Fantasy']",8.7,1213478,['Irvin Kershner '],"['Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams']","['After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued across the galaxy by Darth Vader and bounty hunter Boba Fett.']",$290.48M,PG
11,862,The Blind Side,(2009),"['Biography, Drama, Sport']",7.6,310735,['John Lee Hancock '],"['Quinton Aaron, Sandra Bullock, Tim McGraw, Jae Head']","['The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.']",$255.96M,PG-13
12,863,Mama,(2013),"['Fantasy, Horror, Thriller']",6.2,175518,['Andy Muschietti '],"['Jessica Chastain, Nikolaj Coster-Waldau, Megan Charpentier, Isabelle Nélisse']","['After a young couple take in their two nieces, they suspect that a supernatural spirit named Mama has latched onto their family.']",$71.63M,PG-13
13,864,X-Men,(2000),"['Action, Adventure, Sci-Fi']",7.4,590805,['Bryan Singer '],"['Patrick Stewart, Hugh Jackman, Ian McKellen, Famke Janssen']","['In a world where mutants (evolved super-powered humans) exist and are discriminated against, two groups form for an inevitable clash: the supremacist Brotherhood, and the pacifist X-Men.']",$157.30M,PG-13
14,865,Hostiles,(2017),"['Drama, Western']",7.2,78911,['Scott Cooper '],"['Scott Shepherd, Rosamund Pike, Ava Cooper, Stella Cooper']","['In 1892, a legendary Army Captain reluctantly agrees to escort a Cheyenne chief and his family through dangerous territory.']",$29.82M,R
15,866,Batman Returns,(1992),"['Action, Crime, Fantasy']",7.0,287179,['Tim Burton '],"['Michael Keaton, Danny DeVito, Michelle Pfeiffer, Christopher Walken']","['While Batman deals with a deformed man calling himself the Penguin wreaking havoc across Gotham with the help of a cruel businessman, a female employee of the latter becomes the Catwoman with her own vendetta.']",$162.83M,PG-13
16,867,Platoon,(1986),"['Drama, War']",8.1,397391,['Oliver Stone '],"['Charlie Sheen, Tom Berenger, Willem Dafoe, Keith David']","['Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.']",$138.53M,R
17,868,Star Trek Into Darkness,(2013),"['Action, Adventure, Sci-Fi']",7.7,473689,['J.J. Abrams '],"['Chris Pine, Zachary Quinto, Zoe Saldana, Benedict Cumberbatch']","['After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.']",$228.78M,PG-13
