,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
0,1601,The Living Daylights,(1987),"['Action, Adventure, Thriller']",6.7,94564,['John Glen '],"[""Timothy Dalton, Maryam d'Abo, Jeroen Krabbé, Joe Don Baker""]",['James Bond is sent to investigate a KGB policy to kill all enemy spies and uncovers an arms deal that potentially has major global ramifications.'],$51.19M,PG
1,1602,Red Dragon,(2002),"['Crime, Drama, Thriller']",7.2,263504,['Brett Ratner '],"['Anthony Hopkins, Edward Norton, Ralph Fiennes, Harvey Keitel']","['A retired FBI agent with psychological gifts is assigned to help track down ""The Tooth Fairy"", a mysterious serial killer. Aiding him is imprisoned forensic psychiatrist Dr. Hannibal ""The Cannibal"" Lecter.']",$93.15M,R
2,1603,Bound,(1996),"['Crime, Thriller']",7.3,53376,"['Directors: Lana Wachowski, Lilly Wachowski ']","['Jennifer Tilly, Gina Gershon, Joe Pantoliano, John P. Ryan']","[""Tough ex-con Corky and her lover Violet concoct a scheme to steal millions of stashed mob money and pin the blame on Violet's crooked boyfriend Caesar.""]",$3.80M,R
3,1604,Austin Powers - The Spy Who Shagged Me,(1999),"['Action, Adventure, Comedy']",6.6,225250,['Jay Roach '],"['Mike Myers, Heather Graham, Michael York, Robert Wagner']","['Dr. Evil is back and has invented a new time machine that allows him to go back to the 1960s and steal Austin Powers\' mojo, inadvertently leaving him ""shagless"".']",$206.04M,PG-13
4,1605,Sex and the City 2,(2010),"['Comedy, Drama, Romance']",4.5,76929,['Michael Patrick King '],"['Sarah Jessica Parker, Kim Cattrall, Kristin Davis, Cynthia Nixon']","[""While wrestling with the pressures of life, love, and work in Manhattan, Carrie, Miranda, and Charlotte join Samantha for a trip to Abu Dhabi (United Arab Emirates), where Samantha's ex is filming a new movie.""]",$95.35M,R
5,1606,Eighth Grade,(2018),"['Comedy, Drama']",7.4,70873,['Bo Burnham '],"['Elsie Fisher, Josh Hamilton, Emily Robinson, Jake Ryan']",['An introverted teenage girl tries to survive the last week of her disastrous eighth grade year before leaving to start high school.'],$13.54M,R
6,1607,Dennis the Menace,(1993),"['Comedy, Family']",5.6,59558,['Nick Castle '],"['Walter Matthau, Mason Gamble, Joan Plowright, Christopher Lloyd']","[""When his parents have to go out of town, Dennis stays with Mr. and Mrs. Wilson. The little menace is driving Mr. Wilson crazy, but Dennis is just trying to be helpful. Even to the thief who's arrived in town.""]",$51.27M,PG
7,1608,Body Double,(1984),"['Crime, Drama, Mystery']",6.8,31907,['Brian De Palma '],"['Craig Wasson, Melanie Griffith, Gregg Henry, Deborah Shelton']","[""A young actor's obsession with spying on a beautiful woman who lives nearby leads to a baffling series of events with drastic consequences.""]",$8.80M,R
8,1609,The First Wives Club,(1996),['Comedy'],6.4,46608,['Hugh Wilson '],"['Goldie Hawn, Bette Midler, Diane Keaton, Maggie Smith']","['Reunited by the death of a college friend, three divorced women seek revenge on the husbands who left them for younger women.']",$105.49M,PG
9,1610,Near Dark,(1987),"['Action, Crime, Drama']",7.0,36841,['Kathryn Bigelow '],"['Adrian Pasdar, Jenny Wright, Lance Henriksen, Bill Paxton']","[""A small-town farmer's son reluctantly joins a traveling group of vampires after he is bitten by a beautiful drifter.""]",$3.37M,R
10,1611,The Book of Eli,(2010),"['Action, Adventure, Drama']",6.9,305624,"['Directors: Albert Hughes, Allen Hughes ']","['Denzel Washington, Mila Kunis, Ray Stevenson, Gary Oldman']","['A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.']",$94.84M,R
11,1612,Best in Show,(2000),['Comedy'],7.5,59653,['Christopher Guest '],"[""Fred Willard, Eugene Levy, Catherine O'Hara, Jennifer Coolidge""]",['A behind-the-scenes look into the highly competitive and cut-throat world of dog shows through the eyes of a group of ruthless dog owners.'],$18.72M,PG-13
