,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
0,2951,Kung Fu Panda 3,(2016),"['Animation, Action, Adventure']",7.1,145937,"['Directors: Alessandro Carloni, Jennifer Yuh Nelson ']","['Jack Black, Bryan Cranston, Dustin Hoffman, Angelina Jolie']","['Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to home.']",$143.53M,PG
1,2952,No Way Out,(1987),"['Action, Crime, Drama']",7.1,38326,['Roger Donaldson '],"['Kevin Costner, Gene Hackman, Sean Young, Will Patton']",['A coverup and witchhunt occur after a politician accidentally kills his mistress.'],$35.51M,R
2,2953,Frances Ha,(2012),"['Comedy, Drama, Romance']",7.5,79580,['Noah Baumbach '],"['Greta Gerwig, Mickey Sumner, Adam Driver, Michael Zegen']","[""A New York woman (who doesn't really have an apartment) apprentices for a dance company (though she's not really a dancer) and throws herself headlong into her dreams, even as the possibility of realizing them dwindles.""]",$4.06M,R
3,2954,Pet Sematary,(2019),"['Horror, Mystery, Thriller']",5.7,88928,"['Directors: Kevin Kölsch, Dennis Widmyer ']","['Jason Clarke, Amy Seimetz, John Lithgow, Jeté Laurence']","['Dr. Louis Creed and his wife, Rachel, relocate from Boston to rural Maine with their two young children. The couple soon discover a mysterious burial ground hidden deep in the woods near their new home.']",$54.72M,R
4,2955,Mighty Morphin Power Rangers - The Movie,(1995),"['Action, Adventure, Family']",5.2,26599,['Bryan Spicer '],"['Karan Ashley, Johnny Yong Bosch, Steve Cardenas, Jason David Frank']","['A giant egg is unearthed at a construction site and soon opened, releasing the terrible Ivan Ooze, who wreaks vengeance on Zordon for imprisoning him millennia ago. With Zordon dying and their powers lost, the Rangers head to a distant planet to find the mystic warrior Dulcea.']",$38.19M,PG
5,2956,Forgotten,(2017),"['Mystery, Thriller']",7.5,27357,['Hang-jun Jang '],"['Kang Ha-Neul, Yeon Je Hyung, Mu-Yeol Kim, Na-ra Lee']","['When his abducted brother returns seemingly a different man with no memory of the past 19 days, Jin-seok chases after the truth behind the kidnapping.']",NA,TV-MA
6,2957,Big Time Adolescence,(2019),"['Comedy, Drama']",7.0,10633,['Jason Orley '],"['Griffin Gluck, Larry John Meyers, Michael Devine, John Villanueva']","['A suburban teenager comes of age under the destructive guidance of his best friend, an aimless college dropout.']",NA,R
7,2958,The Prom,(2020),"['Comedy, Drama, Musical']",5.9,25504,['Ryan Murphy '],"['Meryl Streep, James Corden, Nicole Kidman, Kerry Washington']",['A troupe of hilariously self-obsessed theater stars swarm into a small conservative Indiana town in support of a high school girl who wants to take her girlfriend to the prom.'],NA,PG-13
8,2959,"Good Morning, Vietnam",(1987),"['Biography, Comedy, Drama']",7.3,134102,['Barry Levinson '],"['Robin Williams, Forest Whitaker, Tom. T. Tran, Chintara Sukapatana']","['In 1965, an unorthodox and irreverent DJ named Adrian Cronauer begins to shake up things when he is assigned to the U.S. Armed Services radio station in Vietnam.']",$123.92M,R
9,2960,In the Tall Grass,(2019),"['Horror, Mystery, Sci-Fi']",5.4,52207,['Vincenzo Natali '],"['Laysla De Oliveira, Avery Whitted, Patrick Wilson, Will Buie Jr.']","[""After hearing a young boy's cry for help, a sister and brother venture into a vast field of tall grass in Kansas but soon discover there may be no way out...and that something evil lurks within.""]",NA,TV-MA
