,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
0,601,"Salò, or the 120 Days of Sodom",(1975),"['Drama, Horror']",5.9,57492,['Pier Paolo Pasolini '],"['Paolo Bonacelli, Giorgio Cataldi, Uberto Paolo Quintavalle, Aldo Valletti']","['In World War II Italy, four fascist libertines round up nine adolescent boys and girls and subject them to 120 days of physical, mental, and sexual torture.']",NA,Not Rated
1,602,A Serbian Film,(2010),"['Horror, Mystery, Thriller']",5.0,61263,['Srdjan Spasojevic '],"[""Srdjan 'Zika' Todorovic, Sergej Trifunovic, Jelena Gavrilovic, Slobodan Bestic""]","['An aging porn star agrees to participate in an ""art film"" in order to make a clean break from the business, only to discover that he has been drafted into making a pedophilia and necrophilia themed snuff film.']",NA,NC-17
2,603,Apocalypto,(2006),"['Action, Adventure, Drama']",7.8,301357,['Mel Gibson '],"['Gerardo Taracena, Raoul Max Trujillo, Dalia Hernández, Rudy Youngblood']","['As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.']",$50.87M,R
3,604,Come and See,(1985),"['Drama, Thriller, War']",8.3,69349,['Elem Klimov '],"['Aleksey Kravchenko, Olga Mironova, Liubomiras Laucevicius, Vladas Bagdonas']","['After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.']",NA,Not Rated
4,605,Cold Pursuit,(2019),"['Action, Comedy, Crime']",6.2,63494,['Hans Petter Moland '],"['Liam Neeson, Laura Dern, Micheál Richardson, Michael Eklund']",['A grieving snowplow driver seeks out revenge against the drug dealers who killed his son.'],$32.14M,R
5,606,Not Another Teen Movie,(2001),['Comedy'],5.7,102215,['Joel Gallen '],"['Chyler Leigh, Jaime Pressly, Chris Evans, Eric Christian Olsen']",['A sendup of all the teen movies that have accumulated in the past two decades.'],$38.25M,R
6,607,Justice League,(2017),"['Action, Adventure, Fantasy']",6.1,428196,['Zack Snyder '],"['Ben Affleck, Gal Gadot, Jason Momoa, Ezra Miller']","[""Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his new-found ally, Diana Prince, to face an even greater enemy.""]",$229.02M,PG-13
7,608,The Hunt,(2012),['Drama'],8.3,306644,['Thomas Vinterberg '],"['Mads Mikkelsen, Thomas Bo Larsen, Annika Wedderkopp, Lasse Fogelstrøm']","[""A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.""]",$0.69M,R
8,609,Kids,(1995),['Drama'],7.1,76211,['Larry Clark '],"['Leo Fitzpatrick, Justin Pierce, Chloë Sevigny, Sarah Henderson']","['A day in the life of a group of teens as they travel around New York City skating, drinking, smoking and deflowering virgins.']",$7.42M,Unrated
9,610,Papillon,(2017),"['Adventure, Biography, Crime']",7.2,67636,['Michael Noer '],"['Charlie Hunnam, Damijan Oklopdzic, Christopher Fairbank, Jason Ryan']","[""Wrongfully convicted for murder, Henri Charriere forms an unlikely relationship with fellow inmate and quirky convicted counterfeiter Louis Dega, in an attempt to escape from the notorious penal colony on Devil's Island.""]",$2.34M,R
10,611,Step Brothers,(2008),['Comedy'],6.9,280546,['Adam McKay '],"['Will Ferrell, John C. Reilly, Mary Steenburgen, Richard Jenkins']",['Two aimless middle-aged losers still living at home are forced against their will to become roommates when their parents marry.'],$100.47M,R
11,612,Captain America - Civil War,(2016),"['Action, Adventure, Sci-Fi']",7.8,716438,"['Directors: Anthony Russo, Joe Russo ']","['Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan']","[""Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.""]",$408.08M,PG-13
12,613,Bad Boys for Life,(2020),"['Action, Comedy, Crime']",6.6,146147,"['Directors: Adil El Arbi, Bilall Fallah ']","['Will Smith, Martin Lawrence, Vanessa Hudgens, Alexander Ludwig']",['Miami detectives Mike Lowrey and Marcus Burnett must face off against a mother-and-son pair of drug lords who wreak vengeful havoc on their city.'],$206.31M,R
13,614,Office Space,(1999),['Comedy'],7.7,253704,['Mike Judge '],"['Ron Livingston, Jennifer Aniston, David Herman, Ajay Naidu']",['Three company workers who hate their jobs decide to rebel against their greedy boss.'],$10.82M,R
14,615,The General's Daughter,(1999),"['Crime, Drama, Mystery']",6.4,57004,['Simon West '],"['John Travolta, Madeleine Stowe, James Cromwell, Timothy Hutton']","['When the daughter of a well-known and well-respected base commander is murdered, an undercover detective is summoned to look into the matter and finds a slew of cover-ups at West Point.']",$102.71M,R
15,616,Hostel,(2005),['Horror'],5.9,175262,['Eli Roth '],"['Jay Hernandez, Derek Richardson, Eythor Gudjonsson, Barbara Nedeljakova']","['Three backpackers head to a Slovak city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.']",$47.33M,R
16,617,Edge of Tomorrow,(2014),"['Action, Adventure, Sci-Fi']",7.9,636537,['Doug Liman '],"['Tom Cruise, Emily Blunt, Bill Paxton, Brendan Gleeson']","['A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.']",$100.21M,PG-13
17,618,The 40-Year-Old Virgin,(2005),"['Comedy, Romance']",7.1,415788,['Judd Apatow '],"['Steve Carell, Catherine Keener, Paul Rudd, Romany Malco']","['Goaded by his buddies, a nerdy guy who\'s never ""done the deed"" only finds the pressure mounting when he meets a single mother.']",$109.45M,R
18,619,What's Eating Gilbert Grape,(1993),['Drama'],7.7,226626,['Lasse Hallström '],"['Johnny Depp, Leonardo DiCaprio, Juliette Lewis, Mary Steenburgen']",['A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.'],$9.17M,PG-13
19,620,Elf,(2003),"['Adventure, Comedy, Family']",7.0,240578,['Jon Favreau '],"['Will Ferrell, James Caan, Bob Newhart, Zooey Deschanel']","[""Raised as an over-sized elf, a human travels from the North Pole to NYC to meet his biological father who doesn't know he exists and is in desperate need of some Christmas spirit.""]",$173.40M,PG
20,621,Aftermath,(2021),"['Drama, Horror, Mystery']",5.3,12666,['Peter Winther '],"['Ashley Greene, Shawn Ashmore, Jason Liles, Britt Baron']","['A young couple struggling to stay together, when they are offered an amazing deal on a home with a questionable past that would normally be beyond their means. In a final attempt to start fresh as a couple they take the deal.']",NA,TV-MA
21,622,Pirates of the Caribbean - Dead Men Tell No Tales,(2017),"['Action, Adventure, Fantasy']",6.5,283496,"['Directors: Joachim Rønning, Espen Sandberg ']","['Johnny Depp, Geoffrey Rush, Javier Bardem, Orlando Bloom']","[""Captain Jack Sparrow is pursued by old rival Captain Salazar and a crew of deadly ghosts who have escaped from the Devil's Triangle. They're determined to kill every pirate at sea...notably Jack.""]",$172.56M,PG-13
22,623,Child's Play,(2019),"['Drama, Horror, Sci-Fi']",5.7,49092,['Lars Klevberg '],"['Tim Matheson, Ben Daon, Zahra Anderson, Serge Jaswal']","['A mother gives her 13-year-old son a toy doll for his birthday, unaware of its more sinister nature.']",$29.21M,R
23,624,About Time,(2013),"['Comedy, Drama, Fantasy']",7.8,325511,['Richard Curtis '],"['Domhnall Gleeson, Rachel McAdams, Bill Nighy, Lydia Wilson']","['At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.']",$15.32M,R
24,625,The Handmaiden,(2016),"['Drama, Romance, Thriller']",8.1,130228,['Park Chan-Wook '],"['Kim Min-hee, Ha Jung-woo, Cho Jin-woong, Moon So-ri']","['A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.']",$2.01M,Not Rated
25,626,The Babysitter - Killer Queen,(2020),"['Comedy, Horror']",5.8,34178,['McG '],"['Judah Lewis, Samara Weaving, Jenna Ortega, Emily Alyn Lind']","[""Two years after Cole survived a satanic blood cult, he's living another nightmare: high school. And the demons from his past? Still making his life hell.""]",NA,TV-MA
26,627,School of Rock,(2003),"['Comedy, Music']",7.1,293146,['Richard Linklater '],"['Jack Black, Mike White, Joan Cusack, Adam Pascal']","['After being kicked out of his rock band, Dewey Finn becomes a substitute teacher of an uptight elementary private school, only to try and turn his class into a rock band.']",$81.26M,PG-13
27,628,Fast Times at Ridgemont High,(1982),"['Comedy, Drama']",7.2,100667,['Amy Heckerling '],"['Sean Penn, Jennifer Jason Leigh, Judge Reinhold, Robert Romanus']","[""A group of Southern California high school students are enjoying their most important subjects: sex, drugs, and rock n' roll.""]",$27.09M,R
28,629,Avengers - Age of Ultron,(2015),"['Action, Adventure, Sci-Fi']",7.3,798543,['Joss Whedon '],"['Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth']","[""When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan.""]",$459.01M,PG-13
29,630,House of 1000 Corpses,(2003),['Horror'],6.1,82687,['Rob Zombie '],"['Sid Haig, Karen Black, Bill Moseley, Sheri Moon Zombie']",['Two young couples traveling across the backwoods of Texas searching for urban legends of murder end up as prisoners of a bizarre and sadistic backwater family of serial killers.'],$12.63M,R
30,631,Scary Movie 3,(2003),['Comedy'],5.5,142963,['David Zucker '],"['Anna Faris, Charlie Sheen, Regina Hall, Pamela Anderson']","['Cindy must investigate mysterious crop circles and video tapes, and help the President in preventing an alien invasion.']",$110.00M,PG-13
31,632,Napoleon Dynamite,(2004),['Comedy'],6.9,207943,['Jared Hess '],"['Jon Heder, Efren Ramirez, Jon Gries, Aaron Ruell']","['A listless and alienated teenager decides to help his new friend win the class presidency in their small western high school, while he must deal with his bizarre family life back home.']",$44.54M,PG
32,633,The Terminator,(1984),"['Action, Sci-Fi']",8.0,824143,['James Cameron '],"['Arnold Schwarzenegger, Linda Hamilton, Michael Biehn, Paul Winfield']","[""A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn son is the key to humanity's future salvation.""]",$38.40M,R
33,634,The Boss Baby - Family Business,(2021),"['Animation, Adventure, Comedy']",5.9,12824,['Tom McGrath '],"['Alec Baldwin, James Marsden, Amy Sedaris, Ariana Greenblatt']","['The Templeton brothers have become adults and drifted away from each other, but a new boss baby with a cutting-edge approach is about to bring them together again - and inspire a new family business.']",NA,PG
34,635,Fury,(2014),"['Action, Drama, War']",7.6,454474,['David Ayer '],"['Brad Pitt, Shia LaBeouf, Logan Lerman, Michael Peña']","['A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945.']",$85.82M,R
35,636,The Wailing,(2016),"['Horror, Mystery, Thriller']",7.5,61138,['Na Hong-jin '],"['Jun Kunimura, Jung-min Hwang, Kwak Do-won, Woo-hee Chun']","['Soon after a stranger arrives in a little village, a mysterious sickness starts spreading. A policeman, drawn into the incident, is forced to solve the mystery in order to save his daughter.']",NA,TV-MA
36,637,Cars,(2006),"['Animation, Adventure, Comedy']",7.1,390698,"['Directors: John Lasseter, Joe Ranft ']","['Owen Wilson, Bonnie Hunt, Paul Newman, Larry the Cable Guy']","['A hot-shot race-car named Lightning McQueen gets waylaid in Radiator Springs, where he finds the true meaning of friendship and family.']",$244.08M,G
37,638,Tomorrow Never Dies,(1997),"['Action, Adventure, Thriller']",6.5,188773,['Roger Spottiswoode '],"['Pierce Brosnan, Jonathan Pryce, Michelle Yeoh, Teri Hatcher']","[""James Bond sets out to stop a media mogul's plan to induce war between China and the UK in order to obtain exclusive global media coverage.""]",$125.33M,PG-13
38,639,Vivo,(2021),"['Animation, Adventure, Comedy']",6.7,13909,['Kirk DeMicco '],"['Lin-Manuel Miranda, Ynairaly Simo, Zoe Saldana, Juan de Marcos González']","[""Vivo, Sony Pictures Animation's first-ever musical adventure featuring all-new original songs from Lin-Manuel Miranda, will take audiences on an epic adventure to gorgeous and vibrant locations never before seen in animation.""]",NA,PG
39,640,"The Chronicles of Narnia - The Lion, the Witch and the Wardrobe",(2005),"['Adventure, Family, Fantasy']",6.9,380841,['Andrew Adamson '],"['Tilda Swinton, Georgie Henley, William Moseley, Skandar Keynes']",['Four kids travel through a wardrobe to the land of Narnia and learn of their destiny to free it with the guidance of a mystical lion.'],$291.71M,PG
40,641,City of God,(2002),"['Crime, Drama']",8.6,725699,"['Directors: Fernando Meirelles, Kátia Lund ']","['Alexandre Rodrigues, Leandro Firmino, Matheus Nachtergaele, Phellipe Haagensen']","[""In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.""]",$7.56M,R
41,642,Hot Fuzz,(2007),"['Action, Comedy, Mystery']",7.8,484938,['Edgar Wright '],"['Simon Pegg, Nick Frost, Martin Freeman, Bill Nighy']","['A skilled London police officer, after irritating superiors with his embarrassing effectiveness, is transferred to a village where the easygoing officers object to his fervor for regulations, as a string of grisly murders strikes the town.']",$23.64M,R
42,643,Frozen,(2013),"['Animation, Adventure, Comedy']",7.4,595193,"['Directors: Chris Buck, Jennifer Lee ']","['Kristen Bell, Idina Menzel, Jonathan Groff, Josh Gad']","['When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister Anna teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition.']",$400.74M,PG
43,644,The Platform,(2019),"['Horror, Sci-Fi, Thriller']",7.0,193892,['Galder Gaztelu-Urrutia '],"['Ivan Massagué, Zorion Eguileor, Antonia San Juan, Emilio Buale']",['A vertical prison with one cell per level. Two people per cell. Only one food platform and two minutes per day to feed. An endless nightmare trapped in The Hole.'],NA,TV-MA
44,645,Ford v Ferrari,(2019),"['Action, Biography, Drama']",8.1,341471,['James Mangold '],"['Matt Damon, Christian Bale, Jon Bernthal, Caitriona Balfe']",['American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.'],$117.62M,PG-13
45,646,The Texas Chainsaw Massacre,(2003),"['Crime, Horror']",6.2,136269,['Marcus Nispel '],"['Jessica Biel, Jonathan Tucker, Andrew Bryniarski, Erica Leerhsen']","['After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding loon and his family of equally psychopathic killers.']",$80.57M,R
46,647,RoboCop,(1987),"['Action, Crime, Sci-Fi']",7.6,245433,['Paul Verhoeven '],"[""Peter Weller, Nancy Allen, Dan O'Herlihy, Ronny Cox""]","['In a dystopic and crime-ridden Detroit, a terminally wounded cop returns to the force as a powerful cyborg haunted by submerged memories.']",$53.42M,R
47,648,The Monster Squad,(1987),"['Action, Comedy, Fantasy']",7.0,31376,['Fred Dekker '],"['Andre Gower, Robby Kiger, Stephen Macht, Duncan Regehr']",['A young group of monster fanatics attempt to save their hometown from Count Dracula and his monsters.'],$3.77M,PG-13
48,649,Sweet Girl,(2021),"['Action, Drama, Thriller']",5.5,26830,['Brian Andrew Mendoza '],"['Jason Momoa, Isabela Merced, Manuel Garcia-Rulfo, Adria Arjona']","[""A devastated husband vows to bring justice to the people responsible for his wife's death while protecting the only family he has left, his daughter.""]",NA,R
49,650,Star Wars - Episode VIII - The Last Jedi,(2017),"['Action, Adventure, Fantasy']",6.9,593137,['Rian Johnson '],"['Daisy Ridley, John Boyega, Mark Hamill, Carrie Fisher']","['The Star Wars saga continues as new heroes and galactic legends go on an epic adventure, unlocking mysteries of the Force and shocking revelations of the past.']",$620.18M,PG-13
