,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
10,811,Transformers - Age of Extinction,(2014),"['Action, Adventure, Sci-Fi']",5.6,305828,['Michael Bay '],"['Mark Wahlberg, Nicola Peltz, Jack Reynor, Stanley Tucci']","['When humanity allies with a bounty hunter in pursuit of Optimus Prime, the Autobots turn to a mechanic and his family for help.']",$245.44M,PG-13
11,812,Batman Forever,(1995),"['Action, Adventure']",5.4,242542,['Joel Schumacher '],"['Val Kilmer, Tommy Lee Jones, Jim Carrey, Nicole Kidman']","['Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin.']",$184.03M,PG-13
12,813,Portrait of a Lady on Fire,(2019),"['Drama, Romance']",8.1,79220,['Céline Sciamma '],"['Noémie Merlant, Adèle Haenel, Luàna Bajrami, Valeria Golino']","['On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.']",$3.76M,R
13,814,Memories of Murder,(2003),"['Crime, Drama, Mystery']",8.1,162018,['Bong Joon Ho '],"['Kang-ho Song, Kim Sang-kyung, Roe-ha Kim, Jae-ho Song']","['In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit.']",$0.01M,Not Rated
14,815,Cannibal Holocaust,(1980),"['Adventure, Horror']",5.8,53512,['Ruggero Deodato '],"['Robert Kerman, Francesca Ciardi, Perry Pirkanen, Luca Barbareschi']","['During a rescue mission into the Amazon rainforest, a professor stumbles across lost film shot by a missing documentary crew.']",NA,Unrated
15,816,Star Wars - Episode VII - The Force Awakens,(2015),"['Action, Adventure, Sci-Fi']",7.8,889605,['J.J. Abrams '],"['Daisy Ridley, John Boyega, Oscar Isaac, Domhnall Gleeson']","['As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace.']",$936.66M,PG-13
16,817,Ant-Man,(2015),"['Action, Adventure, Comedy']",7.3,613677,['Peyton Reed '],"['Paul Rudd, Michael Douglas, Corey Stoll, Evangeline Lilly']","['Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, pull off a plan that will save the world.']",$180.20M,PG-13
17,818,Battle Royale,(2000),"['Action, Adventure, Drama']",7.6,177390,['Kinji Fukasaku '],"['Tatsuya Fujiwara, Aki Maeda, Tarô Yamamoto, Chiaki Kuriyama']","['In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act.']",NA,Not Rated
18,819,Jolt,(2021),"['Action, Thriller']",5.6,24425,['Tanya Wexler '],"['Kate Beckinsale, Jai Courtney, Stanley Tucci, Bobby Cannavale']",['A bouncer with a slightly murderous anger-management problem that she controls with the help of an electrode-lined vest she uses to shock herself back to normalcy whenever she gets homicidal.'],NA,R
19,820,West Side Story,(1961),"['Crime, Drama, Musical']",7.5,102492,"['Directors: Jerome Robbins, Robert Wise ']","['Natalie Wood, George Chakiris, Richard Beymer, Russ Tamblyn']","['Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.']",$43.66M,Approved
20,821,Silver Linings Playbook,(2012),"['Comedy, Drama, Romance']",7.7,683915,['David O. Russell '],"['Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver']","['After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.']",$132.09M,R
21,822,Monster,(2003),"['Biography, Crime, Drama']",7.3,144599,['Patty Jenkins '],"['Charlize Theron, Christina Ricci, Bruce Dern, Lee Tergesen']","['Based on the life of Aileen Wuornos, a Daytona Beach prostitute who became a serial killer.']",$34.47M,R
22,823,Easy A,(2010),"['Comedy, Drama, Romance']",7.0,374667,['Will Gluck '],"['Emma Stone, Amanda Bynes, Penn Badgley, Dan Byrd']","[""A clean-cut high school student relies on the school's rumor mill to advance her social and financial standing.""]",$58.40M,PG-13
23,824,Cowboys & Aliens,(2011),"['Action, Sci-Fi, Thriller']",6.0,215304,['Jon Favreau '],"['Daniel Craig, Harrison Ford, Olivia Wilde, Abigail Spencer']","['A spaceship arrives in Arizona, 1873, to take over the Earth, starting with the Wild West region. A posse of cowboys and natives are all that stand in their way.']",$100.24M,PG-13
24,825,From Russia with Love,(1963),"['Action, Adventure, Thriller']",7.4,128080,['Terence Young '],"['Sean Connery, Robert Shaw, Lotte Lenya, Daniela Bianchi']",['James Bond willingly falls into an assassination plot involving a naive Russian beauty in order to retrieve a Soviet encryption device that was stolen by S.P.E.C.T.R.E.'],$24.80M,PG
25,826,The Deer Hunter,(1978),"['Drama, War']",8.1,326373,['Michael Cimino '],"['Robert De Niro, Christopher Walken, John Cazale, John Savage']",['An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.'],$48.98M,R
26,827,Sin City,(2005),"['Crime, Thriller']",8.0,751913,"['Directors: Frank Miller, Quentin Tarantino, Robert Rodriguez ']","['Mickey Rourke, Clive Owen, Bruce Willis, Jessica Alba']","['An exploration of the dark and miserable Basin City and three of its residents, all of whom are caught up in violent corruption.']",$74.10M,R
27,828,Little Italy,(2018),"['Comedy, Romance']",5.7,13431,['Donald Petrie '],"['Emma Roberts, Hayden Christensen, Danny Aiello, Andrea Martin']","[""A young couple must navigate a blossoming romance, amidst a war between their families' competing pizza restaurants.""]",$0.99M,R
28,829,The Omen,(1976),"['Horror, Mystery']",7.5,113931,['Richard Donner '],"['Gregory Peck, Lee Remick, Harvey Stephens, David Warner']","[""Mysterious deaths surround an American ambassador. Could the child that he is raising actually be the Antichrist? The Devil's own son?""]",$4.27M,R
29,830,Hook,(1991),"['Adventure, Comedy, Family']",6.8,244223,['Steven Spielberg '],"['Dustin Hoffman, Robin Williams, Julia Roberts, Bob Hoskins']","['When Captain James Hook kidnaps his children, an adult Peter Pan must return to Neverland and reclaim his youthful spirit in order to challenge his old enemy.']",$119.65M,PG
30,831,Hercules,(1997),"['Animation, Adventure, Comedy']",7.3,217557,"['Directors: Ron Clements, John Musker ']","['Tate Donovan, Susan Egan, James Woods, Josh Keaton']",['The son of Zeus and Hera is stripped of his immortality as an infant and must become a true hero in order to reclaim it.'],$99.05M,G
31,832,Knight and Day,(2010),"['Action, Adventure, Comedy']",6.3,187992,['James Mangold '],"['Tom Cruise, Cameron Diaz, Peter Sarsgaard, Jordi Mollà']",['A young woman gets mixed up with a disgraced spy who is trying to clear his name.'],$76.42M,PG-13
32,833,Children of Men,(2006),"['Action, Drama, Sci-Fi']",7.9,482019,['Alfonso Cuarón '],"['Julianne Moore, Clive Owen, Chiwetel Ejiofor, Michael Caine']","['In 2027, in a chaotic world in which women have become somehow infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.']",$35.55M,R
33,834,Teen Wolf,(1985),"['Comedy, Fantasy, Romance']",6.1,50172,['Rod Daniel '],"['Michael J. Fox, James Hampton, Susan Ursitti, Jerry Levine']",['An ordinary high school student discovers that his family has an unusual pedigree when he finds himself turning into a werewolf.'],$33.09M,PG
34,835,Spotlight,(2015),"['Biography, Crime, Drama']",8.1,445924,['Tom McCarthy '],"['Mark Ruffalo, Michael Keaton, Rachel McAdams, Liev Schreiber']","['The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.']",$45.06M,R
35,836,The Trial of the Chicago 7,(2020),"['Drama, History, Thriller']",7.8,160990,['Aaron Sorkin '],"['Eddie Redmayne, Alex Sharp, Sacha Baron Cohen, Jeremy Strong']","['The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois.']",NA,R
36,837,Mr. & Mrs. Smith,(2005),"['Action, Comedy, Crime']",6.5,470764,['Doug Liman '],"['Brad Pitt, Angelina Jolie, Adam Brody, Vince Vaughn']",['A bored married couple is surprised to learn that they are both assassins hired by competing agencies to kill each other.'],$186.34M,PG-13
37,838,In the Mouth of Madness,(1994),"['Drama, Fantasy, Horror']",7.2,66061,['John Carpenter '],"['Sam Neill, Jürgen Prochnow, Julie Carmen, David Warner']","[""An insurance investigator begins discovering that the impact a horror writer's books have on his fans is more than inspirational.""]",$8.95M,R
38,839,I Saw the Devil,(2010),"['Action, Crime, Drama']",7.8,121344,['Jee-woon Kim '],"['Lee Byung-hun, Choi Min-sik, Jeon Gook-hwan, Ho-jin Chun']",['A secret agent exacts revenge on a serial killer through a series of captures and releases.'],$0.13M,Not Rated
39,840,Howl's Moving Castle,(2004),"['Animation, Adventure, Family']",8.2,361713,['Hayao Miyazaki '],"['Chieko Baishô, Takuya Kimura, Tatsuya Gashûin, Akihiro Miwa']","['When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.']",$4.71M,PG
40,841,10 Cloverfield Lane,(2016),"['Action, Drama, Horror']",7.2,307859,['Dan Trachtenberg '],"['John Goodman, Mary Elizabeth Winstead, John Gallagher Jr., Douglas M. Griffin']",['A young woman is held in an underground bunker by a man who insists that a hostile event has left the surface of the Earth uninhabitable.'],$72.08M,PG-13
41,842,Glass,(2019),"['Drama, Sci-Fi, Thriller']",6.6,226476,['M. Night Shyamalan '],"['James McAvoy, Bruce Willis, Samuel L. Jackson, Anya Taylor-Joy']","['Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities.']",$111.05M,PG-13
42,843,Blood Red Sky,(2021),"['Action, Horror, Thriller']",6.1,40364,['Peter Thorwarth '],"['Peri Baumeister, Carl Anton Koch, Alexander Scheer, Kais Setti']",['A woman with a mysterious illness is forced into action when a group of terrorists attempt to hijack a transatlantic overnight flight.'],NA,TV-MA
43,844,The Lion King,(2019),"['Animation, Adventure, Drama']",6.8,228559,['Jon Favreau '],"['Donald Glover, Beyoncé, Seth Rogen, Chiwetel Ejiofor']","['After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery.']",$543.64M,PG
44,845,We Need to Talk About Kevin,(2011),"['Drama, Mystery, Thriller']",7.5,146149,['Lynne Ramsay '],"['Tilda Swinton, John C. Reilly, Ezra Miller, Jasper Newell']","[""Kevin's mother struggles to love her strange child, despite the increasingly dangerous things he says and does as he grows up. But Kevin is just getting started, and his final act will be beyond anything anyone imagined.""]",$1.74M,R
45,846,That Thing You Do!,(1996),"['Comedy, Drama, Music']",6.9,66030,['Tom Hanks '],"['Tom Hanks, Liv Tyler, Charlize Theron, Tom Everett Scott']","['A local Pennsylvania band scores a one-hit wonder in 1964 and rides the star-making machinery as long as they can, with lots of help from their manager.']",$25.81M,PG
46,847,Grown Ups 2,(2013),['Comedy'],5.4,147418,['Dennis Dugan '],"['Adam Sandler, Kevin James, Chris Rock, David Spade']","['After moving his family back to his hometown to be with his friends and their kids, Lenny finds out that between old bullies, new bullies, schizo bus drivers, drunk cops on skis, and four hundred costumed party crashers sometimes crazy follows you.']",$133.67M,PG-13
47,848,"Girl, Interrupted",(1999),"['Biography, Drama']",7.3,174318,['James Mangold '],"['Winona Ryder, Angelina Jolie, Clea DuVall, Brittany Murphy']","[""Based on writer Susanna Kaysen's account of her 18-month stay at a mental hospital in the late 1960s.""]",$28.87M,R
48,849,Don't Look Now,(1973),"['Drama, Horror, Mystery']",7.2,53452,['Nicolas Roeg '],"['Julie Christie, Donald Sutherland, Hilary Mason, Clelia Matania']","['A married couple grieving the recent death of their young daughter are in Venice when they encounter two elderly sisters, one of whom is psychic and brings a warning from beyond.']",$0.98M,R
49,850,A Simple Favor,(2018),"['Comedy, Crime, Mystery']",6.8,140410,['Paul Feig '],"['Anna Kendrick, Blake Lively, Henry Golding, Andrew Rannells']","['Stephanie is a single mother with a parenting vlog who befriends Emily, a secretive upper-class woman who has a child at the same elementary school. When Emily goes missing, Stephanie takes it upon herself to investigate.']",$53.55M,R
