,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
0,951,Last Action Hero,(1993),"['Action, Adventure, Comedy']",6.4,145425,['John McTiernan '],"['Arnold Schwarzenegger, F. Murray Abraham, Art Carney, Charles Dance']","['With the help of a magic ticket, a young movie fan is transported into the fictional world of his favorite action movie character.']",$50.02M,PG-13
1,952,Starship Troopers,(1997),"['Action, Adventure, Sci-Fi']",7.2,281325,['Paul Verhoeven '],"['Casper Van Dien, Denise Richards, Dina Meyer, Jake Busey']","['Humans in a fascist, militaristic future wage war with giant alien bugs.']",$54.81M,R
2,953,The Ice Road,(2021),"['Action, Adventure, Drama']",5.6,27600,['Jonathan Hensleigh '],"['Liam Neeson, Marcus Thomas, Laurence Fishburne, Amber Midthunder']","['After a remote diamond mine collapses in far northern Canada, a ‘big-rig’ ice road driver must lead an impossible rescue mission over a frozen ocean to save the trapped miners.']",NA,PG-13
3,954,Gone with the Wind,(1939),"['Drama, History, Romance']",8.1,303016,"['Directors: Victor Fleming, George Cukor, Sam Wood ']","[""Clark Gable, Vivien Leigh, Thomas Mitchell, Barbara O'Neil""]",['The manipulative daughter of a Georgia plantation owner conducts a turbulent romance with a roguish profiteer during the American Civil War and Reconstruction periods.'],$198.68M,Passed
4,955,The Awakening,(2011),"['Horror, Thriller']",6.5,65377,['Nick Murphy '],"['Rebecca Hall, Dominic West, Imelda Staunton, Lucy Cohu']","[""In 1921, England is overwhelmed by the loss and grief of World War I. Hoax exposer Florence Cathcart visits a boarding school to explain sightings of a child ghost. Everything she believes unravels as the 'missing' begin to show themselves.""]",NA,R
5,956,Amélie,(2001),"['Comedy, Romance']",8.3,728649,['Jean-Pierre Jeunet '],"['Audrey Tautou, Mathieu Kassovitz, Rufus, Lorella Cravotta']","['Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love.']",$33.23M,R
6,957,Apostle,(2018),"['Drama, Fantasy, Horror']",6.3,48894,['Gareth Evans '],"['Dan Stevens, Richard Elfyn, Paul Higgins, Bill Milner']","['In 1905, a drifter on a dangerous mission to rescue his kidnapped sister tangles with a sinister religious cult on an isolated island.']",NA,TV-MA
7,958,The Wicker Man,(1973),"['Horror, Mystery, Thriller']",7.5,77091,['Robin Hardy '],"['Edward Woodward, Christopher Lee, Diane Cilento, Britt Ekland']",['A puritan Police Sergeant arrives in a Scottish island village in search of a missing girl whom the locals claim never existed.'],$0.06M,R
8,959,The Devil Wears Prada,(2006),"['Comedy, Drama']",6.9,393268,['David Frankel '],"['Anne Hathaway, Meryl Streep, Adrian Grenier, Emily Blunt']","['A smart but sensible new graduate lands a job as an assistant to Miranda Priestly, the demanding editor-in-chief of a high fashion magazine.']",$124.74M,PG-13
9,960,Wonder,(2017),"['Drama, Family']",8.0,154347,['Stephen Chbosky '],"['Jacob Tremblay, Owen Wilson, Izabela Vidovic, Julia Roberts']","['Based on the New York Times bestseller, this movie tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters the fifth grade, attending a mainstream elementary school for the first time.']",$132.42M,PG
