,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
0,2351,Wolfwalkers,(2020),"['Animation, Adventure, Family']",8.0,26702,"['Directors: Tomm Moore, Ross Stewart ']","['Honor Kneafsey, Eva Whittaker, Sean Bean, Simon McBurney']",['A young apprentice hunter and her father journey to Ireland to help wipe out the last wolf pack. But everything changes when she befriends a free-spirited girl from a mysterious tribe rumored to transform into wolves by night.'],NA,PG
1,2352,The Mission,(1986),"['Adventure, Drama, History']",7.4,59522,['Roland Joffé '],"['Robert De Niro, Jeremy Irons, Ray McAnally, Aidan Quinn']",['Eighteenth-century Spanish Jesuits try to protect a remote South American tribe in danger of falling under the rule of pro-slavery Portugal.'],$17.22M,PG
2,2353,Flash Gordon,(1980),"['Action, Adventure, Sci-Fi']",6.5,54233,['Mike Hodges '],"['Sam J. Jones, Melody Anderson, Max von Sydow, Topol']",['A football player and his friends travel to the planet Mongo and find themselves fighting the tyranny of Ming the Merciless to save Earth.'],NA,PG
3,2354,"Hail, Caesar!",(2016),"['Comedy, Drama, Music']",6.3,129595,"['Directors: Ethan Coen, Joel Coen ']","['Josh Brolin, George Clooney, Alden Ehrenreich, Ralph Fiennes']","[""A Hollywood fixer in the 1950s works to keep the studio's stars in line.""]",$30.08M,PG-13
4,2355,First Cow,(2019),"['Drama, Western']",7.1,15503,['Kelly Reichardt '],"['Alia Shawkat, John Magaro, Dylan Smith, Ryan Findley']","['A skilled cook has traveled west and joined a group of fur trappers in Oregon, though he only finds true connection with a Chinese immigrant also seeking his fortune. Soon the two collaborate on a successful business.']",NA,PG-13
5,2356,Popeye,(1980),"['Adventure, Comedy, Family']",5.3,30926,['Robert Altman '],"['Robin Williams, Shelley Duvall, Ray Walston, Paul Dooley']",['The adventures of the famous sailor man and his friends in the seaside town of Sweethaven.'],$49.82M,PG
6,2357,The Tax Collector,(2020),"['Action, Crime, Drama']",4.8,11924,['David Ayer '],"['Bobby Soto, Cinthya Carmona, Shia LaBeouf, Jose Conejo Martin']","['A ""tax collector"" working for a local crime lord finds his family\'s safety compromised when the rival of his boss shows up in L.A. and upends the business.']",NA,Not Rated
7,2358,Hitman - Agent 47,(2015),"['Action, Crime, Thriller']",5.7,88677,['Aleksander Bach '],"['Rupert Friend, Hannah Ware, Zachary Quinto, Ciarán Hinds']",['An assassin teams up with a woman to help her find her father and uncover the mysteries of her ancestry.'],$22.47M,R
8,2359,Capone,(2020),"['Biography, Crime, Drama']",4.7,19095,['Josh Trank '],"['Tom Hardy, Linda Cardellini, Matt Dillon, Al Sapienza']","['The 47-year old Al Capone, after 10 years in prison, starts suffering from dementia and comes to be haunted by his violent past.']",NA,R
9,2360,Shakespeare in Love,(1998),"['Comedy, Drama, History']",7.1,219873,['John Madden '],"['Gwyneth Paltrow, Joseph Fiennes, Geoffrey Rush, Tom Wilkinson']","[""The world's greatest ever playwright, William Shakespeare, is young, out of ideas and short of cash, but meets his ideal woman and is inspired to write one of his most famous plays.""]",$100.32M,R
